rank, pmcid, score
1, 3663309, 1.0138632
2, 2827046, 0.9042111
3, 3857979, 0.84616625
4, 3711740, 0.83896184
5, 3145093, 0.82520837
6, 3396109, 0.8231471
7, 3123852, 0.81203705
8, 2449135, 0.8028383
9, 3129103, 0.79330415
10, 2657285, 0.79031503
11, 3655519, 0.7874754
12, 2254639, 0.778485
13, 3468117, 0.76374125
14, 3438050, 0.7592977
15, 3468338, 0.7552876
16, 3043450, 0.75458974
17, 2687622, 0.7502735
18, 2850860, 0.7471412
19, 3614379, 0.7424095
20, 3096030, 0.73348516
21, 3838988, 0.7332948
22, 3730358, 0.7329874
23, 2700229, 0.7325492
24, 3215995, 0.715452
25, 2884455, 0.7081145
26, 3797604, 0.704726
27, 3113179, 0.6954259
28, 3133999, 0.69029975
29, 3600280, 0.68863446
30, 3160386, 0.6864082
31, 2783087, 0.6863452
32, 2740109, 0.6861847
33, 3014832, 0.68503886
34, 3474232, 0.6845415
35, 3075200, 0.6832301
36, 3876522, 0.67795676
37, 2365938, 0.677878
38, 3481246, 0.6679044
39, 3227160, 0.6676423
40, 3257196, 0.6675825
41, 2926877, 0.6656407
42, 3385808, 0.66186154
43, 2829468, 0.66150117
44, 2546372, 0.659197
45, 1976317, 0.6556958
46, 2588582, 0.65490913
47, 3099062, 0.6541028
48, 2821393, 0.6521438
49, 3273785, 0.6512284
50, 2644320, 0.65103996
51, 3122097, 0.64910567
52, 3601500, 0.64776045
53, 3685544, 0.64752626
54, 3389850, 0.6463085
55, 2116997, 0.6423194
56, 3015425, 0.6412187
57, 3113153, 0.6317851
58, 3418016, 0.6304451
59, 3816040, 0.62931657
60, 3355033, 0.6288453
61, 3014784, 0.628077
62, 2533016, 0.62678653
63, 3336896, 0.6251126
64, 3616185, 0.6223514
65, 2475515, 0.6206079
66, 2850845, 0.6202449
67, 3330312, 0.6173076
68, 3542897, 0.61645967
69, 2908657, 0.61589533
70, 3521404, 0.6155923
71, 2850980, 0.61320686
72, 3542893, 0.61179435
73, 3819798, 0.6109345
74, 3464999, 0.6098626
75, 3862248, 0.6063217
76, 2975006, 0.605736
77, 2816793, 0.601767
78, 2702912, 0.60176075
79, 2467416, 0.6007271
80, 1936994, 0.60015213
81, 3205377, 0.59953666
82, 3649447, 0.5992013
83, 3236146, 0.5963194
84, 2664289, 0.59210527
85, 3101356, 0.5903464
86, 3015710, 0.5902498
87, 3249852, 0.5897567
88, 3016809, 0.58909947
89, 3813458, 0.5866166
90, 2912565, 0.58604026
91, 2726470, 0.5857966
92, 2769300, 0.58535886
93, 2736155, 0.5851213
94, 3515935, 0.5848715
95, 2828091, 0.5846449
96, 3304649, 0.5832417
97, 3860647, 0.57685316
98, 3888001, 0.5750943
99, 3866073, 0.57471853
100, 2377251, 0.57394
101, 3156546, 0.57382435
102, 2980726, 0.57308763
103, 3555602, 0.57283944
104, 3015787, 0.57268745
105, 3817753, 0.57261854
106, 2783104, 0.5707856
107, 3298231, 0.57061076
108, 3214511, 0.5696016
109, 3183543, 0.56950426
110, 2702964, 0.56819284
111, 1183200, 0.5657625
112, 3340973, 0.56555355
113, 3201596, 0.56485236
114, 2853788, 0.56175804
115, 3340971, 0.56040484
116, 2726548, 0.560345
117, 2526417, 0.559231
118, 2995100, 0.5567143
119, 3221144, 0.55593956
120, 3651279, 0.55588114
121, 3588206, 0.5555058
122, 2700595, 0.5542621
123, 2667937, 0.5532991
124, 3628218, 0.55321026
125, 3015416, 0.5526012
126, 3030803, 0.55245864
127, 2890923, 0.55181104
128, 3446097, 0.5517644
129, 2642853, 0.550299
130, 3625884, 0.5502118
131, 3754418, 0.5500761
132, 3068583, 0.5490534
133, 3075161, 0.54836154
134, 3015603, 0.54823846
135, 3492969, 0.5480518
136, 3195765, 0.547969
137, 2958858, 0.54670995
138, 3163221, 0.5461655
139, 3205374, 0.5440956
140, 3162726, 0.54337937
141, 3097568, 0.5433178
142, 2815823, 0.54247564
143, 3221121, 0.5419021
144, 3856480, 0.54147935
145, 2769322, 0.53990144
146, 2966580, 0.5398441
147, 1847829, 0.5389459
148, 3649557, 0.5372812
149, 3704706, 0.5367167
150, 2778945, 0.5366509
151, 2628097, 0.53625554
152, 3335503, 0.5357495
153, 3806696, 0.5352179
154, 3750490, 0.535203
155, 3636968, 0.534836
156, 3482332, 0.5344623
157, 3649624, 0.53427166
158, 2478665, 0.5334225
159, 2572586, 0.5324339
160, 3279680, 0.53193337
161, 3502811, 0.53128874
162, 1282588, 0.5277068
163, 3075160, 0.52767175
164, 3545345, 0.5272819
165, 2612686, 0.5272792
166, 3628230, 0.52725184
167, 2931785, 0.5262743
168, 3813711, 0.52626204
169, 2702950, 0.5255378
170, 3410093, 0.52431005
171, 3099194, 0.52296656
172, 2687694, 0.52164817
173, 3335362, 0.5216392
174, 3877598, 0.52039355
175, 2767134, 0.5195775
