rank, pmcid, score
1, 3047858, 1.4223533
2, 3670530, 1.3525326
3, 3027449, 1.1800503
4, 3290188, 1.0772014
5, 3318093, 1.074235
6, 3004514, 1.0716264
7, 2667400, 1.066575
8, 3030049, 1.0630475
9, 3483501, 1.022776
10, 2687574, 0.9750155
11, 2740158, 0.96434706
12, 3423657, 0.9458729
13, 3652182, 0.93360394
14, 3674744, 0.9106815
15, 3232567, 0.8833844
16, 3596662, 0.8580549
17, 3232551, 0.83954644
18, 3649654, 0.7845944
19, 3466839, 0.7817062
20, 3277481, 0.7812598
21, 3259381, 0.77851444
22, 3483687, 0.76297617
23, 3680609, 0.7626743
24, 2934284, 0.74494165
25, 3174366, 0.72299224
26, 2827809, 0.7201686
27, 2758875, 0.7054674
28, 2740058, 0.6945454
29, 2932947, 0.6903923
30, 3575960, 0.6765649
31, 2893371, 0.6761471
32, 3598207, 0.6753696
33, 2948298, 0.6752256
34, 3366871, 0.6725629
35, 183864, 0.66820276
36, 3874379, 0.656478
37, 3152737, 0.6541342
38, 3514812, 0.6494098
39, 3634261, 0.64879966
40, 3417959, 0.6344817
41, 2396176, 0.6283811
42, 2815835, 0.61741257
43, 3101789, 0.6164391
44, 3556420, 0.6101569
45, 1764005, 0.59520626
46, 3467965, 0.59485126
47, 3819508, 0.5818921
48, 3144622, 0.5814022
49, 3197034, 0.57721204
50, 3572695, 0.5768846
51, 3306317, 0.5694372
52, 3108942, 0.5681599
53, 2270272, 0.5659144
54, 2721952, 0.5637598
55, 2917372, 0.5611856
56, 3388325, 0.5529264
57, 3860639, 0.5496217
58, 2691520, 0.5422062
59, 3487309, 0.54068226
60, 3433137, 0.53968245
61, 3579028, 0.53693795
62, 3559278, 0.5356842
63, 2515431, 0.535271
64, 3225347, 0.53128535
65, 3106905, 0.5288353
66, 2958892, 0.52730364
67, 3337378, 0.5269583
68, 3542947, 0.5244748
69, 3309453, 0.5218966
70, 3845862, 0.520255
71, 2829129, 0.52005374
72, 3539084, 0.5164234
73, 2823045, 0.513398
74, 2902043, 0.51193094
75, 3383153, 0.5113922
76, 3270547, 0.5072939
77, 3791937, 0.5008657
78, 3265073, 0.5004893
79, 3354463, 0.4955034
80, 3641980, 0.4941975
81, 3673597, 0.49208245
82, 2412892, 0.49140424
83, 2864281, 0.49112216
84, 3561161, 0.49040902
85, 2440967, 0.48445803
86, 3198627, 0.48275253
87, 2812793, 0.48071608
88, 1865550, 0.4793557
89, 3485168, 0.4779729
90, 3637401, 0.47746298
91, 3104536, 0.4755686
92, 2045103, 0.47219726
93, 3468767, 0.47088835
94, 3510968, 0.4703735
95, 3664452, 0.46978974
96, 2801465, 0.4692911
97, 3232363, 0.46916842
98, 3891065, 0.46626067
99, 3866316, 0.4622834
100, 2843680, 0.46143037
101, 3420628, 0.46138293
102, 2771847, 0.4604167
103, 3764366, 0.4558546
104, 3738343, 0.45506358
105, 2840741, 0.45424968
106, 3874377, 0.45384938
107, 3097588, 0.45349503
108, 3191372, 0.4533032
109, 2739499, 0.45136815
110, 3198903, 0.44998583
111, 2672072, 0.44935787
112, 2868169, 0.4480886
113, 3019007, 0.4453829
114, 2222237, 0.44295532
115, 3871473, 0.44192746
116, 2775853, 0.4416618
117, 3654114, 0.44064322
118, 3481235, 0.4396159
119, 2515568, 0.43926775
120, 3372439, 0.43778077
121, 3651988, 0.436812
122, 3872241, 0.43660793
123, 3625882, 0.43634027
124, 3149832, 0.4362068
125, 2749807, 0.4360779
126, 2984402, 0.43397665
127, 3040426, 0.43219343
128, 2413251, 0.43055364
129, 3612796, 0.43020022
130, 3745897, 0.43012446
131, 3474237, 0.42908454
132, 2917397, 0.42741424
133, 3107685, 0.4260778
134, 3190489, 0.42437133
135, 2596116, 0.42365453
136, 3843600, 0.42278856
137, 3750817, 0.42275906
138, 2810585, 0.42272872
139, 3797107, 0.42113212
140, 2710973, 0.42101285
141, 3118206, 0.41962665
142, 3634251, 0.41804397
143, 3016596, 0.4171489
144, 3627866, 0.41710797
145, 3372523, 0.41702795
146, 3815018, 0.41691908
147, 3323432, 0.415309
148, 3347847, 0.41271585
149, 3420682, 0.41002673
150, 3249337, 0.40971118
151, 3248360, 0.40917754
152, 3366317, 0.4087631
153, 2687814, 0.40786234
154, 2887806, 0.40753862
155, 3214802, 0.4061986
156, 2966575, 0.40567845
157, 3128254, 0.40441656
158, 2763292, 0.40421614
159, 2880968, 0.40394676
160, 3495538, 0.40193245
161, 2739478, 0.40106785
162, 3717425, 0.40045267
163, 2803902, 0.40037346
164, 3785593, 0.39981574
165, 3145351, 0.39941338
166, 3505894, 0.39859515
167, 3443998, 0.39829752
168, 3810561, 0.39795405
169, 2135062, 0.39765522
170, 3863511, 0.39698973
171, 3487202, 0.39696652
172, 3134025, 0.3969546
173, 3551509, 0.39542684
174, 2933466, 0.3951801
175, 2994378, 0.3951101
176, 3030017, 0.39498413
177, 3036628, 0.39460307
178, 3819364, 0.3937545
179, 3237046, 0.39289752
180, 2966937, 0.3927158
181, 3846026, 0.3922208
182, 137397, 0.39177465
183, 3087267, 0.39081872
184, 2464758, 0.39053392
185, 3481387, 0.39019436
186, 3284747, 0.38790736
187, 3249323, 0.38676858
188, 1269450, 0.38542572
189, 3444921, 0.38484868
190, 2769480, 0.38186145
191, 3249291, 0.38091245
192, 3671794, 0.37833953
193, 2769294, 0.37805513
194, 3635660, 0.37713975
195, 3068953, 0.37661204
196, 3284875, 0.37640613
197, 2771833, 0.3763753
198, 2817075, 0.3762168
199, 3371958, 0.37585056
200, 3005490, 0.37524626
201, 2689483, 0.3750179
202, 3882907, 0.37074497
203, 2848016, 0.37026754
204, 3751822, 0.3690927
205, 3671823, 0.36896348
206, 1929108, 0.3688092
207, 3238357, 0.36867407
208, 2718204, 0.36494583
209, 3420687, 0.36473382
210, 2637295, 0.3642444
211, 3717419, 0.36211106
212, 3623426, 0.36200193
213, 3614490, 0.3612515
214, 2719626, 0.36122078
215, 3097715, 0.36056346
216, 3827319, 0.3603157
217, 3634250, 0.35993105
