rank, pmcid, score
1, 3276790, 0.17665645
2, 2479276, 0.16947359
3, 2384776, 0.1659032
4, 2807148, 0.14632463
5, 3166263, 0.1415128
6, 2825518, 0.14151165
7, 2941754, 0.1290179
8, 2846570, 0.12511662
9, 2244628, 0.12447448
10, 2805665, 0.12173336
11, 3060433, 0.11962628
12, 3352606, 0.11861556
13, 3323557, 0.114621565
14, 3334060, 0.1138689
15, 3543206, 0.11341535
16, 3183725, 0.11268182
17, 3780548, 0.112266906
18, 3830270, 0.111840606
19, 3741984, 0.11110808
20, 2693661, 0.11024348
21, 3235783, 0.10729159
22, 3662609, 0.103262216
23, 2740343, 0.10274214
24, 2584276, 0.10101956
25, 3403064, 0.10018778
26, 3289195, 0.09848881
27, 3410306, 0.09625779
28, 1240258, 0.09608941
29, 2266777, 0.09535498
30, 3318871, 0.09521773
31, 3288682, 0.09277328
32, 3876009, 0.09238389
33, 3098805, 0.0920978
34, 2799065, 0.09094623
35, 3722638, 0.090775825
36, 3585913, 0.090491705
37, 2765189, 0.08973183
38, 2887535, 0.08954333
39, 2565695, 0.089283064
40, 2672442, 0.08910613
41, 3876830, 0.088905245
42, 3606326, 0.08886776
43, 3199844, 0.08726711
44, 3250966, 0.08665441
45, 3202572, 0.08599624
46, 3239500, 0.0853157
47, 2990458, 0.084875874
48, 483034, 0.08483026
49, 2965334, 0.08433607
50, 3412230, 0.08421339
51, 3740671, 0.08405154
52, 2941760, 0.083780155
53, 3728493, 0.08356533
54, 3546893, 0.08301856
55, 3420570, 0.08256299
56, 2809337, 0.0822026
57, 3194035, 0.081986494
58, 3847666, 0.08122839
59, 3752885, 0.0811704
60, 2831247, 0.08088718
61, 3180387, 0.08081448
62, 3201009, 0.08067929
63, 3524369, 0.0805283
64, 2806403, 0.08028714
65, 3369912, 0.08003633
66, 3047986, 0.08002496
67, 3427509, 0.079776265
68, 2964324, 0.07972571
69, 3505421, 0.079638764
70, 3426872, 0.07958717
71, 3712156, 0.07957336
72, 3444381, 0.07941417
73, 3491788, 0.07932056
74, 2653192, 0.0792052
75, 1810526, 0.07874239
76, 2671966, 0.07838539
77, 3853203, 0.078023866
78, 3841633, 0.07792624
79, 3220247, 0.07737392
80, 2824742, 0.077204995
81, 2769382, 0.077149354
82, 2748069, 0.077084556
83, 3564101, 0.077050894
84, 3230968, 0.07662504
85, 2869440, 0.07648488
86, 2783043, 0.07627903
87, 3821327, 0.0761706
88, 2386797, 0.07607143
89, 2825123, 0.07564943
90, 3833587, 0.07560058
91, 3370327, 0.075389534
92, 3750894, 0.075366296
93, 3073909, 0.07477947
94, 3162786, 0.07473242
95, 3334646, 0.074247636
96, 3323463, 0.074176334
97, 3699565, 0.074136876
98, 3184620, 0.07365362
99, 3718230, 0.073579006
100, 1475216, 0.0734648
101, 3445101, 0.07336895
102, 3560507, 0.07245667
103, 3310784, 0.07234769
104, 3726919, 0.07226108
105, 3544370, 0.07209878
106, 3094683, 0.07194629
107, 3643860, 0.07173981
108, 3503729, 0.07136191
109, 3580521, 0.071318455
110, 3508814, 0.07116013
111, 3259313, 0.07076772
112, 2860403, 0.07055615
113, 3614513, 0.070090026
114, 2125415, 0.0698451
115, 3817426, 0.0697882
116, 2136105, 0.06978412
117, 2607011, 0.06945519
118, 3859204, 0.06934002
119, 3614440, 0.06920592
120, 2365776, 0.069040924
121, 3197394, 0.06901724
122, 3399342, 0.06890792
123, 2992067, 0.06879838
124, 3560772, 0.06873558
125, 1831558, 0.0687322
126, 3687640, 0.068690024
127, 3665865, 0.068674155
128, 2131839, 0.068597905
129, 3614649, 0.068383455
130, 3816036, 0.06834093
131, 3762608, 0.068332605
132, 3424871, 0.06801038
133, 3732593, 0.067889094
134, 3180419, 0.0678507
135, 3709523, 0.067834884
136, 3884542, 0.06764208
137, 3724574, 0.06751815
138, 3398309, 0.067395225
139, 3312693, 0.067221686
140, 2826297, 0.06718158
141, 3523137, 0.06698605
142, 3129061, 0.06680059
143, 3044791, 0.06673027
144, 2684209, 0.066431135
145, 3850957, 0.06640863
146, 3378922, 0.06580121
147, 3712162, 0.06569034
148, 3295742, 0.065433405
149, 3369629, 0.06516524
150, 3107685, 0.065148555
151, 3534694, 0.06513343
152, 1459118, 0.06510525
153, 1885962, 0.064903595
154, 2794852, 0.06488253
155, 3320288, 0.0646188
