rank, pmcid, score
1, 3874942, 0.9600206
2, 3468117, 0.867896
3, 3663309, 0.8006539
4, 2850845, 0.7229469
5, 3480933, 0.6968193
6, 3857979, 0.69592184
7, 3015416, 0.6550948
8, 2740171, 0.6470401
9, 2644320, 0.6465437
10, 2365938, 0.62876093
11, 2546371, 0.6229951
12, 2726470, 0.60928047
13, 3616185, 0.6012748
14, 3016484, 0.5982031
15, 3340971, 0.581255
16, 3876522, 0.5802297
17, 3340973, 0.57302505
18, 2442045, 0.57267296
19, 3841536, 0.5709323
20, 3205374, 0.56690276
21, 3101356, 0.5449276
22, 3123852, 0.5446193
23, 3326743, 0.5429865
24, 3816040, 0.54296404
25, 3088741, 0.53763735
26, 2884455, 0.53664625
27, 2908657, 0.53552556
28, 3711736, 0.52198714
29, 2546372, 0.5181525
30, 3649614, 0.5093957
31, 3195765, 0.5051992
32, 2605737, 0.50241256
33, 2584009, 0.49843076
34, 2254639, 0.49822843
35, 2783104, 0.49656522
36, 3163221, 0.49618036
37, 3363056, 0.4959778
38, 3015692, 0.49377236
39, 2659845, 0.49064952
40, 2475515, 0.49021095
41, 3870869, 0.4822972
42, 2672247, 0.47807956
43, 2799961, 0.47607037
44, 3541574, 0.47594842
45, 3838988, 0.4683051
46, 2821393, 0.46468318
47, 3257196, 0.4625117
48, 3636968, 0.46076855
49, 3099610, 0.4549511
50, 3113179, 0.4544208
51, 3588206, 0.45440415
52, 2562359, 0.44806018
53, 2769322, 0.4394899
54, 2990894, 0.4360798
55, 3108290, 0.435479
56, 1386707, 0.43536404
57, 3825926, 0.434606
58, 2116997, 0.43355244
59, 3796392, 0.43204552
60, 2526417, 0.42903337
61, 3015710, 0.42555943
62, 2992067, 0.42491993
63, 2672220, 0.4242265
64, 3725448, 0.42172772
65, 2449135, 0.41978762
66, 2621128, 0.4189529
67, 3629711, 0.41732988
68, 3399362, 0.41510573
69, 3860647, 0.41382384
70, 3730358, 0.40401667
71, 3792614, 0.39984912
72, 3860138, 0.3994437
73, 2975006, 0.39208055
74, 3030803, 0.39095223
