rank, pmcid, score
1, 2479199, 1.2360456
2, 1637112, 1.0543753
3, 3340989, 1.0444009
4, 3623499, 1.009373
5, 3472220, 0.8342601
6, 3875293, 0.832397
7, 1820605, 0.81715864
8, 2713779, 0.7903138
9, 3002144, 0.77044475
10, 1308854, 0.7609732
11, 3329036, 0.73229575
12, 3026687, 0.7184367
13, 3765832, 0.7137105
14, 2650803, 0.703615
15, 1939860, 0.6816194
16, 2808214, 0.6700686
17, 2933226, 0.66448796
18, 2013939, 0.66437304
19, 3409122, 0.6562938
20, 2667436, 0.6541143
21, 2746192, 0.64254194
22, 3298510, 0.6378047
23, 2763199, 0.6318541
24, 3068581, 0.6228164
25, 2740694, 0.6224396
26, 2187765, 0.62233114
27, 1684261, 0.6204952
28, 2993932, 0.61800516
29, 2867957, 0.5990986
30, 261879, 0.5958682
31, 3743903, 0.5902996
32, 3499992, 0.5818372
33, 3844576, 0.5636851
34, 2669163, 0.5636074
35, 2912768, 0.5624502
36, 3854354, 0.55690217
37, 3479959, 0.5515102
38, 3628884, 0.55075896
39, 2627649, 0.54678315
40, 1949845, 0.5389559
41, 3610137, 0.53840333
42, 3487763, 0.53783417
43, 3583333, 0.53686637
44, 3632886, 0.53439474
45, 2963229, 0.53150207
46, 3123601, 0.5305221
47, 2118997, 0.52911615
48, 2364524, 0.52871907
49, 3878241, 0.5274758
50, 3383675, 0.5243537
51, 1434477, 0.5240219
52, 3163629, 0.5211974
53, 3557659, 0.5138569
54, 3639819, 0.51097953
55, 3001903, 0.507036
56, 3117725, 0.5058349
57, 3447948, 0.5050449
58, 3427299, 0.5037051
59, 2193764, 0.50303084
60, 3221942, 0.5005883
61, 3572150, 0.49977466
62, 2602972, 0.49922997
63, 3324142, 0.49376065
64, 3613898, 0.48876506
65, 2441827, 0.48827592
66, 3734097, 0.4843313
67, 2891813, 0.48226237
68, 2570335, 0.4822081
69, 2442721, 0.47203454
70, 2840976, 0.47083205
71, 280690, 0.47032934
72, 2586636, 0.47032934
73, 2683929, 0.46752512
74, 2430529, 0.4662755
75, 3864498, 0.4630588
76, 3458101, 0.46228606
77, 3046915, 0.46209893
78, 3579805, 0.46173543
79, 1037165, 0.45788413
80, 3275842, 0.45601138
81, 3628145, 0.45532647
82, 3655045, 0.4493798
83, 2621393, 0.4436326
84, 3262959, 0.44341356
85, 3783408, 0.43885615
86, 1629020, 0.43537143
87, 2194199, 0.43452644
88, 2176080, 0.4345209
89, 2187411, 0.4334068
90, 3268102, 0.43187076
91, 2188656, 0.43185654
92, 3182980, 0.43073502
93, 3767829, 0.43012565
94, 3827421, 0.42646676
95, 3592259, 0.4250297
96, 2988043, 0.42274338
97, 3500210, 0.42115253
98, 3395692, 0.41876033
99, 2668879, 0.4187426
100, 3020677, 0.41853303
101, 3780934, 0.41739282
102, 3224336, 0.41716015
103, 2627942, 0.41552877
104, 3765086, 0.41524214
105, 3457974, 0.41469324
106, 3472378, 0.41273117
107, 3142537, 0.41019452
108, 3122366, 0.41008735
109, 2724516, 0.40989044
110, 3118382, 0.4096951
111, 3776740, 0.40708017
112, 3126754, 0.40702695
113, 3865946, 0.4062212
114, 3399413, 0.4061708
115, 3071276, 0.40381584
116, 2846346, 0.40367544
117, 2543043, 0.40079188
118, 2658808, 0.39978808
119, 3330009, 0.39883024
120, 2904331, 0.39685285
121, 3261943, 0.39669755
122, 1784581, 0.39668107
123, 3626721, 0.3962642
124, 2830887, 0.3959122
125, 2599866, 0.3950449
126, 2723755, 0.39415044
127, 2738327, 0.3934541
128, 3881017, 0.3928505
129, 2841609, 0.3925673
130, 2687456, 0.3920154
131, 3671138, 0.38831085
132, 3283742, 0.38469446
133, 3094226, 0.38443273
134, 395780, 0.3833425
135, 3168768, 0.38270772
136, 3665601, 0.38216197
137, 3418546, 0.38199994
138, 2604876, 0.38170654
139, 2637096, 0.38157013
140, 3781038, 0.3808085
141, 1087872, 0.37979323
142, 3543298, 0.37846014
