rank, pmcid, score
1, 3071351, 0.6536517
2, 2970787, 0.5896681
3, 1474496, 0.52329165
4, 3854612, 0.40661827
5, 3169862, 0.3818697
6, 1502130, 0.34740737
7, 3631229, 0.33836183
8, 3171382, 0.30402565
9, 2971716, 0.30141065
10, 3618144, 0.29874814
11, 3872718, 0.28959045
12, 3215545, 0.28883457
13, 3743379, 0.2873817
14, 2237959, 0.2833055
15, 3683415, 0.27810544
16, 2782204, 0.27678835
17, 3680092, 0.27594322
18, 2589430, 0.27337572
19, 3892520, 0.27121097
20, 3702089, 0.26277867
21, 3784111, 0.2625938
22, 3258552, 0.26162264
23, 2791738, 0.2607351
24, 1779472, 0.2586222
25, 2363294, 0.25587192
26, 2727116, 0.2549402
27, 3112517, 0.2507616
28, 3698014, 0.2498671
29, 3665256, 0.2460605
30, 2684994, 0.24386624
31, 3075814, 0.2389539
32, 2453040, 0.2357975
33, 3212801, 0.23432615
34, 3659905, 0.23174594
35, 3262583, 0.23096515
36, 3639019, 0.22786362
37, 2770548, 0.22709994
38, 3193773, 0.22542468
39, 2442081, 0.22366057
40, 3761349, 0.22338384
41, 3337801, 0.22332698
42, 2247188, 0.2223118
43, 3228676, 0.21931006
44, 2270726, 0.21781766
45, 3853872, 0.21661481
46, 3134395, 0.21604249
47, 3432525, 0.21514782
48, 3111156, 0.21423471
49, 3796423, 0.2092209
50, 3674930, 0.20697446
51, 3226617, 0.20330836
52, 3299595, 0.20062408
53, 3375662, 0.19822983
54, 3873172, 0.19435878
55, 3099610, 0.19339621
56, 3699953, 0.19271086
57, 2589194, 0.19132277
58, 2112568, 0.19049181
59, 2595512, 0.18923128
60, 3553140, 0.18804942
61, 3401517, 0.18700582
62, 2842975, 0.18563609
63, 3173920, 0.18287142
64, 3408995, 0.1827649
65, 3449135, 0.18274097
66, 2958935, 0.1811677
67, 1865372, 0.17990994
68, 2823760, 0.17971304
69, 3544356, 0.17922463
70, 3505443, 0.17826183
71, 3193712, 0.1761519
72, 3720181, 0.17268524
73, 3779461, 0.1717696
74, 3282455, 0.17169875
75, 3156535, 0.16950569
76, 3663461, 0.16820945
77, 3205660, 0.16440769
78, 3518295, 0.16365533
79, 3140887, 0.16335371
80, 2796413, 0.16332959
81, 3683205, 0.16255683
82, 3745292, 0.1623269
83, 3811697, 0.16228768
84, 1289292, 0.16160086
85, 3495228, 0.16114436
86, 3262568, 0.1608469
87, 2786200, 0.16020316
88, 3766658, 0.15989813
89, 3878562, 0.15965852
90, 2649930, 0.1596233
91, 1977147, 0.157685
92, 3518018, 0.15755488
93, 3005640, 0.15660869
94, 471565, 0.15653391
95, 3626556, 0.15511253
96, 3770012, 0.15340973
97, 3002375, 0.15203254
98, 3300151, 0.15177141
99, 2994159, 0.1514124
100, 2778945, 0.15122467
101, 3125012, 0.14884397
102, 2726512, 0.1482447
103, 151561, 0.14752373
104, 3411621, 0.14588027
105, 3305379, 0.14508924
106, 3549730, 0.14444752
107, 2771078, 0.14362366
108, 2363245, 0.14330496
109, 2361111, 0.14325248
110, 3821232, 0.14266363
111, 3094260, 0.1417476
112, 3618003, 0.1414261
113, 2074412, 0.13930602
114, 3173749, 0.13810426
115, 2994210, 0.13767225
116, 1481515, 0.13671117
117, 2396176, 0.13664818
118, 3683210, 0.1352557
119, 2908674, 0.13488823
120, 2999410, 0.13364437
121, 2758951, 0.13322689
122, 2726527, 0.13266398
123, 3013313, 0.13227028
124, 3562590, 0.13139999
125, 3280201, 0.1295068
126, 3304257, 0.12890421
127, 3665660, 0.12853904
128, 2740022, 0.1277866
129, 2688505, 0.1268253
130, 3763588, 0.12633987
131, 3154292, 0.12629835
132, 1626446, 0.12617223
133, 3273706, 0.12606171
134, 2526390, 0.12582931
135, 3643641, 0.12574182
136, 3439394, 0.12488585
137, 3502177, 0.12487098
138, 3618058, 0.124777034
139, 3529459, 0.12442227
140, 3542605, 0.12394655
141, 2768506, 0.1236705
142, 3430087, 0.12364443
143, 3835110, 0.12361865
144, 2957198, 0.12330588
145, 3095369, 0.12304679
146, 2700684, 0.12282382
147, 2807718, 0.12271135
148, 2727111, 0.12252252
149, 3054054, 0.12171741
150, 3685644, 0.12046999
151, 3162726, 0.12013671
152, 2270282, 0.119910024
153, 2365210, 0.11889243
154, 2910499, 0.11825697
155, 3221417, 0.1176361
156, 3780706, 0.11701089
157, 3683627, 0.11696474
158, 3202496, 0.11675669
159, 2726514, 0.116754405
160, 3758700, 0.11642723
161, 2868304, 0.11635604
162, 2112318, 0.11620962
163, 2737761, 0.11581186
164, 3569685, 0.11537259
165, 1151653, 0.114857145
166, 3256118, 0.11449716
167, 2928248, 0.114040256
168, 3119440, 0.11381782
169, 2672126, 0.11370309
170, 3464931, 0.11327431
171, 2888112, 0.113175094
172, 1913587, 0.11304909
173, 3134260, 0.11298809
174, 3756183, 0.11225938
175, 2447862, 0.111692265
176, 3719296, 0.11112967
177, 2825264, 0.11112949
178, 3684085, 0.11107308
179, 3758271, 0.11027953
180, 3112506, 0.10969291
181, 3272819, 0.109321155
182, 2266934, 0.108774096
183, 1310932, 0.10844868
184, 3295675, 0.108381815
185, 2816856, 0.108357325
186, 1281279, 0.10819907
187, 3854214, 0.10801445
188, 3296620, 0.10795955
189, 2778562, 0.10794477
190, 1241183, 0.10789589
191, 3870079, 0.10782666
192, 3113834, 0.10777226
193, 2992430, 0.106538065
194, 3033847, 0.106495254
195, 2362270, 0.10637737
196, 2727118, 0.10623036
197, 3652174, 0.10572724
198, 3693641, 0.10572555
199, 3643833, 0.10564989
200, 1784650, 0.10563699
201, 3095901, 0.10534946
202, 3141718, 0.105307624
203, 2546367, 0.105076164
204, 3701920, 0.10480288
205, 2826778, 0.104499534
206, 3625010, 0.104040496
207, 2974597, 0.10401984
208, 2760555, 0.103967905
209, 3409517, 0.103371084
210, 2440380, 0.10316143
211, 3820848, 0.10308853
212, 3608011, 0.10231292
213, 3214510, 0.101936944
214, 3119443, 0.10125636
215, 3015535, 0.101238154
216, 3483749, 0.1009308
217, 3789090, 0.100817576
218, 3656519, 0.10024125
219, 3249873, 0.100219056
220, 1278477, 0.100121714
221, 2726540, 0.10008636
222, 2664731, 0.100029334
223, 3436697, 0.09975461
224, 3342724, 0.09922629
225, 2599900, 0.09880423
226, 3717043, 0.09876994
227, 2626783, 0.09875246
228, 2803446, 0.09855686
229, 2785333, 0.098458685
230, 3600204, 0.098393306
231, 3219763, 0.098360345
232, 2800936, 0.09818409
233, 3606616, 0.098172635
234, 2901223, 0.097790085
235, 3539526, 0.09774459
236, 3683226, 0.09747731
237, 3015918, 0.09732396
238, 3651717, 0.097215496
239, 3117584, 0.0962884
240, 3054886, 0.09604097
241, 3195536, 0.09532954
242, 2693858, 0.095310755
243, 3818942, 0.09524295
244, 1891435, 0.09516936
245, 2936419, 0.09512349
246, 1278480, 0.09461758
247, 3871036, 0.09443171
248, 2938513, 0.09424446
249, 3010678, 0.09414191
250, 3475920, 0.09410609
251, 3178996, 0.09390735
252, 3134320, 0.09324304
253, 2800882, 0.09308723
254, 3427136, 0.09283623
255, 3199109, 0.092814535
256, 3393611, 0.092733584
257, 2782171, 0.09259226
258, 3676337, 0.092360616
