rank, pmcid, score
1, 2365966, 0.507206
2, 3320288, 0.50213397
3, 3564029, 0.5019264
4, 2816851, 0.50010675
5, 2732551, 0.47942767
6, 3526875, 0.457897
7, 3114546, 0.43149453
8, 2958032, 0.42628396
9, 2894487, 0.42388925
10, 2526531, 0.41876873
11, 3033073, 0.41288173
12, 3133999, 0.41138735
13, 3647710, 0.41121125
14, 1112595, 0.40301085
15, 3506076, 0.4023314
16, 3463044, 0.40229285
17, 2893430, 0.40102643
18, 3655859, 0.3976913
19, 3311181, 0.39239803
20, 3841693, 0.3861366
21, 3433567, 0.38303244
22, 3522360, 0.38045883
23, 2714572, 0.376965
24, 3146124, 0.37639308
25, 3625881, 0.37589052
26, 3502108, 0.36637104
27, 2536181, 0.36515743
28, 2783073, 0.3606147
29, 3364540, 0.35816354
30, 3429833, 0.35662603
31, 3593508, 0.35582227
32, 2955686, 0.35341877
33, 2910866, 0.35166854
34, 3446146, 0.3515011
35, 3063409, 0.35128903
36, 3681687, 0.34931102
37, 3436624, 0.3464673
38, 3085223, 0.34604833
39, 3610129, 0.34496027
40, 2815980, 0.3438762
41, 3841697, 0.3426857
42, 35282, 0.3423167
43, 1308873, 0.34129202
44, 2974228, 0.33752763
45, 2876701, 0.33724508
46, 2082036, 0.33686814
47, 3389947, 0.33496398
48, 2846739, 0.33263555
49, 1277009, 0.33235326
50, 3289185, 0.33082804
51, 3609679, 0.3288715
52, 3583117, 0.32848936
53, 3299121, 0.32641706
54, 2738482, 0.32265127
55, 3557185, 0.318992
56, 3804820, 0.31886443
57, 2860402, 0.31688073
58, 3021726, 0.3167094
59, 3378931, 0.31616443
60, 3644836, 0.31536013
61, 3606747, 0.31483257
62, 2811908, 0.3147977
63, 3378922, 0.31423673
64, 2575602, 0.31379658
65, 3791959, 0.31298804
66, 3464171, 0.31294215
67, 3371528, 0.31255794
68, 3841536, 0.31215912
69, 3637271, 0.31154597
70, 3322907, 0.3107918
71, 3109313, 0.30966944
72, 1609165, 0.30960765
73, 3415114, 0.30881703
74, 3722035, 0.30761248
75, 3505633, 0.3058591
76, 3323212, 0.30477074
77, 2915987, 0.30370733
78, 3337385, 0.30367362
79, 3560221, 0.30354548
80, 2578943, 0.30348924
81, 3420428, 0.3031222
82, 2010036, 0.30282196
83, 2802352, 0.3026935
84, 2946956, 0.30180508
85, 3056249, 0.301391
86, 3000162, 0.29916367
87, 3271399, 0.29732224
88, 3063653, 0.2956565
89, 2808565, 0.29515392
90, 3374421, 0.2950799
91, 1464140, 0.293779
92, 3279485, 0.29283115
93, 2920271, 0.2921508
94, 2629964, 0.29155052
95, 3205006, 0.29077783
96, 3535733, 0.2888152
97, 3542335, 0.28853577
98, 3383503, 0.28825638
99, 2842275, 0.2875986
100, 3311442, 0.28723544
101, 3207882, 0.28714234
102, 3446154, 0.28633934
103, 3403114, 0.28594887
104, 2636786, 0.28523052
105, 3793530, 0.28455767
106, 3221118, 0.28440267
107, 2572046, 0.28437617
108, 3516054, 0.2838823
109, 2803992, 0.28372043
110, 2878711, 0.28332776
111, 1892770, 0.28292868
112, 3463042, 0.28286642
113, 2988177, 0.28168294
114, 3821277, 0.27999505
115, 3519021, 0.27881217
116, 1751045, 0.27830255
117, 3821285, 0.27816
118, 3616185, 0.27711883
119, 3080783, 0.27382278
120, 3616178, 0.27369642
121, 3309579, 0.27295858
122, 2515635, 0.27099377
123, 3640090, 0.26995093
124, 3825950, 0.26968056
125, 3278951, 0.26839834
126, 3176209, 0.26801103
127, 3396276, 0.2665256
128, 3600016, 0.26606175
129, 3271297, 0.26563498
130, 2680832, 0.2655119
131, 3146430, 0.26478684
132, 2546434, 0.2644155
133, 3218869, 0.26261848
134, 3540645, 0.26111886
135, 3702368, 0.26035377
136, 2671519, 0.25967404
137, 2669462, 0.25958383
138, 2783053, 0.25941548
139, 1949845, 0.25803286
140, 3797049, 0.25754416
141, 1459933, 0.2568246
142, 3249601, 0.25664863
143, 3890738, 0.25492826
144, 3787546, 0.2520379
145, 3316689, 0.2516652
146, 3883468, 0.2509884
147, 2740138, 0.2509518
148, 3555588, 0.25085115
149, 3118811, 0.25081
150, 2917397, 0.2507509
151, 2385654, 0.2500478
152, 3270293, 0.24988396
153, 3062119, 0.24979961
154, 3488995, 0.24977647
155, 3847446, 0.24954732
156, 2892667, 0.24945067
157, 3291226, 0.24885625
158, 2700454, 0.2482856
159, 1464381, 0.24805288
160, 3833587, 0.24756932
161, 2943722, 0.24701938
162, 3777329, 0.24679327
163, 2763694, 0.2454193
164, 2855073, 0.24482816
165, 3335556, 0.24394336
166, 3354496, 0.24319978
167, 3831017, 0.2431375
168, 3548694, 0.24264833
169, 3726908, 0.24144794
170, 2650603, 0.24117075
171, 3015846, 0.2408374
172, 3291424, 0.23993142
173, 3667442, 0.23984665
174, 2799065, 0.23976478
175, 3012278, 0.23944104
176, 1278490, 0.23913842
177, 1851004, 0.23846622
178, 3099506, 0.23799498
179, 3004609, 0.23733263
180, 2698626, 0.23656027
181, 3422815, 0.23627919
182, 3798110, 0.23615974
183, 2699965, 0.236097
184, 2706800, 0.2356715
185, 2862513, 0.23530023
186, 3799714, 0.23495212
187, 3465000, 0.23409179
188, 3563698, 0.23397249
189, 3488388, 0.23367119
190, 3159936, 0.23363751
191, 3336222, 0.23357408
192, 3276918, 0.23334244
193, 3161951, 0.23206782
194, 3599150, 0.2320261
195, 3118774, 0.23131962
196, 3118372, 0.23119433
197, 548142, 0.23116024
198, 3435275, 0.23051783
199, 2884449, 0.23042996
200, 3519030, 0.23029539
201, 3033844, 0.23011337
202, 3766129, 0.23007748
203, 3591538, 0.22997113
204, 3845747, 0.22969125
205, 3247867, 0.22952399
206, 3223529, 0.22875263
207, 3471019, 0.22825435
208, 3325013, 0.22813645
209, 2939567, 0.22772554
210, 1413549, 0.22694898
211, 2729969, 0.22690742
212, 3180787, 0.2264966
213, 3867694, 0.22638376
214, 3511061, 0.22611827
215, 3366321, 0.22598796
216, 3301050, 0.2254329
217, 2627817, 0.22497363
218, 3322910, 0.22416134
219, 3674925, 0.222353
220, 3806322, 0.22214578
221, 3379868, 0.22212285
222, 2958890, 0.2217322
223, 2596154, 0.22141781
224, 3743182, 0.22124964
225, 3097723, 0.22120027
226, 3120277, 0.2211173
227, 3110854, 0.22109663
228, 3416909, 0.2210302
229, 2876707, 0.22102456
230, 3165919, 0.2198993
231, 1884133, 0.21968047
232, 3651415, 0.21946414
233, 3439446, 0.21875565
234, 3323160, 0.2181652
235, 3766340, 0.21773368
236, 2828460, 0.21738234
237, 3539052, 0.21716788
238, 3086217, 0.21686527
239, 2918871, 0.21642745
240, 2966984, 0.21619424
241, 3679720, 0.21609978
242, 3177462, 0.21609575
243, 3369259, 0.21516559
244, 2936927, 0.21503602
245, 3411470, 0.21474372
246, 3573994, 0.21414432
247, 3320461, 0.21402632
248, 3035030, 0.21401303
249, 3279476, 0.21309066
250, 3456478, 0.2128329
251, 3680611, 0.21266593
252, 3568001, 0.2125878
253, 2647177, 0.21237735
254, 3220036, 0.21215296
255, 3290123, 0.21215165
256, 3075397, 0.21207455
257, 1618807, 0.21174239
258, 3279680, 0.2116103
259, 3141809, 0.21151431
260, 3033847, 0.2113051
261, 2911751, 0.21110173
262, 3207140, 0.21100076
263, 3413305, 0.2105033
264, 2984474, 0.20968118
265, 3108731, 0.20964088
266, 107849, 0.20834966
267, 3820621, 0.2080574
268, 3867258, 0.20751746
269, 3000139, 0.20714304
270, 3185983, 0.20708317
271, 3553649, 0.20673281
272, 1351206, 0.20630968
273, 2676803, 0.20619771
274, 3314854, 0.20608024
275, 2769322, 0.20580222
276, 3279317, 0.2045024
277, 2627236, 0.20423976
278, 2725817, 0.20401819
279, 3655108, 0.20392302
280, 3775210, 0.20362361
281, 3079651, 0.20348136
282, 3695309, 0.2027702
283, 3162821, 0.20266518
284, 3793441, 0.20226648
285, 3872384, 0.20220996
286, 3713668, 0.20212108
287, 2946718, 0.20209739
288, 3205521, 0.20195597
289, 3444907, 0.20186359
290, 2840956, 0.20131424
291, 3485098, 0.2011571
292, 1269449, 0.20070243
293, 3245400, 0.20066896
294, 2829597, 0.20019194
295, 1568380, 0.19967413
296, 1949836, 0.19955474
297, 3243663, 0.19929866
298, 3415629, 0.1985928
299, 2695619, 0.19846939
300, 3266655, 0.1984364
301, 2740170, 0.19832271
302, 3099507, 0.19830105
303, 3596125, 0.19765987
304, 3003652, 0.19763586
305, 3657849, 0.1975196
306, 3672621, 0.19741175
307, 2483918, 0.19721058
308, 3859883, 0.19713488
309, 3589865, 0.1971007
310, 3414549, 0.19686157
311, 1524986, 0.19674206
312, 3741470, 0.19670539
313, 3161475, 0.19566227
314, 3598993, 0.19544403
315, 3047913, 0.19542526
316, 3145905, 0.19504747
317, 2700484, 0.194913
318, 3127313, 0.1945149
319, 2693612, 0.19436255
320, 3255283, 0.19431375
321, 3395834, 0.19411442
322, 2536182, 0.19344527
323, 3598856, 0.19309649
324, 3539055, 0.19276518
325, 3053740, 0.19271877
326, 3765986, 0.1925665
327, 3700468, 0.19202581
328, 3158335, 0.19181687
329, 3162819, 0.19176789
330, 3322781, 0.19173029
331, 3891388, 0.19168389
332, 3766589, 0.19156562
333, 3125024, 0.1913316
334, 1297626, 0.1909439
335, 3121095, 0.19062176
336, 2700478, 0.19057754
337, 3559160, 0.19037479
338, 2750192, 0.19016734
339, 3789280, 0.1899413
340, 3015220, 0.18974191
341, 3825647, 0.1896281
342, 3430121, 0.18952218
343, 3626312, 0.1893965
344, 2801048, 0.18930992
345, 2591620, 0.18902028
346, 2811890, 0.18863137
347, 2769379, 0.18860124
348, 3356236, 0.18857434
349, 1637094, 0.18834978
350, 3113185, 0.18829304
351, 154117, 0.18807237
352, 3496690, 0.18762913
353, 2245957, 0.18755227
354, 2386861, 0.18738589
355, 3466862, 0.18634975
356, 3106392, 0.18612367
357, 3724487, 0.18597044
358, 2892668, 0.1855638
359, 3114601, 0.1847441
360, 2739847, 0.18464813
361, 3355351, 0.1845641
362, 3516032, 0.18399818
363, 3026532, 0.18358734
364, 3810542, 0.18347467
365, 3841691, 0.18339828
366, 3506073, 0.18327726
367, 2988175, 0.18259545
368, 3611755, 0.182431
369, 3804827, 0.18227163
370, 3257067, 0.18227133
371, 3375106, 0.18217328
372, 3030060, 0.18201596
373, 2650592, 0.18193384
374, 3219017, 0.18190104
375, 3831860, 0.18137696
376, 3078258, 0.1813351
377, 3365251, 0.18057787
378, 3109340, 0.18038072
379, 3687476, 0.18029039
380, 3543314, 0.18028516
381, 3437113, 0.17997545
382, 3831020, 0.17970844
383, 3213725, 0.17934278
