rank, pmcid, score
1, 3013171, 0.45924467
2, 3012349, 0.38371295
3, 2270822, 0.38012585
4, 3568739, 0.35472178
5, 161797, 0.3169112
6, 3878174, 0.30167603
7, 3502424, 0.28708866
8, 3817651, 0.23529755
9, 3040312, 0.22445777
10, 1584230, 0.2082719
11, 2768965, 0.20755404
12, 3012908, 0.20478773
13, 3606463, 0.20315227
14, 2918785, 0.19114082
15, 3013160, 0.19084309
16, 3745928, 0.1894579
17, 2448661, 0.18495384
18, 3686769, 0.18073359
19, 1664563, 0.17986399
20, 3694900, 0.17940322
21, 3630936, 0.17811492
22, 3148928, 0.17791109
23, 3426181, 0.17301905
24, 3627470, 0.17280543
25, 2778437, 0.16922043
26, 3301832, 0.1681301
27, 2729907, 0.16498435
28, 1716160, 0.16167277
29, 3557457, 0.15989245
30, 2970879, 0.15820655
31, 1318453, 0.14712152
32, 3850015, 0.14285204
33, 3011203, 0.14188111
34, 3181868, 0.1418099
35, 3012361, 0.14157578
36, 3474787, 0.13667183
37, 2235848, 0.13393101
38, 3234054, 0.13348521
39, 1188051, 0.1315663
40, 2970950, 0.12924042
41, 3568654, 0.12865454
42, 3361705, 0.12780286
43, 2972415, 0.12499662
44, 3346845, 0.12491794
45, 509421, 0.12443273
46, 2671773, 0.12303025
47, 3181779, 0.11979717
48, 3514185, 0.119059056
49, 3181772, 0.1190549
50, 3468878, 0.11862278
51, 3693641, 0.11862016
52, 3496599, 0.1178584
53, 3884958, 0.11742698
54, 3878760, 0.117212415
55, 2424119, 0.11613202
56, 3573060, 0.11601596
57, 3362640, 0.11122418
58, 3794918, 0.11074333
59, 3031940, 0.11037026
60, 3125208, 0.10893824
61, 3136029, 0.108250245
62, 2089060, 0.10797804
63, 3181745, 0.107156456
64, 3760618, 0.10712492
65, 2270819, 0.10653211
66, 3270913, 0.104585014
67, 3296759, 0.10390198
68, 3181876, 0.10380235
69, 3590697, 0.102685
70, 3605789, 0.10056527
71, 3461647, 0.100501
72, 3646256, 0.099528715
73, 3527357, 0.09853543
74, 2904366, 0.09813365
75, 3851531, 0.09776851
76, 3584459, 0.095208295
77, 3493986, 0.09366895
78, 3405392, 0.09081563
79, 3267347, 0.09068032
80, 3820755, 0.090662494
81, 2738400, 0.09035438
82, 2924526, 0.089491025
83, 2833145, 0.0894471
84, 2655087, 0.08793216
85, 3181767, 0.087387785
86, 2938294, 0.0871359
87, 3181626, 0.08709046
88, 2811470, 0.08284863
89, 3195149, 0.08236054
90, 2844282, 0.08207836
91, 3218762, 0.08196103
92, 1458514, 0.08176736
93, 2858088, 0.08140792
94, 3125538, 0.08120159
95, 2875739, 0.08075249
96, 2821617, 0.0806115
97, 2656591, 0.08054043
98, 3440904, 0.08053602
99, 3334634, 0.0800462
100, 3079865, 0.07993846
101, 2987508, 0.07938655
102, 3798204, 0.079372585
103, 3214546, 0.07935467
104, 1088011, 0.07895589
105, 3195148, 0.07891413
106, 2729312, 0.07863862
107, 3735800, 0.07838817
108, 3206114, 0.078092635
109, 1581460, 0.07741307
110, 3853434, 0.0772437
111, 2726126, 0.07718862
112, 3614649, 0.07604422
113, 3671417, 0.075917
114, 3775057, 0.0758614
115, 2810230, 0.07480537
116, 2762037, 0.074798375
117, 3744705, 0.074550204
118, 3274088, 0.07423752
119, 434148, 0.07397831
120, 3096313, 0.072796404
121, 3479089, 0.072538376
122, 3713677, 0.07253105
123, 3696234, 0.072399355
124, 1564027, 0.07237527
125, 3122543, 0.07129376
126, 2797404, 0.071085826
127, 3634210, 0.070690185
128, 2656288, 0.07063945
129, 2108063, 0.07030317
130, 2671737, 0.07019975
131, 3181885, 0.069550805
132, 2656342, 0.06943963
133, 523829, 0.06940925
134, 3216261, 0.06878718
135, 2683244, 0.06831457
136, 2991977, 0.06708022
137, 1087494, 0.06695152
138, 2195385, 0.0668834
139, 3403315, 0.0668249
140, 3850261, 0.06678762
141, 2656305, 0.0667238
142, 3616306, 0.06659061
143, 2775158, 0.0665838
144, 3264512, 0.06619777
145, 3693614, 0.066179246
146, 3637811, 0.066111326
147, 3059875, 0.06548868
148, 3181883, 0.065077305
149, 3556157, 0.06473016
150, 3579063, 0.06466298
151, 3709476, 0.06441145
152, 3735798, 0.0639251
153, 3367368, 0.06364933
154, 3649225, 0.06339803
155, 3014468, 0.063272536
156, 2106846, 0.062435146
157, 3751340, 0.062289476
158, 2565695, 0.06227404
159, 3226568, 0.0621548
160, 3289990, 0.061827168
161, 3205656, 0.0618039
162, 3625747, 0.061571997
163, 3680846, 0.061133012
164, 3866941, 0.061008833
165, 2515901, 0.060689595
166, 1459933, 0.060539335
167, 3630952, 0.060430143
168, 3490781, 0.059655704
169, 3822347, 0.0596311
170, 3377917, 0.05909864
171, 2631508, 0.058560826
172, 3678789, 0.05823965
173, 2801488, 0.05820605
174, 3279345, 0.057884827
175, 3181872, 0.05784049
176, 2149954, 0.05779807
177, 1906781, 0.05769932
178, 3483149, 0.057432286
179, 3289484, 0.05697755
180, 3616091, 0.05651427
181, 2031887, 0.05643803
182, 2882588, 0.056386404
183, 3790764, 0.056362085
184, 3502361, 0.056264233
185, 3445118, 0.056118317
186, 3844549, 0.05593446
187, 3509397, 0.055924978
188, 3702521, 0.05537848
189, 3108260, 0.055328086
190, 3606234, 0.054944273
191, 3567002, 0.054832604
192, 3869913, 0.05472169
193, 3350623, 0.054653626
194, 2701561, 0.054378137
195, 3445836, 0.053916767
196, 2572585, 0.053722702
197, 3425768, 0.053681783
198, 3554738, 0.053677384
199, 3198526, 0.053522088
200, 270037, 0.053346742
201, 3590422, 0.05323684
202, 1940252, 0.05320116
203, 2755787, 0.052973464
204, 3453495, 0.05281441
205, 3524466, 0.052397795
206, 3658291, 0.052296262
207, 3182389, 0.05205911
208, 2939556, 0.05201359
209, 3405397, 0.05195439
210, 3039161, 0.05190417
211, 3042380, 0.051861897
212, 3235277, 0.051825754
213, 3181628, 0.051818985
214, 3181562, 0.051688783
215, 3004636, 0.0516527
216, 2635904, 0.051583335
217, 3543807, 0.05131997
218, 1434505, 0.051282637
219, 3884465, 0.051196933
220, 3787939, 0.051106934
221, 3181893, 0.0508951
222, 2699990, 0.05088868
223, 1929154, 0.050869934
224, 3697308, 0.050815612
225, 3493382, 0.050783336
226, 3015837, 0.050565615
227, 3485098, 0.050344504
228, 3289489, 0.05030645
229, 2151195, 0.0502831
230, 2683822, 0.050226174
231, 3817704, 0.050187092
232, 3201481, 0.05016255
233, 3500470, 0.049872275
234, 3465191, 0.04979716
235, 1939836, 0.04966887
236, 2672220, 0.04956168
237, 2670265, 0.049502816
238, 3806033, 0.04926959
239, 3459849, 0.049233425
240, 3181866, 0.049056973
241, 3588425, 0.04904329
242, 3100027, 0.04904329
243, 3665957, 0.04883106
244, 3605325, 0.048763677
245, 3760296, 0.048588075
246, 2826354, 0.048510812
247, 2872332, 0.048421197
248, 212323, 0.04816074
249, 3605303, 0.04805663
250, 3662609, 0.04800658
251, 2546478, 0.047919028
252, 3603553, 0.04790476
253, 3181867, 0.047755804
254, 3375088, 0.04744827
255, 2854772, 0.047300283
256, 2661876, 0.047291845
257, 3016159, 0.047264796
258, 3444217, 0.04723936
259, 1175911, 0.04718333
260, 2955942, 0.04717449
261, 3779850, 0.047010995
262, 3579311, 0.0469983
263, 3689678, 0.046788417
264, 3712377, 0.046692096
265, 3776379, 0.046566755
266, 2607540, 0.046523325
267, 3256000, 0.04646781
268, 2978155, 0.0459037
269, 3181740, 0.04584202
270, 3146494, 0.045640327
271, 2955012, 0.04537491
272, 2909731, 0.04527124
273, 3832037, 0.04506813
274, 3742482, 0.04496766
275, 3322380, 0.044833194
276, 1761939, 0.04481454
277, 3854309, 0.04479367
278, 3322051, 0.04476892
279, 3284196, 0.044596564
280, 2536546, 0.044519167
281, 3198943, 0.044469
282, 3403636, 0.04445867
283, 1779265, 0.04412295
284, 2809973, 0.044114184
285, 2671492, 0.044079997
286, 1955402, 0.044078033
287, 2820832, 0.04406898
288, 2946956, 0.043895494
289, 3661595, 0.043876335
290, 3298540, 0.04374882
291, 3807057, 0.043593016
292, 3022790, 0.04353951
293, 2656332, 0.04353229
294, 2767227, 0.04325748
295, 2963879, 0.043063648
296, 1208898, 0.04300874
297, 2740053, 0.04298682
298, 3527026, 0.04298617
299, 2709922, 0.042977937
300, 3003623, 0.042964578
301, 3649686, 0.042910144
302, 3522938, 0.042829424
303, 3647708, 0.042761043
304, 3703363, 0.042674143
305, 1913600, 0.042656366
306, 3490307, 0.04247325
307, 3181871, 0.042458814
308, 3224957, 0.042354047
309, 3101886, 0.042317323
310, 1112595, 0.042301066
311, 2946927, 0.042300962
312, 2100368, 0.04213955
313, 3181870, 0.042128116
314, 3056180, 0.042122126
315, 3020599, 0.04211218
316, 1314915, 0.041893467
317, 3368943, 0.041868757
318, 3325302, 0.041821133
319, 2913810, 0.041821133
320, 3670520, 0.04177006
321, 3395179, 0.041710947
322, 3471609, 0.041619375
323, 2363932, 0.041619375
324, 3612492, 0.041270737
325, 3179872, 0.041246153
326, 3321537, 0.041203436
327, 1634866, 0.041175485
328, 3765923, 0.041126177
329, 3869079, 0.041080818
330, 3642018, 0.04108008
331, 3109489, 0.041002136
332, 3362946, 0.040999524
333, 2194800, 0.040917948
334, 3228848, 0.040869407
335, 3199801, 0.040836856
336, 3536667, 0.040803604
337, 3846279, 0.04075111
338, 2654524, 0.04058537
339, 3181898, 0.040553514
340, 2988177, 0.040394165
341, 1884149, 0.040258158
342, 3749537, 0.040047362
343, 1657018, 0.039837725
344, 2556337, 0.039556425
345, 2323720, 0.039551638
346, 3011810, 0.039527398
347, 2983791, 0.039527398
348, 3109340, 0.03948132
349, 1976608, 0.039300554
350, 3271502, 0.03929628
351, 3874601, 0.039230447
352, 3626766, 0.03901843
353, 3108913, 0.0389149
354, 1519228, 0.038901336
355, 2812771, 0.03882945
356, 2909243, 0.03876396
357, 1475789, 0.03876337
358, 3297003, 0.038729377
359, 2913561, 0.03868035
360, 2799065, 0.038646188
361, 1325049, 0.038611915
362, 3044029, 0.03842862
363, 2714287, 0.038414024
364, 3439438, 0.038408946
365, 3658958, 0.038349893
366, 2516550, 0.038328387
367, 3338827, 0.038218476
368, 3253671, 0.038181104
369, 3604848, 0.038108934
370, 1414030, 0.0380116
371, 3698798, 0.03800638
372, 1950686, 0.037902918
373, 3330362, 0.03782026
374, 2872289, 0.037755482
375, 1534057, 0.037633866
376, 1774568, 0.037505355
377, 2724387, 0.0374398
378, 3181905, 0.037360102
379, 3262624, 0.037321456
380, 3427837, 0.037219785
381, 3390063, 0.037181534
382, 3427643, 0.03717058
383, 3097781, 0.03715202
384, 2913812, 0.036999423
385, 3791967, 0.036906064
386, 3541147, 0.036882717
387, 3461441, 0.036868162
388, 3366237, 0.036852486
389, 3614841, 0.03678808
390, 3338366, 0.036710992
391, 3141718, 0.036572494
392, 3187856, 0.03655845
393, 3123271, 0.036210217
394, 3644784, 0.03618725
395, 3056217, 0.036157608
396, 3690045, 0.03613058
397, 2660896, 0.036110796
398, 3584951, 0.036090385
399, 1533817, 0.03602183
400, 3539761, 0.035845906
