rank, pmcid, score
1, 2385662, 1.3409034
2, 2385853, 0.82375836
3, 3581257, 0.7449006
4, 1781572, 0.73264974
5, 2118021, 0.70590764
6, 3691899, 0.67658496
7, 3712083, 0.6200699
8, 3270907, 0.61961466
9, 3378935, 0.5462846
10, 3022067, 0.5421453
11, 3178701, 0.5383119
12, 3398309, 0.5340839
13, 2700686, 0.53402096
14, 3347648, 0.53333277
15, 2667490, 0.5318214
16, 3830848, 0.523452
17, 3844962, 0.52188253
18, 3637595, 0.5190062
19, 2170456, 0.51234245
20, 3220029, 0.50714934
21, 2515428, 0.501077
22, 3626578, 0.4893822
23, 3053808, 0.48672795
24, 3570360, 0.47851482
25, 3198943, 0.47571662
26, 3839330, 0.4733613
27, 1894829, 0.47158706
28, 1343576, 0.47060117
29, 3440880, 0.46733394
30, 3733588, 0.4638079
31, 3629009, 0.46077117
32, 1309619, 0.4592021
33, 3804536, 0.45886186
34, 3253968, 0.4576569
35, 3431085, 0.45680785
36, 3872681, 0.45629877
37, 2685239, 0.45506084
38, 2517595, 0.45427066
39, 149427, 0.45396686
40, 2589321, 0.45374712
41, 2350146, 0.45235977
42, 3424993, 0.4506303
43, 3241307, 0.4504617
44, 3317697, 0.4495984
45, 3410075, 0.44753978
46, 3499274, 0.44698596
47, 3021110, 0.44634405
48, 3047986, 0.4457045
49, 3380670, 0.4450299
50, 3142033, 0.44358903
51, 3189180, 0.44100115
52, 3765933, 0.4384653
53, 3514470, 0.43814874
54, 3277907, 0.43789324
55, 3052714, 0.43703887
56, 3152183, 0.43699083
57, 3406980, 0.43640465
58, 3148449, 0.43440372
59, 2096702, 0.43374676
60, 3279294, 0.43210992
61, 3078122, 0.43210346
62, 3051206, 0.43071586
63, 2764564, 0.4288887
64, 3662609, 0.42575392
65, 3510901, 0.4257166
66, 3121421, 0.42560178
67, 3338842, 0.42492357
68, 3628830, 0.42486957
69, 3103169, 0.42350727
70, 3380126, 0.42343313
71, 2589620, 0.42208794
72, 3678701, 0.4212432
