rank, pmcid, score
1, 2657285, 0.21661977
2, 3114312, 0.20066166
3, 2559826, 0.19228452
4, 2311282, 0.19039662
5, 2931126, 0.18856214
6, 3764690, 0.18717775
7, 3096030, 0.18584542
8, 3161023, 0.17834646
9, 3700969, 0.16842367
10, 2721535, 0.16243376
11, 3139349, 0.15797505
12, 2920271, 0.15771675
13, 3300079, 0.15613899
14, 3192212, 0.15375754
15, 3213726, 0.15354717
16, 3751366, 0.15234013
17, 3288499, 0.15000021
18, 3226617, 0.14936587
19, 1976720, 0.14865212
20, 2827046, 0.1471086
21, 3474232, 0.14597918
22, 3170179, 0.145031
23, 3607936, 0.14448406
24, 2939567, 0.14377213
25, 3301050, 0.14364956
26, 2850980, 0.14138873
27, 2740109, 0.14107136
28, 2627817, 0.13942738
29, 2936927, 0.13930674
30, 3507284, 0.13900314
31, 2805656, 0.13840842
32, 1847829, 0.13773233
33, 3649503, 0.13632563
34, 3551526, 0.13470131
35, 3612234, 0.13419957
36, 3687479, 0.13381784
37, 2572046, 0.13351111
38, 3205374, 0.13346608
39, 3026532, 0.13325812
40, 3288981, 0.13309176
41, 3047893, 0.13298684
42, 3407708, 0.13253497
43, 2245957, 0.13197066
44, 2936317, 0.1317854
45, 2783055, 0.13086419
46, 3813813, 0.13071698
47, 2527492, 0.13005663
48, 3822419, 0.12982392
49, 3514137, 0.12920657
50, 3389846, 0.1291972
51, 3275446, 0.12914035
52, 3822426, 0.12889758
53, 3389051, 0.12852214
54, 3625881, 0.12799633
55, 2643339, 0.1278869
56, 3192522, 0.12756197
57, 3700523, 0.12706137
58, 3214535, 0.12693048
59, 2702964, 0.12524343
60, 2905189, 0.12516624
61, 3690638, 0.12491324
62, 3063409, 0.124280296
63, 3002970, 0.12363835
64, 3108676, 0.123394825
65, 2740171, 0.12230931
66, 2718194, 0.12219172
67, 3817765, 0.12206977
68, 3180722, 0.121964864
69, 3424871, 0.12192673
70, 3364665, 0.1218533
71, 2475515, 0.12172113
72, 2948928, 0.12126804
73, 2726551, 0.12077221
74, 3129061, 0.12050473
75, 3519034, 0.12048031
76, 2546372, 0.12047882
77, 3339064, 0.11988693
78, 3113998, 0.11932839
79, 3141720, 0.11871967
80, 2958858, 0.1185917
81, 2700229, 0.11851028
82, 2211302, 0.11830621
83, 3692205, 0.117473125
84, 3044092, 0.11731159
85, 3869631, 0.11723758
86, 3883468, 0.117168985
87, 3418016, 0.11701939
88, 3446638, 0.11687999
89, 2864281, 0.116318785
90, 3522360, 0.116243154
91, 2825654, 0.11622842
92, 2884449, 0.115985565
93, 3667461, 0.11588353
94, 2943093, 0.11578783
95, 1808462, 0.11578696
96, 2475492, 0.11574396
97, 3398309, 0.115371495
98, 3826096, 0.11529401
99, 3037002, 0.11476176
100, 2653043, 0.114075474
101, 3102859, 0.114065
102, 3096911, 0.11363166
103, 3227160, 0.11329782
104, 3227339, 0.11309415
105, 3726455, 0.113021344
106, 2553055, 0.112943605
107, 3099062, 0.11255762
108, 2266777, 0.11152937
109, 3517523, 0.11143127
110, 3637616, 0.11136697
111, 3551509, 0.111089036
112, 2860403, 0.1109054
113, 3339066, 0.1107605
114, 3350004, 0.11068072
115, 2726479, 0.11060298
116, 3133999, 0.11052808
117, 2763177, 0.11018612
118, 2614958, 0.11016623
119, 3667453, 0.10999425
120, 2769379, 0.10996278
121, 3879007, 0.10965945
122, 2656964, 0.1095901
123, 2740293, 0.1092082
124, 2478665, 0.1091188
125, 2948153, 0.10911565
126, 2770829, 0.108829215
127, 2924565, 0.10875443
128, 3195099, 0.10850583
129, 3270293, 0.10836003
130, 2726527, 0.10806862
131, 2923125, 0.1080572
132, 3618650, 0.10774274
133, 3860675, 0.10745539
134, 3520596, 0.10725279
135, 2922669, 0.10721457
136, 3194035, 0.10714278
137, 3730207, 0.1066591
138, 2853788, 0.10650797
139, 3422815, 0.10643025
140, 2769322, 0.10631834
141, 2612686, 0.10616815
142, 2730627, 0.10597557
143, 2994519, 0.10590413
144, 2602996, 0.1057863
145, 3144661, 0.105482794
146, 2909783, 0.10536833
147, 3387257, 0.10536388
148, 3539128, 0.10513889
149, 2582677, 0.105122045
150, 3514352, 0.10508331
151, 3726922, 0.104706064
152, 3789933, 0.10458068
153, 3724576, 0.104189485
154, 2831909, 0.104070075
155, 3831860, 0.103877425
156, 3430489, 0.10364111
157, 3501479, 0.10340073
158, 3193789, 0.10318744
159, 2657237, 0.10297453
160, 2697333, 0.102928095
161, 3214503, 0.10286086
162, 3627608, 0.10279886
163, 3520017, 0.10275592
164, 2771148, 0.10274811
165, 3232399, 0.102339916
166, 3272560, 0.10232535
167, 3872379, 0.10224851
168, 3259121, 0.10198265
169, 3579121, 0.101727
170, 2697934, 0.10163329
171, 2948214, 0.10159767
172, 2564905, 0.10118902
173, 3145093, 0.10116478
174, 3347636, 0.100862734
175, 2474644, 0.10039768
176, 3296549, 0.100378364
177, 3266655, 0.100368135
178, 3191476, 0.10033633
179, 3015657, 0.100299545
180, 3433567, 0.10014051
181, 3640983, 0.10010075
182, 2769451, 0.09980071
183, 2687622, 0.09972492
184, 3731960, 0.09940404
185, 3123852, 0.09912712
186, 1557855, 0.09883206
187, 3785517, 0.09876516
188, 3345595, 0.098668285
189, 3419694, 0.09864887
190, 3349957, 0.09858613
191, 3180417, 0.09858549
192, 3573171, 0.098574676
193, 3683229, 0.09832069
194, 3884208, 0.098288044
195, 3601223, 0.09805141
196, 3125024, 0.09795982
197, 2938521, 0.097837925
198, 3160889, 0.09745743
199, 3506838, 0.09744763
200, 3700513, 0.09681358
201, 3641980, 0.09673579
202, 2997967, 0.09661624
203, 3590497, 0.09652154
204, 2899025, 0.09646445
205, 2967834, 0.09644441
206, 3156546, 0.0963645
207, 2018709, 0.09613597
208, 3618925, 0.09591042
209, 3751853, 0.09559465
210, 3556946, 0.095426485
211, 3658289, 0.095336504
212, 3447795, 0.095096275
213, 3517503, 0.09498519
214, 3764688, 0.094593324
215, 3728223, 0.09458932
216, 2767134, 0.09451831
217, 3751651, 0.09449116
218, 3679720, 0.094194904
219, 2881440, 0.093968526
220, 3505633, 0.09396829
221, 3054591, 0.09394536
222, 3014963, 0.09385035
223, 2933636, 0.09382718
224, 3828480, 0.09371987
225, 1403788, 0.09343186
226, 2726548, 0.09314765
227, 1386678, 0.0931184
228, 3162713, 0.09308471
229, 2721572, 0.09305284
230, 3173920, 0.0930162
231, 3049240, 0.0929385
232, 2672237, 0.092927754
233, 2984474, 0.092765
234, 2527489, 0.09272047
235, 2862513, 0.092704594
236, 3724090, 0.09264258
237, 3389251, 0.09262713
238, 3772269, 0.0925833
239, 3841697, 0.092579566
240, 3301312, 0.09249791
241, 3472943, 0.092484884
242, 3516941, 0.09242558
243, 2367390, 0.0922822
244, 3772692, 0.092211775
245, 3662935, 0.092162706
246, 2988179, 0.09204379
247, 3060137, 0.09200185
248, 2754658, 0.09197979
249, 3276044, 0.091938704
250, 3816040, 0.091886505
251, 2924301, 0.091866806
252, 3121231, 0.09166785
253, 3740616, 0.0916523
254, 1940287, 0.091637135
255, 2588582, 0.091524266
256, 3213721, 0.091492645
257, 3649447, 0.09123699
258, 3015395, 0.09120631
259, 2965715, 0.09114566
260, 3529498, 0.09090839
261, 3680611, 0.09089676
262, 3831020, 0.090860866
263, 3386665, 0.09072843
264, 3065894, 0.090572834
265, 2627909, 0.09045384
266, 2966580, 0.0900776
267, 2850860, 0.09004737
268, 3445056, 0.08998072
269, 3611914, 0.08987358
270, 3444002, 0.08972643
271, 1976317, 0.08963129
272, 3647711, 0.08957519
273, 3857979, 0.08932333
274, 3282452, 0.08910774
275, 3144326, 0.08905548
276, 3556838, 0.089055195
277, 3675556, 0.08904005
278, 3869687, 0.088955656
279, 3512245, 0.08890234
280, 3591564, 0.08884643
281, 2705726, 0.08875282
282, 3052618, 0.088723384
283, 3385808, 0.08859255
284, 3183636, 0.08858453
285, 3590352, 0.08854913
286, 3161475, 0.08850091
287, 3700939, 0.08842237
288, 3822427, 0.08841075
289, 2747447, 0.088311054
290, 3746448, 0.08804655
291, 3823859, 0.08800054
292, 2907038, 0.08788535
293, 2938506, 0.08758398
294, 3228087, 0.08744739
295, 1175902, 0.087396406
296, 3624741, 0.08723635
297, 2915987, 0.08718768
298, 2821393, 0.08712679
299, 2747436, 0.087037556
300, 3714054, 0.08689572
301, 3234159, 0.086887404
302, 3040702, 0.086849846
303, 2667168, 0.08684281
304, 3475961, 0.08681617
305, 3517946, 0.086803794
306, 3755805, 0.08670082
307, 3203718, 0.08645577
308, 3122366, 0.08643807
309, 2039830, 0.08643123
310, 3258019, 0.08617797
311, 3159069, 0.086164296
312, 3673350, 0.085997
313, 3629711, 0.08587707
314, 3160360, 0.085870855
315, 3183543, 0.08583297
316, 1896169, 0.08576671
317, 2908875, 0.08564856
318, 3444921, 0.0856112
319, 2584009, 0.08560586
320, 2825769, 0.08553882
321, 3042808, 0.08551548
322, 3888913, 0.085484356
323, 3438250, 0.0854631
324, 2700073, 0.08544966
325, 2702819, 0.085415795
326, 3131277, 0.08534181
327, 2438315, 0.085337296
328, 3649285, 0.085291535
329, 3014836, 0.08527808
330, 3872695, 0.08525067
331, 3019062, 0.08524228
332, 3588206, 0.08523199
333, 3277481, 0.08513509
334, 3500009, 0.08495653
335, 2698690, 0.08490856
336, 2702950, 0.08471138
337, 2803863, 0.08454008
338, 3813790, 0.08430798
339, 2687896, 0.08426419
340, 3585775, 0.08419942
341, 3625878, 0.08416001
342, 3396109, 0.083978705
343, 3160386, 0.08388604
344, 2958890, 0.08383229
345, 3126998, 0.08382618
346, 3259372, 0.08382215
347, 3628490, 0.08380224
348, 3543206, 0.08376638
349, 3445219, 0.08353636
350, 3786275, 0.083417535
351, 3129104, 0.08339629
352, 3263603, 0.08330371
353, 2823148, 0.08329638
354, 3863826, 0.08328351
355, 3800318, 0.08314538
356, 3015641, 0.08305072
357, 2988937, 0.082974546
358, 3162819, 0.08295749
359, 3190470, 0.082920186
360, 3253480, 0.08274317
361, 2988177, 0.082696155
362, 3789280, 0.08250281
363, 1618807, 0.08246364
364, 3491129, 0.08243462
365, 2737775, 0.08241034
366, 2827711, 0.0823856
367, 2642853, 0.08220009
368, 3690736, 0.08214842
369, 2563016, 0.08212026
370, 3154864, 0.08211235
371, 3625882, 0.08207512
372, 3786726, 0.08200709
373, 3130360, 0.08176682
374, 3822425, 0.08174437
375, 2783104, 0.08173673
376, 3716026, 0.08171809
377, 2649938, 0.08171339
378, 3612875, 0.081477016
379, 2639604, 0.0814373
380, 3329450, 0.08120817
381, 2844545, 0.08120239
382, 3866073, 0.08111744
383, 3798226, 0.08103881
384, 3669628, 0.08099266
385, 3614379, 0.08097514
386, 3628258, 0.08095463
387, 3097809, 0.080785476
388, 3698596, 0.08075487
389, 3708101, 0.080696814
390, 3435936, 0.080571644
391, 3646731, 0.08050681
392, 2804016, 0.08044865
393, 3835421, 0.080442324
394, 3139336, 0.08040287
395, 3557185, 0.08038493
396, 3858710, 0.080381334
397, 1865539, 0.08029462
398, 3407736, 0.08026897
399, 2762556, 0.080258876
400, 3250966, 0.08011173
