rank, pmcid, score
1, 3370327, 0.51714474
2, 3162786, 0.49687824
3, 3466869, 0.45522982
4, 3259313, 0.4234891
5, 3891393, 0.41449517
6, 3425034, 0.40171373
7, 3232573, 0.39275008
8, 3809217, 0.3618116
9, 2687814, 0.35762432
10, 3625593, 0.352269
11, 2526417, 0.34443817
12, 2807148, 0.34342268
13, 1852903, 0.33907092
14, 3749082, 0.33177006
15, 3425032, 0.31420916
16, 3819680, 0.31165203
17, 3446097, 0.30890882
18, 3005218, 0.3081057
19, 3235783, 0.3073644
20, 3487198, 0.30426183
21, 3292802, 0.30099723
22, 3385618, 0.28195265
23, 3102615, 0.2738554
24, 2831247, 0.2735625
25, 3094683, 0.26964793
26, 3598686, 0.26739714
27, 3184697, 0.25145662
28, 2801465, 0.2514522
29, 3054235, 0.25097913
30, 3564105, 0.24943319
31, 2941760, 0.24880424
32, 3632492, 0.24636756
33, 3734755, 0.24237344
34, 2893369, 0.24224323
35, 3020335, 0.22777778
36, 3843600, 0.2267893
37, 3641980, 0.22064762
38, 3289979, 0.2164368
39, 2908435, 0.2122567
40, 3891065, 0.2116076
41, 2769330, 0.21075532
42, 3247765, 0.20682804
43, 3097588, 0.20594214
44, 2628158, 0.20416795
45, 526392, 0.20137085
46, 2672072, 0.20106873
47, 2828460, 0.19670413
48, 3264881, 0.19565405
49, 3876009, 0.1954189
50, 3877606, 0.19094402
51, 2740252, 0.19048673
52, 2769292, 0.18713869
53, 1431597, 0.18160337
54, 3717425, 0.17804427
55, 3353206, 0.17791218
56, 1501052, 0.17764786
57, 2646726, 0.17710657
58, 3057594, 0.17665115
59, 2646693, 0.17602478
60, 3248360, 0.17521541
61, 2908875, 0.17493062
62, 3874377, 0.17313357
63, 3097715, 0.17298187
64, 2259352, 0.17172055
65, 2526401, 0.16990969
66, 2990100, 0.16919522
67, 3104536, 0.16848254
68, 3845404, 0.16804717
69, 2268658, 0.16715918
70, 3863511, 0.1652829
71, 2771822, 0.16502327
72, 1613243, 0.16460808
73, 3506246, 0.1633146
74, 3120998, 0.16284703
75, 3838481, 0.16215241
76, 3551509, 0.16146396
77, 2546416, 0.16130358
78, 3417959, 0.16094062
79, 3144622, 0.16038306
80, 3080796, 0.15910877
81, 2706214, 0.15877926
82, 2958892, 0.15802468
83, 3845733, 0.15713367
84, 3284666, 0.15623666
85, 3741984, 0.15485506
86, 2687685, 0.15435827
87, 3524329, 0.15364896
88, 3253394, 0.1525364
89, 3826559, 0.1511731
90, 3259381, 0.15039282
91, 2596116, 0.15038791
92, 3249323, 0.14997402
93, 3224392, 0.14917159
94, 3465542, 0.14896107
95, 2825518, 0.14707685
96, 1766349, 0.14643909
97, 2800011, 0.14624625
98, 2464753, 0.14584886
99, 3420628, 0.1458231
100, 1584228, 0.14522849
101, 3598131, 0.14439069
102, 2365969, 0.14394124
103, 3163180, 0.14369084
104, 3134887, 0.14354603
105, 3215555, 0.14312479
106, 2438319, 0.14308035
107, 3819682, 0.14305124
108, 3727182, 0.14299047
109, 3510968, 0.14267202
110, 2922325, 0.14232837
111, 3786718, 0.14207572
112, 155634, 0.14206322
113, 3874663, 0.14159484
114, 3354401, 0.14110678
115, 2270358, 0.14077646
116, 3166263, 0.14009076
117, 2729419, 0.13970162
118, 3680609, 0.13966343
119, 3483687, 0.13907102
120, 3174366, 0.13901046
121, 3808853, 0.13827842
122, 3564025, 0.13771114
123, 3583081, 0.13757724
124, 3492094, 0.13740052
125, 3555395, 0.13710552
126, 3250342, 0.13676015
127, 2515431, 0.13660453
128, 3888612, 0.13631788
129, 2790127, 0.13620165
130, 3634252, 0.1360967
131, 3098417, 0.1358828
132, 3354469, 0.13485453
133, 3305257, 0.1341814
134, 3444921, 0.13404447
135, 1513234, 0.13293657
136, 2771802, 0.13276118
137, 3249312, 0.13215189
138, 3282974, 0.13202855
139, 2774663, 0.13164222
140, 2248586, 0.13128258
141, 3277481, 0.1310058
142, 2956708, 0.12959628
143, 2872582, 0.12940003
144, 2940776, 0.12934235
145, 3249310, 0.12933858
146, 3300079, 0.1285065
147, 3366298, 0.12828322
148, 3541613, 0.12748055
149, 2877791, 0.12746084
150, 3807663, 0.12741522
151, 3483501, 0.1272659
152, 3539058, 0.12697409
153, 3339595, 0.12590918
154, 3088848, 0.12572604
155, 3558662, 0.12568831
156, 2396619, 0.12539046
157, 3044516, 0.124919794
158, 1201155, 0.124790944
159, 3626578, 0.124640435
160, 3315623, 0.12405799
161, 3750894, 0.123715706
162, 3573789, 0.12275441
163, 3371958, 0.12165701
164, 3625882, 0.12149031
165, 3572695, 0.1214594
166, 3444002, 0.1206512
167, 3259385, 0.12060622
168, 3728873, 0.11973931
169, 3259311, 0.11967938
170, 3752880, 0.11966819
171, 3058023, 0.11956977
172, 2267791, 0.11927769
173, 3433655, 0.11904643
