rank, pmcid, score
1, 2228475, 0.6032185
2, 3387614, 0.568875
3, 2225904, 0.4991637
4, 2847727, 0.40497828
5, 3224471, 0.39629668
6, 3249703, 0.3514212
7, 3866344, 0.34383538
8, 3387629, 0.34055573
9, 3614329, 0.3396583
10, 2811902, 0.3334995
11, 1664556, 0.33102518
12, 3289784, 0.31579202
13, 2180375, 0.31209567
14, 3145300, 0.31196123
15, 3692148, 0.31112093
16, 3519588, 0.30313033
17, 2686952, 0.30273253
18, 1065003, 0.29880622
19, 1977072, 0.2972277
20, 2384893, 0.2927032
21, 3484552, 0.288344
22, 2999997, 0.28706747
23, 2991646, 0.2869242
24, 3108768, 0.28495818
25, 2125395, 0.2809292
26, 3030016, 0.2806034
27, 3351253, 0.2786148
28, 3819447, 0.27781945
29, 2115478, 0.27673987
30, 2107839, 0.27581412
31, 2130960, 0.27449226
32, 2126674, 0.27194887
33, 2203116, 0.27063495
34, 2131288, 0.27034333
35, 3116003, 0.26899728
36, 3040426, 0.26639533
37, 3613674, 0.2656383
38, 3498675, 0.26377672
39, 3391801, 0.2622626
40, 3043098, 0.2614848
41, 111193, 0.2584452
42, 3493243, 0.25773185
43, 2108302, 0.2547075
44, 2668176, 0.25246507
45, 3576734, 0.24725874
46, 270718, 0.24719405
47, 2798781, 0.24678138
48, 2131767, 0.246697
49, 3517491, 0.24644293
50, 3097582, 0.24638905
51, 2225968, 0.24622439
52, 3748691, 0.24620406
53, 3351970, 0.24604326
54, 3604619, 0.24515861
55, 2937286, 0.24498019
56, 3719246, 0.24421376
57, 3381467, 0.24349079
58, 137240, 0.24306692
59, 3690792, 0.23953608
60, 2769349, 0.23946868
61, 2803882, 0.23900372
62, 2827048, 0.23742509
63, 137249, 0.23658054
64, 3564025, 0.2363872
65, 3193537, 0.23565601
66, 3097557, 0.23526676
67, 3368228, 0.23397772
68, 1474705, 0.2338539
69, 2190465, 0.23378575
70, 3338222, 0.23344786
71, 2136964, 0.23205358
72, 3157369, 0.2305775
73, 2756346, 0.22986923
74, 2888325, 0.22972931
75, 2107446, 0.22927988
76, 3832642, 0.22887304
77, 2124806, 0.22885975
78, 2187705, 0.22834907
79, 3728808, 0.22781816
80, 3871041, 0.22753344
81, 3439775, 0.2272563
82, 2899707, 0.2266943
83, 2199261, 0.22637877
84, 3219287, 0.22618575
85, 3800910, 0.22360975
86, 2064301, 0.22356617
87, 3848673, 0.22170338
88, 2868304, 0.22137097
89, 3300928, 0.22113551
90, 2547540, 0.22069682
91, 2966984, 0.22032838
92, 3409957, 0.22031742
93, 3744706, 0.21967593
94, 3691733, 0.21952367
95, 3527234, 0.21820647
96, 2214918, 0.21807635
97, 3102460, 0.21751523
98, 3739470, 0.21728022
99, 3099618, 0.21563753
100, 3521774, 0.21536398
101, 3353641, 0.21517439
102, 3218965, 0.21483183
103, 3159267, 0.21358332
104, 2601205, 0.21338508
105, 3613668, 0.21259288
106, 2798770, 0.21093607
107, 3051096, 0.21087402
108, 3066911, 0.21035485
109, 2117932, 0.20965636
110, 3786275, 0.20963836
111, 3472611, 0.2095838
112, 3682238, 0.20898086
113, 1885440, 0.20897408
114, 2237983, 0.20790373
115, 3425034, 0.20768584
116, 3495354, 0.20700812
117, 3663224, 0.20696323
118, 3226164, 0.20677207
119, 2135264, 0.20664605
120, 3851869, 0.20655417
121, 2847728, 0.20567064
122, 2108233, 0.20534492
123, 2990383, 0.2050661
124, 2195361, 0.20453942
125, 3581514, 0.20299485
126, 3009442, 0.20260842
127, 3590203, 0.2020261
128, 3594611, 0.20104226
129, 2074213, 0.20080353
130, 3226165, 0.20013869
131, 3580749, 0.19973294
132, 1269450, 0.1989477
133, 3886265, 0.19813026
134, 3687504, 0.19758841
135, 2998655, 0.19757363
136, 2917397, 0.19745497
137, 2206423, 0.19739483
138, 3408346, 0.19634645
139, 3659004, 0.19589815
140, 2686975, 0.19584887
141, 2188697, 0.19546306
142, 2139549, 0.19463141
143, 3855939, 0.19408056
144, 3830913, 0.19359541
145, 3396258, 0.19275522
146, 3353637, 0.19249558
147, 2784403, 0.19235367
148, 3841038, 0.19206348
149, 2813133, 0.19200349
150, 3828242, 0.19194575
151, 3342181, 0.19033252
152, 3825672, 0.1902649
153, 270722, 0.1901692
154, 3391837, 0.18971312
155, 3246522, 0.18954997
156, 2796898, 0.18922897
157, 3484629, 0.18905708
158, 3255175, 0.18898733
159, 3219291, 0.18861966
160, 3219003, 0.18841022
161, 3542343, 0.18808267
162, 3041498, 0.18772407
163, 3674621, 0.18771075
164, 2575565, 0.18770182
165, 3353464, 0.18737537
166, 2690831, 0.18710284
167, 1471781, 0.18684454
168, 3857284, 0.18669397
169, 3262772, 0.18666047
170, 2654354, 0.18640836
171, 2644321, 0.18633056
172, 3613373, 0.18518992
173, 2292212, 0.18506777
174, 3328756, 0.18505606
175, 3757779, 0.18471496
176, 3031591, 0.1845228
177, 3179448, 0.18434353
178, 2131314, 0.18398778
179, 2889832, 0.1838604
180, 3459376, 0.18382895
181, 3507802, 0.18365537
182, 2715568, 0.18351872
183, 3780706, 0.18335678
184, 3038164, 0.1826332
185, 3005216, 0.18154636
186, 3791964, 0.18107876
187, 3819870, 0.18084416
188, 3258007, 0.18070619
189, 3873398, 0.18040398
190, 2962273, 0.18021283
191, 2131486, 0.1791076
192, 3223178, 0.1789918
193, 3163022, 0.17887653
194, 3161689, 0.17871478
195, 2138500, 0.17844275
196, 3741979, 0.17831045
197, 2124706, 0.1781481
198, 3866146, 0.1778263
199, 3794566, 0.17777051
200, 3283614, 0.17701492
201, 3688350, 0.17699073
202, 3384941, 0.17654516
203, 2194088, 0.17653088
204, 1257429, 0.17647125
205, 2936368, 0.17623924
206, 3789425, 0.175992
207, 3333640, 0.17597495
208, 1784817, 0.17570642
209, 2652582, 0.17558931
210, 3513313, 0.17491178
211, 2253887, 0.17482136
212, 2998473, 0.17453216
213, 2397387, 0.17440896
214, 3089778, 0.17420003
215, 3537688, 0.17418943
216, 3366871, 0.17375052
217, 3569638, 0.17353635
218, 2217607, 0.17346534
219, 3284420, 0.1730104
220, 3651414, 0.17292757
221, 3135096, 0.1724937
222, 3096904, 0.17240025
223, 2678793, 0.17228748
224, 3111453, 0.17224284
225, 3448731, 0.17180201
226, 524183, 0.17176986
227, 3339293, 0.171764
228, 2480241, 0.17174976
229, 3527132, 0.17121382
230, 2881528, 0.17120609
231, 3654958, 0.17109019
232, 3161794, 0.17079206
233, 2203117, 0.17061596
234, 3362081, 0.17020734
235, 3757826, 0.17003864
236, 3616125, 0.1699812
237, 3388589, 0.16962148
238, 3459636, 0.16950779
239, 3659113, 0.1691122
240, 3832474, 0.16904527
241, 3622372, 0.16904147
242, 2136783, 0.1689941
243, 2063396, 0.16897757
244, 3003646, 0.16897005
245, 2815823, 0.16885413
246, 2965112, 0.16876736
247, 3785699, 0.16871656
248, 3207905, 0.16862065
249, 3849534, 0.16859175
250, 3310988, 0.16803397
251, 2246513, 0.16798113
252, 2924565, 0.16798027
253, 3580664, 0.1679518
254, 3331341, 0.16782595
255, 3812700, 0.1675704
256, 3851438, 0.16733758
257, 3766639, 0.16705377
258, 3637505, 0.16669764
259, 3465542, 0.16644044
260, 3154048, 0.16629864
261, 2189883, 0.16612944
262, 3141071, 0.16607532
263, 3806441, 0.16597503
264, 2581671, 0.16573317
265, 3302907, 0.16528009
266, 2110944, 0.16506295
267, 2173961, 0.16506295
268, 3298353, 0.1648039
269, 1065094, 0.16467781
270, 3113793, 0.16466624
271, 3507390, 0.16420507
272, 1629022, 0.16416672
273, 3737315, 0.16389576
274, 2000469, 0.16384196
275, 2666793, 0.16377892
276, 2187915, 0.16370258
277, 3573035, 0.16363776
278, 3781065, 0.16355655
279, 2726503, 0.16317366
280, 2203480, 0.16315562
281, 3572672, 0.1631375
282, 3168125, 0.16312128
283, 3625593, 0.16300894
284, 3368350, 0.16297849
285, 3835608, 0.16263708
286, 2217536, 0.16249113
287, 2998750, 0.16234997
288, 3065870, 0.16209656
289, 3012209, 0.16200067
290, 2996572, 0.1619433
291, 3787100, 0.16188058
292, 2937321, 0.16188025
293, 3667676, 0.16156062
294, 3760980, 0.16151169
295, 3725412, 0.16137712
296, 3721923, 0.16134092
297, 3749082, 0.16105138
298, 3165908, 0.16102135
299, 2761785, 0.16094336
300, 2706255, 0.16087906
301, 3109313, 0.16087878
302, 3020677, 0.16084076
303, 3656917, 0.16077067
