rank, pmcid, score
1, 3878174, 0.6630782
2, 3630936, 0.3602092
3, 2778437, 0.31968874
4, 3850015, 0.28336382
5, 3694900, 0.26149324
6, 3573060, 0.2582043
7, 3426181, 0.23831001
8, 3851531, 0.21935077
9, 2904366, 0.21832234
10, 3346845, 0.202916
11, 3878760, 0.1946864
12, 2821617, 0.17841779
13, 2729312, 0.17423297
14, 3125538, 0.17304407
15, 3206114, 0.17285866
16, 3590697, 0.16997737
17, 3270913, 0.16955641
18, 2762037, 0.16772155
19, 2726126, 0.16727601
20, 3794918, 0.16623744
21, 3884958, 0.1659013
22, 3745928, 0.16403082
23, 3514185, 0.16246605
24, 3496599, 0.16093259
25, 2270819, 0.16058144
26, 2797404, 0.1585442
27, 3079865, 0.15795901
28, 2844282, 0.15463902
29, 2924526, 0.15073425
30, 3405392, 0.15008217
31, 3195148, 0.14995673
32, 3502424, 0.143899
33, 2833145, 0.14355917
34, 2656305, 0.14180425
35, 3181772, 0.13723543
36, 3181779, 0.13557509
37, 3181745, 0.13395885
38, 3334634, 0.13368349
39, 3630952, 0.13310288
40, 3483149, 0.1306066
41, 1564027, 0.12635306
42, 3606234, 0.12494862
43, 3403315, 0.12434117
44, 3059875, 0.12415192
45, 3735800, 0.12307881
46, 3181883, 0.121172935
47, 1318453, 0.118811086
48, 3445836, 0.118669115
49, 3445118, 0.117670864
50, 3567002, 0.117458805
51, 2811470, 0.11686762
52, 270037, 0.11564569
53, 3493382, 0.115350276
54, 3671417, 0.11474982
55, 3465191, 0.113110244
56, 3274088, 0.11233377
57, 3744705, 0.1122882
58, 3557457, 0.11184212
59, 3509397, 0.111550026
60, 2683244, 0.11136602
61, 3634210, 0.10996535
62, 3869913, 0.10851991
63, 2858088, 0.10850121
64, 3226568, 0.10824731
65, 1939836, 0.1080367
66, 2955942, 0.10737931
67, 3556157, 0.10705068
68, 3279345, 0.10679776
69, 2270822, 0.1057673
70, 3181626, 0.10556902
71, 2882588, 0.10535206
72, 2826354, 0.10531914
73, 2656591, 0.10449369
74, 1581460, 0.102717675
75, 523829, 0.10260397
76, 3322380, 0.10195504
77, 3403636, 0.10063189
78, 3820755, 0.09971443
79, 2775158, 0.09878056
80, 3614649, 0.097362794
81, 2946927, 0.09628609
82, 3405397, 0.095792465
83, 2978155, 0.09559678
84, 2820832, 0.09425601
85, 3471609, 0.09401168
86, 2363932, 0.09401168
87, 2872332, 0.0938593
88, 3453495, 0.09374492
89, 2670265, 0.09369403
90, 3108260, 0.093459435
91, 2572585, 0.09278341
92, 212323, 0.09272149
93, 2100368, 0.09253069
94, 3527026, 0.09210823
95, 2635904, 0.09177048
96, 2963879, 0.09177048
97, 2106846, 0.091502845
98, 3742482, 0.09135971
99, 2955012, 0.090845615
100, 1657018, 0.09048821
101, 3678789, 0.089992404
102, 3271502, 0.088946864
103, 3590422, 0.08893047
104, 3689678, 0.08880774
105, 3579063, 0.08835202
106, 3680846, 0.08835202
107, 3527357, 0.088311866
108, 1519228, 0.08805291
109, 2631508, 0.08805291
110, 2701561, 0.08741422
111, 3148928, 0.08735552
112, 2424119, 0.08686198
113, 3605325, 0.08656314
114, 3022790, 0.086462736
115, 3760618, 0.08287663
116, 3776379, 0.08225774
117, 3490781, 0.0822249
118, 3775057, 0.08207233
119, 2683822, 0.08185112
120, 2546478, 0.08096588
121, 3600803, 0.08030814
122, 3377917, 0.079704136
123, 1913600, 0.079258636
124, 2656288, 0.07924919
125, 1459933, 0.07854667
126, 2699990, 0.0783796
127, 3181905, 0.07759185
128, 3817704, 0.07750236
129, 3322051, 0.07731951
130, 3644784, 0.07731951
131, 3637811, 0.07731951
132, 3869079, 0.07731287
133, 1088011, 0.07705863
134, 3603553, 0.076885745
135, 3485098, 0.076650396
136, 3630920, 0.07639348
137, 3014468, 0.07590814
138, 3693614, 0.07574668
139, 3289489, 0.07573031
140, 3846279, 0.07549133
141, 3616091, 0.07486179
142, 3832037, 0.07460943
143, 3459849, 0.07407069
144, 3502361, 0.073967144
145, 3386572, 0.07332725
146, 3198943, 0.07287416
147, 3146494, 0.07242195
148, 3347321, 0.07242195
149, 3362946, 0.07237068
150, 3320433, 0.0719627
151, 3566479, 0.07190237
152, 3338827, 0.0715231
153, 3437730, 0.07139921
154, 3385613, 0.07031867
155, 3020599, 0.069931746
156, 3604848, 0.069931746
157, 3649225, 0.06962395
158, 3112335, 0.06938741
159, 3012908, 0.0685309
160, 3224957, 0.067879304
161, 3461441, 0.067879304
162, 2724387, 0.067447454
163, 3817651, 0.06742902
164, 3398596, 0.06736431
165, 3056174, 0.06723414
166, 3212860, 0.06656469
167, 3543807, 0.0665073
168, 2565695, 0.066250846
169, 2913812, 0.066169724
170, 1533817, 0.06568049
171, 3765923, 0.06568049
172, 2872294, 0.06537833
173, 3367368, 0.065362334
174, 2809973, 0.06525134
175, 3256000, 0.06513035
176, 3179872, 0.06513035
177, 1308845, 0.06503241
178, 2671773, 0.064995244
179, 3375088, 0.0637427
180, 3160361, 0.06319148
181, 3617508, 0.063108586
182, 1140682, 0.063108586
183, 2857625, 0.06298289
184, 3524466, 0.06283734
185, 2448661, 0.062311556
186, 3395179, 0.062278494
187, 3496370, 0.062196784
188, 2946956, 0.06207596
189, 3618900, 0.061855607
190, 395832, 0.061855607
191, 3366237, 0.061855607
192, 3108913, 0.061855607
193, 3693163, 0.061190277
194, 3146875, 0.06118032
195, 3096138, 0.06118032
196, 3500470, 0.06118032
197, 3536667, 0.061062377
198, 2675526, 0.060948644
199, 3541147, 0.060359843
200, 3013171, 0.060321596
201, 3708105, 0.060237404
202, 2000463, 0.05985816
203, 1884149, 0.05985816
204, 3264611, 0.05985816
205, 3499399, 0.059805863
206, 3808288, 0.059016522
207, 2987508, 0.058884233
208, 2915973, 0.058757298
209, 3874601, 0.058757298
210, 2556337, 0.058439367
211, 3706220, 0.058241524
212, 3585122, 0.05817099
213, 2740053, 0.058166757
214, 3707410, 0.05810589
215, 3003623, 0.05810589
216, 3649755, 0.05795741
217, 1112595, 0.057842318
218, 3119639, 0.057822846
219, 3690045, 0.057822846
220, 3033352, 0.05756764
221, 3339425, 0.057470426
222, 3744416, 0.05737491
223, 1955402, 0.057327937
224, 2918785, 0.057090428
225, 1761051, 0.05698906
226, 3584951, 0.05698906
227, 3848552, 0.056797728
228, 3474787, 0.05671307
229, 3523558, 0.056664683
230, 2438347, 0.05654253
231, 3247700, 0.05625494
232, 3374835, 0.05546877
233, 3539761, 0.055211987
234, 3312823, 0.054982673
235, 3890545, 0.054982673
236, 3653791, 0.054982673
237, 3181868, 0.054926246
238, 2722208, 0.054865725
239, 2812771, 0.054844134
240, 1906781, 0.05483155
241, 3697308, 0.054653637
242, 3689601, 0.054645933
243, 3181628, 0.054606404
244, 3330362, 0.054410018
245, 2967510, 0.054123655
246, 2770393, 0.054123655
247, 3176220, 0.054123655
248, 1314915, 0.054123655
249, 3390063, 0.053599212
250, 2242912, 0.05354941
251, 3425768, 0.053538762
252, 3791967, 0.053538762
253, 2677165, 0.05353278
254, 3491023, 0.05353278
255, 3756720, 0.05353278
256, 2850312, 0.053300377
257, 2970879, 0.053051766
258, 3044029, 0.053011496
259, 2784746, 0.052699625
260, 3860497, 0.05265957
261, 2699553, 0.052554123
262, 2597687, 0.052554123
263, 3427837, 0.052517407
264, 3658958, 0.052448805
265, 3561187, 0.052448805
266, 3605303, 0.052375894
267, 3648372, 0.052292433
268, 3024298, 0.052277274
269, 2822132, 0.05191786
270, 3649686, 0.051904462
271, 2943081, 0.05188178
272, 2784376, 0.051850192
273, 3321537, 0.05182315
274, 3674259, 0.050978247
275, 2844576, 0.050885312
276, 3532836, 0.050842658
277, 1208898, 0.050842658
278, 3362640, 0.050662275
279, 3372328, 0.05048687
280, 3644256, 0.050469257
281, 449902, 0.050315946
282, 3461647, 0.05025039
283, 2551603, 0.04954591
284, 3138108, 0.049519558
285, 3618316, 0.04939028
286, 3506732, 0.04939028
287, 2543043, 0.04939028
288, 3199601, 0.04935617
289, 3530408, 0.049260367
290, 3546880, 0.049260367
291, 2927607, 0.049227256
292, 3857923, 0.049178492
293, 3687335, 0.049149834
294, 3387234, 0.049074117
295, 3867662, 0.048847765
296, 2738400, 0.04857407
297, 2744739, 0.04828008
298, 3168079, 0.04828008
299, 3557283, 0.04795348
300, 1634866, 0.04783882
301, 3012361, 0.04769735
302, 3646256, 0.047639653
303, 2872289, 0.04759702
304, 2938282, 0.047541715
305, 3011203, 0.047479596
306, 3154494, 0.047322027
307, 3764402, 0.047322027
308, 3746443, 0.047322027
309, 3748326, 0.047128007
310, 2817079, 0.047128007
311, 1236949, 0.047128007
312, 3286369, 0.047128007
313, 3109340, 0.047128007
314, 3406980, 0.047077674
315, 3850261, 0.047042802
316, 3338366, 0.047027763
317, 3626766, 0.047027763
318, 3504063, 0.047027763
319, 3660942, 0.04700584
320, 3061799, 0.04695221
321, 3439771, 0.046846416
322, 3433445, 0.04683937
323, 2917990, 0.046391703
324, 3759785, 0.046391703
325, 3869659, 0.046391703
326, 2637416, 0.046391703
327, 2266804, 0.04637515
328, 2449474, 0.04637515
329, 2706254, 0.04637515
330, 3475705, 0.04621815
331, 3650578, 0.04621815
332, 3012349, 0.046174105
333, 3420762, 0.04588524
334, 3699393, 0.04588524
335, 1847819, 0.04588524
336, 3123271, 0.045765214
337, 2959078, 0.04570345
338, 2412856, 0.04568071
339, 3289484, 0.045518678
340, 3093776, 0.045244105
341, 2791766, 0.045244105
342, 3468878, 0.045217954
343, 3325302, 0.044780046
344, 2913810, 0.044780046
345, 3349465, 0.044780046
346, 3662609, 0.044624507
347, 3383729, 0.044624507
