rank, pmcid, score
1, 270718, 0.56601024
2, 3859975, 0.5389763
3, 3248360, 0.5238466
4, 2490681, 0.49615794
5, 3395557, 0.49187326
6, 3172073, 0.48373348
7, 3180178, 0.47338903
8, 3275945, 0.44506797
9, 3833587, 0.4378251
10, 515178, 0.4203081
11, 3303565, 0.3990726
12, 3717422, 0.39652914
13, 3735451, 0.39529747
14, 3750220, 0.38675424
15, 3139133, 0.38579166
16, 3172079, 0.3833294
17, 1413518, 0.38263345
18, 3503646, 0.3812296
19, 3044021, 0.37338164
20, 2693661, 0.3713308
21, 3309635, 0.3695255
22, 3603256, 0.36622903
23, 3523141, 0.3625066
24, 2678252, 0.35439384
25, 3373127, 0.35426304
26, 2136066, 0.35354486
27, 2701487, 0.35095033
28, 3721905, 0.34901258
29, 2532955, 0.34786397
30, 3170374, 0.346504
31, 2941678, 0.34352127
32, 2882888, 0.34258756
33, 3536435, 0.34177268
34, 3546776, 0.33922672
35, 2464772, 0.33815047
36, 2412838, 0.33601105
37, 3284735, 0.33493593
38, 3157077, 0.33450985
39, 3611086, 0.3326354
40, 3785401, 0.33208272
41, 2922669, 0.33158123
42, 2685385, 0.33136266
43, 1797010, 0.32965416
44, 3418193, 0.32759303
45, 3014709, 0.3268587
46, 3059881, 0.32658142
47, 3180239, 0.32510978
48, 3716478, 0.32477832
49, 3172088, 0.32287464
50, 3097652, 0.3196841
51, 2762362, 0.31636542
52, 3724277, 0.3156518
53, 2293964, 0.3155435
54, 3780548, 0.31349364
55, 3400348, 0.31288123
56, 3769201, 0.312207
57, 3258019, 0.31204903
58, 2988179, 0.31013197
59, 3885510, 0.31010988
60, 3560623, 0.30974692
61, 1087212, 0.3097167
62, 3093206, 0.30935037
63, 2922317, 0.30919158
64, 2908841, 0.30823985
65, 2892077, 0.3077157
66, 3335608, 0.30684075
67, 3469555, 0.3064699
68, 2324209, 0.3052396
69, 3257031, 0.30517733
70, 3669228, 0.30487245
71, 3391634, 0.30450475
72, 3502030, 0.30412278
73, 3453499, 0.30353022
74, 3654372, 0.30258322
75, 3709900, 0.3016566
76, 2860444, 0.3015361
77, 1626463, 0.30032486
78, 3647586, 0.29903066
79, 3666123, 0.29901254
80, 3157758, 0.29838035
81, 3635164, 0.29783574
82, 3203301, 0.29761642
83, 2954874, 0.29663157
84, 3095903, 0.29590243
85, 3124316, 0.2958719
86, 3530229, 0.29565498
87, 2686262, 0.29464966
88, 2801631, 0.29402
89, 3056217, 0.29395518
90, 3685455, 0.2934491
91, 3603267, 0.2930948
92, 2879295, 0.29295897
93, 3672764, 0.29121852
94, 3890529, 0.29000133
95, 2663448, 0.28880775
96, 3270424, 0.287804
97, 3724670, 0.2855894
98, 2784465, 0.28554937
99, 1994016, 0.2852521
100, 2901246, 0.28488624
101, 3758700, 0.283979
102, 3172075, 0.28152838
103, 3431085, 0.2813
104, 3264986, 0.28114948
105, 3172062, 0.28072816
106, 1993950, 0.28033254
107, 2526991, 0.2793745
108, 3678016, 0.27937242
109, 546201, 0.2788767
110, 3332244, 0.27816477
111, 3172058, 0.27777877
112, 2661139, 0.2771749
113, 2135062, 0.2770828
114, 2672237, 0.27698678
115, 3813683, 0.2766024
116, 3559802, 0.27618533
117, 2685235, 0.27588972
118, 3444381, 0.2756251
119, 3310359, 0.27545264
120, 3258820, 0.2753295
121, 3618079, 0.27300423
122, 3172074, 0.2729796
123, 3694006, 0.27290258
124, 3702485, 0.27234665
125, 3272835, 0.27025175
126, 3307028, 0.27013475
127, 3606043, 0.26920846
128, 3089860, 0.26890135
129, 59527, 0.2681556
130, 2663435, 0.2677772
131, 3847233, 0.26670533
132, 3333805, 0.26661187
133, 3764162, 0.2664082
134, 2671957, 0.2660881
135, 3417658, 0.26566863
136, 3833000, 0.26494166
137, 2801628, 0.26379445
138, 3502004, 0.26297554
139, 3293075, 0.26184234
140, 3139259, 0.26095435
141, 3213744, 0.26092243
142, 3206377, 0.26029867
143, 3565307, 0.25882137
144, 3313340, 0.25881043
145, 2697585, 0.25877506
146, 3753734, 0.25867584
147, 3377128, 0.25705618
148, 3367294, 0.25682575
149, 3154930, 0.25645837
150, 3845033, 0.25558853
151, 2857163, 0.25545362
152, 3417959, 0.25501388
153, 1993997, 0.25488168
154, 3661928, 0.25426248
155, 3830875, 0.2520811
156, 3048301, 0.25159258
157, 3797723, 0.25089592
158, 3337745, 0.2505899
159, 2347362, 0.2503574
160, 3850623, 0.24950624
161, 2998248, 0.24916206
162, 2789951, 0.24899636
163, 1993984, 0.24823868
164, 2293958, 0.247859
165, 3072742, 0.24752833
166, 2020460, 0.24746186
167, 3214182, 0.24730276
168, 3826341, 0.24725303
169, 3091564, 0.24690989
170, 3832384, 0.24684122
171, 2801475, 0.24648517
172, 3466437, 0.24633941
173, 3353888, 0.24604656
174, 3336928, 0.24557857
175, 3816050, 0.24447356
176, 3831294, 0.24285565
177, 3363143, 0.24272901
178, 3643860, 0.24236825
179, 1865373, 0.24206036
180, 2813048, 0.24177366
181, 3369912, 0.24149486
182, 3376503, 0.2414795
183, 3299675, 0.241298
184, 3664484, 0.24110368
185, 3856285, 0.24084413
186, 3544913, 0.2403941
187, 3493257, 0.24037203
188, 3809224, 0.2394817
189, 1314907, 0.23935941
190, 3539052, 0.2392689
191, 2350132, 0.23916623
192, 3047986, 0.23829204
193, 3570933, 0.23824468
194, 2710973, 0.23723187
195, 2496988, 0.23610944
196, 3521421, 0.23607859
197, 1253756, 0.23547113
198, 3403910, 0.23546696
199, 3172055, 0.23465703
200, 2663767, 0.23303299
201, 2695605, 0.23294525
202, 3107160, 0.23230182
203, 1636023, 0.23151922
204, 3750457, 0.23144862
205, 2801499, 0.23100236
206, 3786718, 0.23092434
207, 2704332, 0.23073232
208, 3152527, 0.23048797
209, 3421910, 0.2304408
210, 1993952, 0.22963133
211, 2935984, 0.22962457
212, 3230103, 0.22960976
213, 3840772, 0.22950816
214, 3826290, 0.22868612
215, 3654324, 0.22773838
216, 2845797, 0.2274614
217, 2663454, 0.22744906
218, 3406274, 0.22741182
219, 2588442, 0.22693732
220, 3018963, 0.22674708
221, 2705819, 0.22673024
222, 3817727, 0.22672611
223, 2922316, 0.22653772
224, 3504370, 0.22591406
225, 2817440, 0.22587512
226, 3095917, 0.22585085
227, 3034987, 0.22539556
228, 3180387, 0.22527617
229, 3136776, 0.22516961
230, 3857265, 0.22514896
231, 3809219, 0.22401902
232, 3743384, 0.22387813
233, 3640164, 0.22373533
234, 3526875, 0.22342774
235, 3399432, 0.22325376
236, 3747436, 0.22311857
237, 3890743, 0.22304726
238, 3180511, 0.22280534
239, 3281253, 0.2223298
240, 3557610, 0.222198
241, 3755443, 0.22099735
242, 3195195, 0.22082251
243, 3531989, 0.21980861
244, 3108782, 0.21973714
245, 2758500, 0.21934417
246, 3667058, 0.21910948
247, 3634269, 0.2188268
248, 3877353, 0.21833669
249, 3383153, 0.21824092
250, 3093002, 0.21749832
251, 2219888, 0.21738745
252, 2760719, 0.21711825
253, 3518712, 0.21705163
254, 2868046, 0.21693844
255, 3468982, 0.21681722
256, 2931126, 0.21669579
257, 2656330, 0.21656522
258, 2752757, 0.21656354
259, 3641298, 0.21600509
260, 3347648, 0.21594149
261, 2387304, 0.21575853
262, 2877657, 0.2156388
263, 3596666, 0.21555758
264, 3233500, 0.2154976
265, 3883576, 0.21541
266, 2678699, 0.21518725
267, 2672442, 0.21506406
268, 2244628, 0.21482253
269, 3095958, 0.21454057
270, 3579028, 0.21441704
271, 2948421, 0.21370834
272, 2846146, 0.2136027
273, 2821617, 0.21351978
274, 3658220, 0.21336347
275, 2546416, 0.21327981
276, 3740611, 0.21312933
277, 2941784, 0.21282521
278, 2989950, 0.21214181
279, 3015987, 0.21196365
280, 3573469, 0.2118171
281, 3199859, 0.21179326
282, 2707177, 0.21178022
283, 3326920, 0.21177441
284, 2583982, 0.21153873
285, 3198689, 0.21095082
286, 2729419, 0.21036565
287, 3074287, 0.21026865
