rank, pmcid, score
1, 3763110, 2.0519352
2, 3855836, 1.6832317
3, 2988711, 1.6690385
4, 3600188, 1.6584185
5, 3715496, 1.647249
6, 3015657, 1.5589501
7, 419354, 1.5236485
8, 3005213, 1.4812099
9, 3521943, 1.4685822
10, 3425978, 1.4628736
11, 1323312, 1.4453797
12, 3342210, 1.4427073
13, 3687862, 1.4390528
14, 2719082, 1.4205046
15, 3492969, 1.4080404
16, 2889851, 1.3348513
17, 3371901, 1.2860023
18, 3584835, 1.244897
19, 3196709, 1.229616
20, 3848543, 1.2293136
21, 2394323, 1.2250061
22, 3303534, 1.2105223
23, 3695091, 1.2094316
24, 3363120, 1.1843151
25, 3444435, 1.171514
26, 3527285, 1.1710114
27, 3175197, 1.1658624
28, 3533100, 1.1599474
29, 2732778, 1.1594537
30, 3699850, 1.1570985
31, 2925815, 1.1433471
32, 3417875, 1.142367
33, 2768446, 1.1420631
34, 1626073, 1.1276455
35, 3286741, 1.1080892
36, 3715530, 1.0980935
37, 3404172, 1.0718455
38, 2876274, 1.0595162
39, 2980629, 1.0582528
40, 3560110, 1.0454946
41, 2817804, 1.0425763
42, 3288918, 1.0421356
43, 3513841, 1.0408809
44, 3101231, 1.0171763
45, 3363056, 1.0033141
46, 3580935, 0.99303955
47, 3600036, 0.98739403
48, 3746052, 0.9697297
49, 3804476, 0.9569792
50, 3324920, 0.9555824
51, 3493301, 0.94908494
52, 3003207, 0.9307942
53, 3363119, 0.9267927
54, 3750659, 0.9257854
55, 3733694, 0.92464507
56, 3782666, 0.9157862
57, 3288944, 0.9145431
58, 2892687, 0.9057877
59, 3881926, 0.89902925
60, 2852697, 0.8981562
61, 3367154, 0.89618236
62, 2760573, 0.8820206
63, 3797933, 0.8801858
64, 3254205, 0.8796666
65, 3128257, 0.87832564
66, 3644489, 0.8695859
67, 3075165, 0.8668322
68, 2627450, 0.8645074
69, 3597902, 0.8556236
70, 3201938, 0.8516314
71, 2362747, 0.84161854
72, 3630304, 0.8416185
73, 3188476, 0.8386474
74, 3890483, 0.8255516
75, 3030803, 0.8199586
76, 3499204, 0.8195998
77, 3661963, 0.81838644
78, 3521933, 0.81790626
79, 3235582, 0.8163246
80, 3588206, 0.81404686
81, 3288912, 0.79576755
82, 3133991, 0.79576755
83, 3584831, 0.79202366
84, 3523539, 0.77893466
85, 2423373, 0.77625096
86, 2259331, 0.77307606
87, 2670000, 0.7676047
88, 3457043, 0.76083255
89, 3731514, 0.7597625
90, 3694451, 0.7468103
91, 3630305, 0.7427568
92, 2099279, 0.74039644
93, 2040155, 0.73180735
94, 2990396, 0.7291442
95, 3437782, 0.72502697
96, 3176243, 0.72167146
97, 2779445, 0.72167146
98, 3124030, 0.7207518
99, 3417891, 0.71778303
100, 3628258, 0.7152382
101, 3240785, 0.7140597
102, 3015787, 0.7108288
103, 3326694, 0.7105583
104, 3412677, 0.7095346
105, 3457598, 0.70460266
106, 3600192, 0.70017177
107, 3890001, 0.6934657
108, 3730358, 0.6934657
109, 3656775, 0.68958074
110, 3218129, 0.6874438
111, 3618685, 0.6872043
112, 3584840, 0.6833119
113, 3337865, 0.68156785
114, 2914265, 0.67938614
115, 3678056, 0.67907804
116, 2688344, 0.67854714
117, 3429751, 0.67757165
118, 3503737, 0.67569363
119, 3056415, 0.67424124
120, 3075140, 0.6733302
121, 3388327, 0.6733302
122, 3108664, 0.6620812
123, 3224925, 0.66150457
124, 555744, 0.66119367
125, 3437999, 0.65818787
126, 2912863, 0.6558861
127, 3710775, 0.6557361
128, 3514315, 0.6551049
129, 3302104, 0.65325385
130, 2910691, 0.6528864
131, 2741116, 0.65155596
132, 3407736, 0.65087825
133, 2424061, 0.64926934
134, 3695798, 0.6463281
135, 3288921, 0.64449424
136, 3437287, 0.63891566
137, 3572815, 0.63402706
138, 3617975, 0.63298225
139, 2905323, 0.6327785
140, 2819657, 0.6224252
141, 3820848, 0.62158144
142, 3288937, 0.62071073
143, 3734930, 0.6199106
144, 3423676, 0.61639893
145, 3319995, 0.6122344
146, 3230830, 0.609613
147, 3129325, 0.60799223
148, 3172658, 0.6049925
149, 2688666, 0.60480565
150, 2678139, 0.60415536
151, 3666221, 0.60246986
152, 3365671, 0.59893656
153, 2777911, 0.5951454
154, 3016124, 0.5951142
155, 3095252, 0.59138954
156, 2813652, 0.5910018
157, 3844264, 0.59015703
158, 2903953, 0.58430094
159, 3513321, 0.5782335
160, 3609688, 0.57525826
161, 3751852, 0.57525826
162, 3666422, 0.5707103
163, 3806499, 0.56629944
164, 3782668, 0.56629354
165, 3288909, 0.5621781
166, 3680425, 0.56174564
167, 2542395, 0.56174564
168, 3141699, 0.5552986
169, 3475687, 0.5544277
170, 3508883, 0.5517343
171, 2676285, 0.5498561
172, 3353167, 0.5496031
173, 1910602, 0.54800224
174, 3746135, 0.54290444
175, 3405341, 0.54198766
176, 3249601, 0.5417588
177, 2923788, 0.5381504
178, 3877609, 0.5371316
179, 3423789, 0.53570515
180, 3265074, 0.53462744
181, 3856273, 0.5327841
182, 3698887, 0.5326295
183, 2999595, 0.5320378
184, 2409350, 0.52271974
185, 3649181, 0.5207026
186, 3288934, 0.5174659
187, 3457959, 0.5097263
188, 2564833, 0.50939286
189, 3782665, 0.50814563
190, 3015883, 0.50660527
191, 280655, 0.5023137
192, 2852601, 0.49589524
193, 3712156, 0.49511
194, 3662737, 0.49344262
195, 3083058, 0.49344262
196, 3001711, 0.49106467
197, 3016028, 0.49094415
198, 3389881, 0.48590872
199, 3423677, 0.48439723
200, 2291501, 0.48354548
201, 2850516, 0.4802565
202, 2920711, 0.4801807
203, 2627155, 0.47898412
204, 3341484, 0.47597024
205, 3363130, 0.47597024
206, 3493016, 0.47260305
207, 3544460, 0.47212562
208, 3489909, 0.47052544
209, 3049272, 0.47052544
210, 3168381, 0.470479
211, 3797560, 0.46621707
212, 3618050, 0.46534663
213, 3286557, 0.46411142
214, 3432824, 0.46367535
215, 2077917, 0.46305323
216, 3678072, 0.46298125
217, 3502798, 0.4607582
218, 3075139, 0.46061543
219, 3514484, 0.45749193
220, 3191476, 0.45727155
221, 3151631, 0.45666856
222, 2981848, 0.4564391
223, 3459249, 0.45561478
224, 3016809, 0.45561478
225, 3299364, 0.45452595
226, 2695684, 0.45446864
227, 3848546, 0.45272765
228, 3221118, 0.45213017
229, 3053496, 0.45213017
230, 3123646, 0.45053935
231, 3730092, 0.4476944
232, 3037991, 0.44497648
233, 3760125, 0.44357193
234, 2980727, 0.44336483
235, 2613391, 0.4352169
236, 3607333, 0.4352169
237, 3224052, 0.4351264
238, 3625595, 0.43360755
239, 2988858, 0.43360755
240, 3518095, 0.4310455
241, 3698429, 0.4284626
242, 2827430, 0.4270537
243, 2876297, 0.4270537
244, 3358538, 0.42683575
245, 3414059, 0.42123988
246, 3288901, 0.42080927
247, 3731471, 0.41454113
248, 3026253, 0.41364145
249, 3860050, 0.40825143
250, 2647168, 0.40642935
251, 2492852, 0.40355307
252, 3797932, 0.4026301
253, 3515435, 0.4020398
254, 3429824, 0.40021372
255, 3048199, 0.39930102
256, 3130970, 0.39867744
257, 2762046, 0.39766008
258, 2703235, 0.39275435
259, 2360236, 0.39265543
260, 3572313, 0.39203963
261, 3304081, 0.38812548
262, 3180665, 0.3877444
263, 3125036, 0.38678837
264, 3088741, 0.38678837
265, 3521944, 0.38486108
266, 3647132, 0.38140845
267, 3531942, 0.37995395
268, 3296633, 0.37988126
269, 2988950, 0.37988126
270, 1976308, 0.37727302
271, 3572359, 0.37727302
272, 3429747, 0.37693834
273, 3108676, 0.37207434
274, 3048090, 0.37083068
275, 3809242, 0.370385
276, 2955228, 0.36885852
277, 3153340, 0.36828247
278, 3720855, 0.36596546
279, 2876303, 0.36590368
280, 1364513, 0.36533484
281, 3026616, 0.36443156
282, 2397000, 0.36235023
283, 3134059, 0.36235023
284, 2687766, 0.36235023
285, 3630306, 0.36215067
286, 2894746, 0.3604315
287, 3257138, 0.35959533
288, 3649645, 0.35959533
289, 3286732, 0.35822397
290, 3249245, 0.35815552
291, 3097341, 0.35815552
292, 3240969, 0.3558171
293, 3704099, 0.35570195
294, 3133434, 0.35535312
295, 2972641, 0.35535312
296, 3130897, 0.35469186
297, 2975006, 0.35230133
298, 3715331, 0.35065088
299, 2988920, 0.35065088
300, 2828397, 0.35065088
301, 3353298, 0.34933037
302, 2994792, 0.34737855
303, 3047826, 0.34714994
304, 3234125, 0.34698787
305, 2633324, 0.3468489
306, 3162632, 0.346735
307, 3180430, 0.34395224
308, 3296170, 0.3437626
309, 3395314, 0.3435893
310, 3400627, 0.3419183
311, 2547097, 0.33522063
312, 3108289, 0.33126658
313, 2843649, 0.33126658
314, 3481427, 0.32786804
315, 3180149, 0.32731926
316, 2785837, 0.3272799
317, 3238290, 0.3260279
318, 2803887, 0.3257043
319, 3350168, 0.3257043
320, 3716915, 0.32034734
321, 2797496, 0.320171
322, 2726128, 0.320171
323, 2849759, 0.3173135
324, 3199093, 0.3171669
325, 3797946, 0.31705642
326, 3234123, 0.3166283
