rank, pmcid, score
1, 2385744, 0.41348398
2, 3402668, 0.41078353
3, 2589527, 0.350945
4, 3232363, 0.2862943
5, 3829465, 0.28299218
6, 2385343, 0.280756
7, 3470955, 0.2784404
8, 3298221, 0.2736622
9, 3654191, 0.27004284
10, 3310834, 0.2657929
11, 3806512, 0.2588484
12, 3314958, 0.2516348
13, 2831203, 0.24980655
14, 2132754, 0.24927598
15, 2760697, 0.24314445
16, 3505894, 0.24142623
17, 2906932, 0.24119899
18, 3237046, 0.24057096
19, 3813689, 0.23943153
20, 2989506, 0.23868498
21, 3047849, 0.23209503
22, 3408534, 0.23062243
23, 3304109, 0.22262709
24, 3329413, 0.22224623
25, 479046, 0.22208494
26, 3809434, 0.22079776
27, 3385619, 0.2171553
28, 2994642, 0.21278122
29, 3106018, 0.21246876
30, 2715468, 0.21199004
31, 2791741, 0.21043307
32, 3369147, 0.2101512
33, 3184391, 0.21012345
34, 3734595, 0.20914423
35, 2900743, 0.20738937
36, 166138, 0.20735107
37, 3311220, 0.20637605
38, 3836934, 0.20574272
39, 3253633, 0.20561421
40, 3543954, 0.20419505
41, 3289127, 0.20365444
42, 3514963, 0.20360029
43, 3445143, 0.20327023
44, 3485288, 0.20154516
45, 3371554, 0.19981945
46, 3617840, 0.19976038
47, 3596285, 0.19592921
48, 212447, 0.19492063
49, 3425150, 0.19458936
50, 3664452, 0.19421247
51, 3445056, 0.19209445
52, 3203722, 0.19096902
53, 3087238, 0.19052416
54, 1459123, 0.1903458
55, 3841515, 0.18887326
56, 3492541, 0.18874982
57, 2762180, 0.18625233
58, 3301925, 0.18573932
59, 2643039, 0.18277472
60, 2873289, 0.1826513
61, 3611790, 0.18191434
62, 3028568, 0.18163556
63, 3646827, 0.18152477
64, 2903705, 0.18143798
65, 1963505, 0.18138786
66, 3500075, 0.18075153
67, 2739963, 0.18051825
68, 2783055, 0.1804526
69, 2886828, 0.18008983
70, 3207210, 0.17945963
71, 2633038, 0.17942387
72, 3349016, 0.17852454
73, 3199233, 0.17741375
74, 3504246, 0.17730865
75, 3088050, 0.17663953
76, 1750934, 0.17602268
77, 2780976, 0.17567198
78, 2914293, 0.17543365
79, 1939852, 0.17462252
80, 3093172, 0.17276803
81, 3824631, 0.17215165
82, 2972452, 0.17160904
83, 3216081, 0.17142376
84, 2739499, 0.17124972
85, 2739562, 0.17120193
86, 2324108, 0.17114177
87, 2140651, 0.17096162
88, 3077406, 0.17000043
89, 3109770, 0.16990054
90, 2629169, 0.16783352
91, 2890619, 0.16666262
92, 2566562, 0.16652295
93, 2769363, 0.16646576
94, 3150257, 0.16638243
95, 2828926, 0.16608569
96, 3137838, 0.16495593
97, 3043333, 0.16358994
98, 2958870, 0.16340284
99, 2248405, 0.16252191
100, 2925851, 0.16231075
101, 3746439, 0.16189003
102, 3671705, 0.1611818
103, 3498863, 0.1608043
104, 3618646, 0.16025443
105, 3792074, 0.1597679
106, 3229010, 0.15867117
107, 3141701, 0.15844426
108, 2940086, 0.15816435
109, 2691835, 0.15633897
