rank, pmcid, score
1, 2850845, 0.44483143
2, 3326743, 0.4019514
3, 3874942, 0.40114585
4, 3468117, 0.36533728
5, 2740171, 0.3424822
6, 3857979, 0.32648107
7, 3725448, 0.317253
8, 3649614, 0.31681502
9, 3016484, 0.31220695
10, 3838988, 0.30680165
11, 2644320, 0.3015274
12, 3841536, 0.29737177
13, 3159311, 0.2955415
14, 3860647, 0.29537705
15, 2254639, 0.29165292
16, 3663309, 0.2899941
17, 3123852, 0.28498298
18, 3572695, 0.28114185
19, 2365938, 0.2775267
20, 2783104, 0.27283457
21, 3257196, 0.2725746
22, 3876522, 0.27229965
23, 3711736, 0.2717677
24, 3205374, 0.2709077
25, 2769322, 0.26838642
26, 1386707, 0.2650187
27, 3021298, 0.26024926
28, 2726470, 0.2595859
29, 2526417, 0.25955063
30, 3015416, 0.25952223
31, 2475515, 0.25573096
32, 3541574, 0.25453237
33, 324410, 0.25439155
34, 2783087, 0.25317648
35, 2584009, 0.25259706
36, 3588206, 0.2516918
37, 2442045, 0.2516899
38, 3113179, 0.2504629
39, 2628097, 0.24741994
40, 3108290, 0.2451772
41, 3796392, 0.2447489
42, 3482332, 0.24398533
43, 2810604, 0.23923467
44, 3015710, 0.239168
45, 3480933, 0.23821609
46, 3457598, 0.23147698
47, 2799961, 0.23018883
48, 2672247, 0.22941294
49, 3816040, 0.22839813
50, 2672190, 0.22638981
51, 3521399, 0.22432184
52, 3243861, 0.22398464
53, 3751343, 0.22306982
54, 2821393, 0.22258289
55, 3259121, 0.22217801
56, 2659845, 0.22177987
57, 3296441, 0.22090183
58, 3073917, 0.22087082
59, 3099610, 0.2198892
60, 2702886, 0.21974419
61, 3629711, 0.21883455
62, 3030803, 0.21851277
63, 3163221, 0.21691687
64, 3295742, 0.2167038
65, 2810607, 0.21665888
66, 3195765, 0.21588777
67, 1906865, 0.21511069
68, 3391884, 0.21450084
69, 2605737, 0.21407624
70, 2908657, 0.21400931
71, 3813486, 0.21390434
72, 2740022, 0.21103394
73, 3198615, 0.20972522
74, 3492969, 0.2089864
75, 2878686, 0.2078996
76, 3856272, 0.20755418
77, 3363056, 0.20755418
78, 2923179, 0.20749143
79, 3443655, 0.20684205
80, 3670530, 0.20676209
81, 2562359, 0.2055062
82, 3088741, 0.20400696
83, 3340971, 0.20358269
84, 3336896, 0.20167997
85, 3891033, 0.20162588
86, 3015800, 0.19962117
87, 2797112, 0.19761254
88, 3825926, 0.1960981
89, 3033147, 0.19555174
90, 2546371, 0.19256917
91, 3716036, 0.19249608
92, 3108676, 0.1923687
93, 3556838, 0.19144528
94, 2970786, 0.19141448
95, 3082124, 0.1893444
96, 1570451, 0.18620934
97, 3083058, 0.1857461
98, 2992067, 0.185681
99, 2737761, 0.18522666
100, 3870869, 0.18414783
101, 3616185, 0.1804934
102, 2672220, 0.17803214
103, 2621128, 0.17725542
104, 3492103, 0.17569931
105, 3227160, 0.17245829
106, 3783828, 0.16965224
107, 3094706, 0.16917987
108, 2449135, 0.16757536
109, 3108289, 0.16636026
110, 2610646, 0.16483824
111, 2939498, 0.16442242
112, 3015692, 0.16340445
113, 2726479, 0.16251016
114, 3290047, 0.16209209
115, 2829519, 0.16087173
116, 3860632, 0.15833114
117, 2536181, 0.15666348
118, 3649624, 0.15627412
119, 3811697, 0.15401557
120, 2740015, 0.1536833
121, 3304646, 0.15203579
122, 2892686, 0.14964211
123, 3352322, 0.1479147
124, 2815823, 0.147399
125, 2467416, 0.14706124
126, 2780587, 0.14685754
127, 3129103, 0.14474156
128, 3651717, 0.14358844
129, 3132097, 0.14101557
130, 1876232, 0.14081076
131, 3298231, 0.13793486
132, 2941754, 0.13789277
133, 3499181, 0.13786335
134, 2783015, 0.13769351
135, 3625558, 0.13692693
136, 3800672, 0.13661581
137, 3813458, 0.13325334
138, 2185015, 0.1330439
139, 3651279, 0.13302353
140, 3681223, 0.13028212
141, 3236146, 0.12982513
142, 3261100, 0.12943459
143, 2729419, 0.12707782
144, 2116997, 0.12517634
145, 3340973, 0.124863796
146, 2803981, 0.124687426
147, 2769450, 0.12460842
148, 2600825, 0.12453872
149, 3491788, 0.12415176
150, 2833155, 0.12340512
151, 2924526, 0.12307767
152, 3016470, 0.12181033
153, 1557485, 0.12171407
154, 3573171, 0.121098995
155, 3860138, 0.1202383
156, 2788473, 0.11943298
157, 2174498, 0.118274845
158, 3263449, 0.11824408
159, 3154925, 0.117740385
160, 3181779, 0.117601804
161, 1524788, 0.11705476
162, 3614378, 0.11644884
163, 3181745, 0.11631858
164, 3004513, 0.11552099
165, 3750490, 0.11521926
166, 3432055, 0.11435284
167, 3122460, 0.11281544
168, 1847829, 0.11281394
169, 2449241, 0.11275419
170, 3064452, 0.11051958
171, 3161919, 0.11027729
172, 3397657, 0.109933235
173, 3819798, 0.10921627
174, 3823612, 0.10905222
175, 2697529, 0.10904646
176, 3718686, 0.10869701
177, 3789058, 0.10841908
178, 2858097, 0.10839157
179, 3711735, 0.10822473
180, 3813711, 0.108057715
181, 2202871, 0.10751571
182, 3770577, 0.10721778
183, 3292399, 0.10716466
184, 2726540, 0.107074
185, 3555588, 0.10661853
186, 2778437, 0.10649764
187, 2994500, 0.10628028
188, 2827046, 0.10616233
189, 3481246, 0.10562533
190, 2700229, 0.104980476
191, 2850860, 0.1042797
192, 2966580, 0.10257398
193, 2136562, 0.102520846
194, 3808338, 0.102520846
195, 3335639, 0.10248234
196, 3122097, 0.102399595
197, 3016485, 0.10224811
198, 3307080, 0.10203368
199, 3443082, 0.10192947
