rank, pmcid, score
1, 2826784, 0.6042069
2, 3546453, 0.3376327
3, 3334060, 0.32522514
4, 3334646, 0.3141864
5, 2702919, 0.31411192
6, 2596785, 0.3036931
7, 3099194, 0.29770154
8, 3183614, 0.29015678
9, 3659476, 0.28187
10, 2816380, 0.28006133
11, 2779378, 0.2752669
12, 2936909, 0.2646637
13, 3759835, 0.2636647
14, 2962297, 0.25211167
15, 3882633, 0.23904696
16, 3177938, 0.237369
17, 3707410, 0.23173343
18, 3233503, 0.23158073
19, 3819751, 0.22980404
20, 3789890, 0.2287302
21, 2360364, 0.22860597
22, 3030745, 0.22513305
23, 3612756, 0.21354306
24, 3697308, 0.21351197
25, 555551, 0.20856641
26, 3414089, 0.20652878
27, 481069, 0.20515722
28, 2164952, 0.20491064
29, 3780548, 0.20310518
30, 3617885, 0.20119844
31, 3412230, 0.20038797
32, 2708332, 0.19993229
33, 2939549, 0.19708475
34, 3582302, 0.19323888
35, 3793273, 0.19192068
36, 3753254, 0.19167052
37, 2845126, 0.19163436
38, 3448165, 0.19095537
39, 3678593, 0.18811657
40, 3262392, 0.18596224
41, 3792508, 0.18218222
42, 2834659, 0.18105347
43, 2717927, 0.17980833
44, 3177591, 0.1788342
45, 2906431, 0.177424
46, 3875472, 0.17708988
47, 2637271, 0.17661074
48, 3001690, 0.1746975
49, 3278095, 0.17318109
50, 2217559, 0.17314644
51, 3542587, 0.17262174
52, 3089923, 0.17213812
53, 2575197, 0.17213812
54, 3151260, 0.16621777
55, 2840539, 0.16442133
56, 1797181, 0.16290712
57, 3127146, 0.15954065
58, 3120985, 0.1594858
59, 3420376, 0.15809014
60, 3751269, 0.15702017
61, 3702343, 0.15656908
62, 3560338, 0.1558092
63, 3446146, 0.1544013
64, 2289815, 0.1540156
65, 3705282, 0.15336485
66, 3415114, 0.15238695
67, 3837638, 0.1515292
68, 3358077, 0.15125751
69, 2361774, 0.14804648
70, 1459118, 0.14697811
71, 2901610, 0.14687926
72, 3850721, 0.14569137
73, 3657880, 0.14565755
74, 3198526, 0.14548646
75, 2516510, 0.1440908
76, 2585577, 0.14287214
77, 2856385, 0.142286
78, 2650979, 0.14083904
79, 3420570, 0.14083904
80, 3003502, 0.14039141
81, 2886338, 0.13987623
82, 2763717, 0.13944405
83, 3874379, 0.13854487
84, 3108661, 0.1384791
85, 3448882, 0.13808724
86, 1550223, 0.1378504
87, 3355468, 0.1378504
88, 2194800, 0.13625015
89, 3720553, 0.1357457
90, 1112610, 0.13485268
91, 1241211, 0.13469231
92, 3875022, 0.13469231
93, 2589987, 0.13469231
94, 2881049, 0.134681
95, 3445645, 0.13449258
96, 3373797, 0.13333859
97, 2453017, 0.13197099
98, 3498191, 0.12919234
99, 3547737, 0.12913872
100, 2736534, 0.1286552
101, 3777192, 0.12825416
102, 3663789, 0.12700838
103, 3309965, 0.12689698
104, 3757229, 0.1264348
105, 3744484, 0.12633379
106, 3156535, 0.12532519
107, 2727342, 0.12518486
108, 3882558, 0.124726824
109, 3184626, 0.12464735
110, 3019078, 0.1244634
111, 3751004, 0.12364091
112, 3420725, 0.12246799
113, 3469071, 0.12195943
114, 2724630, 0.12178151
115, 3020490, 0.12162951
116, 2719193, 0.12123872
117, 2845114, 0.12071918
118, 2910853, 0.12047247
119, 3745456, 0.11922282
120, 2876757, 0.11802541
121, 3330362, 0.11785577
122, 3003243, 0.11785577
123, 3575222, 0.116062716
124, 3373944, 0.11429021
125, 3666070, 0.11414357
126, 3236817, 0.1135418
127, 2738343, 0.1135418
128, 3622394, 0.11248742
129, 1915653, 0.11181394
130, 3655952, 0.11180699
131, 2687586, 0.110835895
132, 3138528, 0.110835895
133, 3703882, 0.11021322
134, 1852684, 0.11010676
135, 3163015, 0.11010675
136, 3881486, 0.109660715
137, 3269661, 0.10890548
138, 2988026, 0.10838123
139, 2561022, 0.1081858
140, 3373800, 0.10775385
141, 3827830, 0.10758633
142, 3603667, 0.10700453
143, 3620504, 0.10648362
144, 3185826, 0.10629962
145, 2657285, 0.10629962
146, 2947737, 0.10629962
147, 3662129, 0.10544132
148, 2376290, 0.104982264
149, 3615846, 0.10432072
150, 3502264, 0.10432072
151, 2885492, 0.10406278
152, 3599587, 0.10391754
153, 1177983, 0.10390864
154, 2201129, 0.10380965
155, 2363878, 0.10380965
156, 2796762, 0.10367749
157, 3004560, 0.103608966
158, 3257613, 0.10356543
159, 3846915, 0.103272244
160, 2932990, 0.10299544
161, 3667081, 0.10155488
162, 3881485, 0.10101923
163, 1180832, 0.1007945
164, 2896845, 0.10059931
165, 3628668, 0.099966146
166, 3750323, 0.09960289
167, 1914065, 0.09897824
168, 3179696, 0.09865429
169, 3218112, 0.09863132
170, 2045078, 0.098151356
171, 3880734, 0.09797439
172, 3539526, 0.09797439
173, 3821236, 0.097966015
174, 3181882, 0.097966015
175, 2730236, 0.09732154
176, 1236920, 0.09699098
177, 2975006, 0.096981406
178, 3164512, 0.096854046
179, 3320288, 0.09658183
180, 3674591, 0.09658183
181, 3334007, 0.09632046
182, 1852903, 0.096019715
183, 3583691, 0.0959867
184, 3395343, 0.09595312
185, 3747272, 0.09581718
186, 3492909, 0.09581718
187, 3143175, 0.09535526
188, 544567, 0.09504352
189, 3280928, 0.09476444
190, 3373355, 0.09428462
191, 3846112, 0.09428462
192, 3715988, 0.09395647
193, 3655875, 0.09390185
194, 3082834, 0.09319783
195, 3395679, 0.09319783
196, 3129061, 0.09319783
197, 3724068, 0.09319783
198, 3333975, 0.09301216
199, 3857603, 0.09301216
200, 3599123, 0.09301216
201, 3194634, 0.09226115
202, 3716510, 0.09226115
203, 2206349, 0.09226115
204, 3047826, 0.09226115
205, 3469807, 0.09205817
206, 3160367, 0.091900274
207, 3180269, 0.0914468
208, 3734156, 0.09131486
209, 3879423, 0.0912907
210, 3760927, 0.09129003
211, 2242983, 0.09083344
212, 3123211, 0.09083344
213, 2140858, 0.09083344
214, 3463042, 0.08990179
215, 3201695, 0.08934478
216, 1779377, 0.08933148
217, 3543807, 0.08899954
218, 3086310, 0.08813899
219, 2941754, 0.08806955
220, 3571945, 0.08717859
221, 3334634, 0.08630241
222, 3152265, 0.08623834
223, 3014680, 0.086176515
224, 3086051, 0.08606906
225, 2361262, 0.08606906
226, 3437177, 0.08606906
227, 3004414, 0.08568527
228, 3535719, 0.084966905
229, 3056844, 0.084867105
230, 2579736, 0.084777795
231, 3616818, 0.084777795
232, 3567118, 0.08456083
233, 2730611, 0.084519535
234, 2856378, 0.084519535
235, 3501953, 0.0845091
236, 2621394, 0.0845091
237, 3566136, 0.08427091
238, 2375430, 0.08405296
239, 2147058, 0.08403723
240, 2621122, 0.08403723
241, 3846459, 0.08403723
242, 3426458, 0.08403723
243, 3198755, 0.08398836
244, 3389405, 0.08398836
245, 3395176, 0.08377662
246, 1415847, 0.083456576
247, 3392920, 0.083456576
248, 3236896, 0.08312692
249, 2920936, 0.08312692
250, 3246314, 0.08312692
251, 3492103, 0.082100704
252, 3588667, 0.082068734
253, 3626133, 0.082068734
254, 3603048, 0.08165287
255, 3683000, 0.08151481
