rank, pmcid, score
1, 1894828, 0.24114563
2, 2921285, 0.22823769
3, 3722009, 0.2262424
4, 2890619, 0.22586794
5, 3545853, 0.2124931
6, 3805180, 0.20625739
7, 3060394, 0.20623821
8, 3628395, 0.20581567
9, 2768630, 0.19941555
10, 3704668, 0.19048062
11, 3122958, 0.1746144
12, 2840786, 0.17052694
13, 3312669, 0.1677787
14, 3697985, 0.16310096
15, 2769382, 0.1577023
16, 3687169, 0.14028902
17, 2442098, 0.13753936
18, 2604478, 0.13612196
19, 3121095, 0.13573883
20, 2861943, 0.133859
21, 3636828, 0.13252972
22, 3877470, 0.13158657
23, 3611903, 0.13135485
24, 3284721, 0.1300465
25, 2912258, 0.12799476
26, 3659890, 0.12617224
27, 3603048, 0.120649286
28, 2585578, 0.119142756
29, 3776697, 0.11575394
30, 3082487, 0.113891035
31, 2826297, 0.11371601
32, 3691374, 0.11234734
33, 2881528, 0.11013442
34, 3638565, 0.109535955
35, 3358948, 0.109111615
36, 3843522, 0.10880893
37, 3825968, 0.10816257
38, 3634210, 0.1078057
39, 3750395, 0.107400335
40, 166146, 0.10649999
41, 3447233, 0.1051916
42, 3485864, 0.10463025
43, 2735164, 0.104110904
44, 3354880, 0.10387142
45, 3667321, 0.103346266
46, 1368969, 0.10264275
47, 3005640, 0.10198766
48, 3446006, 0.10178401
49, 3716959, 0.101470985
50, 3758728, 0.101065345
51, 3101052, 0.09948147
52, 1174871, 0.09943628
53, 3220108, 0.09924678
54, 2890890, 0.098984055
55, 3849842, 0.09771912
56, 3073801, 0.097400695
57, 2999594, 0.09719677
58, 3821585, 0.09618025
59, 3665041, 0.095851354
60, 3714072, 0.095327415
61, 1820751, 0.094800785
62, 3652086, 0.09475168
63, 3723995, 0.093492076
64, 2991662, 0.09159563
65, 2935134, 0.09142458
66, 3350190, 0.091202624
67, 3591685, 0.09034572
68, 3551519, 0.0901227
69, 3470710, 0.08949108
70, 3457598, 0.08836011
71, 3441666, 0.088180125
72, 3841562, 0.08790824
73, 3539837, 0.0873894
74, 2292495, 0.08663192
75, 3737143, 0.086476006
76, 3701787, 0.085754156
77, 3653096, 0.08567841
78, 3633293, 0.08522739
79, 3745897, 0.08497344
80, 3664867, 0.08369879
81, 3694948, 0.083632745
82, 3563124, 0.08356522
83, 3726908, 0.08345478
84, 3071029, 0.08266748
85, 2174498, 0.081923336
86, 2728570, 0.08171352
87, 3633239, 0.0815205
88, 3644769, 0.08133731
89, 3162774, 0.081094235
90, 3483702, 0.08086289
91, 3221234, 0.08079616
92, 3687170, 0.080594726
93, 3139296, 0.08018861
94, 3821433, 0.08012144
95, 3161919, 0.07967653
96, 3306562, 0.07957541
97, 2920271, 0.07946247
98, 3850435, 0.07850287
99, 2589527, 0.07834554
100, 2783055, 0.0781269
101, 3598341, 0.07756299
102, 2040186, 0.07751023
103, 3335494, 0.077209525
104, 3572359, 0.07704888
105, 3673350, 0.076861784
106, 3117584, 0.07614169
107, 2699981, 0.07599378
