rank, pmcid, score
1, 3068583, 0.9099715
2, 2830945, 0.9055324
3, 3628469, 0.84021515
4, 3628218, 0.7369452
5, 3556838, 0.7254502
6, 3461776, 0.7141266
7, 2783077, 0.69620734
8, 3113183, 0.68516386
9, 3227160, 0.6825897
10, 3783828, 0.68254864
11, 2643339, 0.6670245
12, 3304619, 0.66115946
13, 122079, 0.65079325
14, 2836925, 0.6490727
15, 3073909, 0.64405936
16, 3565913, 0.61515605
17, 3075160, 0.60873467
18, 2740293, 0.5785612
19, 3183690, 0.57635224
20, 3873814, 0.5744046
21, 2967834, 0.5629805
22, 3484318, 0.5627202
23, 3843899, 0.5489097
24, 2678139, 0.537892
25, 2833155, 0.5374624
26, 3122091, 0.5314137
27, 3806164, 0.5118523
28, 3859883, 0.5024053
29, 3583806, 0.49753848
30, 2910374, 0.47794393
31, 3113153, 0.47283605
32, 3680866, 0.46719605
33, 2600825, 0.4653472
34, 1885440, 0.46087548
35, 3152917, 0.4533998
36, 3041043, 0.44998196
37, 3351958, 0.4491947
38, 2966580, 0.44806537
39, 2572068, 0.44764093
40, 3809230, 0.44664732
41, 2527492, 0.44654706
42, 3423789, 0.4445579
43, 1183200, 0.44386056
44, 3533152, 0.43420616
45, 3649156, 0.43272817
46, 2967008, 0.4273406
47, 3655519, 0.42724735
48, 2788470, 0.42229542
49, 3170179, 0.41465044
50, 2740225, 0.41107544
51, 2806403, 0.41035864
52, 3599178, 0.40622443
53, 3192212, 0.40378752
54, 3670629, 0.40281627
55, 2702912, 0.40170178
56, 2442981, 0.39973274
57, 2266777, 0.39837977
58, 2884449, 0.39708304
59, 3336896, 0.39530203
60, 2728191, 0.39125124
61, 3600282, 0.38713294
62, 3073917, 0.38673934
63, 2767137, 0.381149
64, 2890923, 0.37954754
65, 3328985, 0.37835103
66, 3762071, 0.37634328
67, 3385808, 0.37280527
68, 2769450, 0.37050098
69, 3138074, 0.36790085
70, 3099062, 0.3669696
71, 3120277, 0.36468992
72, 3579987, 0.36423388
73, 3031281, 0.3625526
74, 3201596, 0.36010188
75, 2713849, 0.3596938
76, 3335362, 0.35580513
77, 2628097, 0.35484606
78, 3663309, 0.3538421
79, 3813776, 0.3526533
80, 3654276, 0.35031757
81, 3779006, 0.34782514
82, 2213305, 0.34660006
83, 2649141, 0.34553924
84, 2732457, 0.34553307
85, 2635350, 0.34278414
86, 3438050, 0.3427132
87, 3438426, 0.34141567
88, 3750490, 0.3402782
89, 3464999, 0.3401539
90, 3146430, 0.3382493
91, 3047832, 0.33822027
92, 3816040, 0.33780402
93, 3229087, 0.33755535
94, 1574321, 0.33697665
95, 3665225, 0.33673194
96, 3015906, 0.3359106
97, 1929108, 0.33119735
98, 3304646, 0.32931188
99, 2374788, 0.32797617
100, 3860647, 0.32503194
101, 2852695, 0.3245082
102, 2740171, 0.3191629
103, 2116997, 0.31892353
104, 2827155, 0.31846067
105, 2809077, 0.31681398
106, 3492103, 0.31648374
107, 2908657, 0.3151853
108, 3285529, 0.31469366
109, 3015287, 0.31449625
110, 3860030, 0.3137873
111, 3310784, 0.31068826
112, 2687653, 0.31060892
113, 2092434, 0.3103896
114, 3420702, 0.31020474
115, 3623109, 0.30939496
116, 3760125, 0.30911767
117, 3636968, 0.30839103
118, 2762898, 0.3081246
119, 3649144, 0.3077396
120, 1079924, 0.3069334
121, 3296144, 0.30607572
122, 3214511, 0.3046734
123, 3250966, 0.30345395
124, 3730358, 0.30290923
125, 3129061, 0.30221838
126, 2848006, 0.3020839
127, 2423643, 0.30166996
128, 3825926, 0.3016156
129, 3649447, 0.30141214
130, 3014938, 0.30037522
131, 3307080, 0.29990718
132, 2783087, 0.2992276
133, 2478665, 0.29780525
134, 2683798, 0.29763532
135, 3237274, 0.29644287
136, 2612686, 0.29630917
137, 3080584, 0.29567653
138, 3201103, 0.29488227
139, 3015641, 0.2930319
140, 2613894, 0.2929003
141, 2933122, 0.29123342
142, 3443655, 0.29094908
143, 3170312, 0.29028767
144, 1177974, 0.2900127
145, 3655084, 0.28829145
146, 3036641, 0.28693077
147, 3457596, 0.28649443
148, 3789281, 0.28625932
149, 3030803, 0.28527343
150, 3068585, 0.2807985
151, 2726527, 0.28022853
152, 3499241, 0.2801322
153, 3877598, 0.2790199
154, 3468117, 0.2782456
155, 3354359, 0.2775197
156, 3416909, 0.2773777
157, 2687622, 0.27704224
158, 3244410, 0.27699468
159, 3533158, 0.2760961
160, 3298211, 0.27584538
161, 3859258, 0.27516294
162, 3751343, 0.27468264
163, 2939435, 0.27436313
164, 2838363, 0.27406114
165, 2609891, 0.27305767
166, 3891753, 0.27289388
167, 2783104, 0.2715123
168, 3352196, 0.27121258
169, 3797604, 0.2703715
170, 3015742, 0.269743
171, 3612875, 0.26867807
172, 3148882, 0.26852295
173, 3625878, 0.26754415
174, 555544, 0.26733685
175, 3423063, 0.26718548
176, 1557855, 0.26714978
177, 3014832, 0.26621002
178, 3857986, 0.26400554
179, 1192792, 0.26376373
180, 1459865, 0.26374328
181, 3854545, 0.2634007
182, 2821393, 0.26203522
183, 1592121, 0.26109463
