rank, pmcid, score
1, 2912127, 1.3776897
2, 3759770, 1.1151112
3, 2771838, 1.1056955
4, 3503952, 0.9999831
5, 3043446, 0.96746784
6, 2639567, 0.9150761
7, 3473978, 0.91085774
8, 2636788, 0.889851
9, 1586011, 0.88848174
10, 2912126, 0.86989194
11, 3009659, 0.86167866
12, 2206034, 0.83203495
13, 2929516, 0.8317543
14, 3512371, 0.8079213
15, 3635227, 0.7803904
16, 2253537, 0.7566764
17, 2762186, 0.7474753
18, 3825950, 0.7250345
19, 2515091, 0.711638
20, 3438426, 0.710197
21, 2879845, 0.6516641
22, 3724576, 0.6476417
23, 3649090, 0.63276076
24, 2578908, 0.6284976
25, 3791579, 0.59915805
26, 3541572, 0.5858826
27, 1716178, 0.57274526
28, 3603204, 0.55614644
29, 3420730, 0.52826834
30, 3011308, 0.52338284
31, 3893325, 0.52290535
32, 3821431, 0.52250683
33, 2565681, 0.48857665
34, 3420783, 0.47877246
35, 3426263, 0.47584313
36, 3034940, 0.46080774
37, 3271214, 0.4600649
38, 2825313, 0.45976582
39, 2430546, 0.45933485
40, 1180860, 0.4572643
41, 3108531, 0.4534122
42, 3527059, 0.45185548
43, 3781223, 0.4488303
44, 3713301, 0.4470517
45, 3540645, 0.4365015
46, 3073801, 0.43512815
47, 2912129, 0.4339808
48, 3792611, 0.4330942
49, 3093009, 0.4271704
50, 3619544, 0.42695576
51, 2644311, 0.42366868
52, 3879513, 0.42095536
53, 3724090, 0.415795
54, 3639366, 0.4069374
55, 3655491, 0.40526015
56, 3400824, 0.40222597
57, 3155071, 0.39688057
58, 3751751, 0.39194083
59, 3546191, 0.3899461
60, 2785826, 0.37959242
61, 2702915, 0.37709445
62, 3546181, 0.3750169
63, 3599591, 0.3740367
64, 3764342, 0.372967
65, 3005807, 0.36341438
66, 3383503, 0.36258096
67, 2833302, 0.36200494
68, 2546434, 0.35962564
69, 3491320, 0.35888767
70, 3590497, 0.35036036
71, 3221158, 0.34736586
72, 2780610, 0.3465752
73, 2693508, 0.34629783
74, 2740017, 0.34047073
75, 3821433, 0.33832082
76, 2740099, 0.33616006
77, 2954859, 0.33565578
78, 2702887, 0.3291484
79, 3185829, 0.32243475
80, 3443717, 0.3207279
81, 3113793, 0.3142488
82, 2984268, 0.3142488
83, 3638498, 0.31028995
84, 3224521, 0.31028995
85, 1621058, 0.3061254
