topicNum, rank, pmcid, score
30, 1, 2564908, 0.5046294
30, 2, 3783806, 0.5022071
30, 3, 3285057, 0.47953993
30, 4, 3492059, 0.4697274
30, 5, 2938532, 0.46371353
30, 6, 2746275, 0.4463963
30, 7, 2556314, 0.44372046
30, 8, 3587892, 0.43039465
30, 9, 3470946, 0.42643002
30, 10, 3150645, 0.42300323
30, 11, 3542899, 0.41917548
30, 12, 2409352, 0.41208312
30, 13, 2850849, 0.40779296
30, 14, 2767159, 0.40005645
30, 15, 2966586, 0.394256
30, 16, 3806512, 0.39399058
30, 17, 2787207, 0.38815266
30, 18, 3776268, 0.38467294
30, 19, 3654473, 0.37529486
30, 20, 3308668, 0.35947165
30, 21, 3445134, 0.33848205
30, 22, 2321724, 0.33597282
30, 23, 1950517, 0.33352578
30, 24, 1079861, 0.32681766
30, 25, 2856404, 0.32579464
30, 26, 3818812, 0.3239284
30, 27, 3533833, 0.30986735
30, 28, 2965708, 0.3096333
30, 29, 3876493, 0.30714643
30, 30, 3522489, 0.30599084
30, 31, 2262905, 0.30359176
30, 32, 2556052, 0.3021548
30, 33, 2775722, 0.29637268
30, 34, 2803929, 0.28160957
30, 35, 3725319, 0.28096238
30, 36, 3143956, 0.28068864
30, 37, 2657336, 0.2805926
30, 38, 2759609, 0.27888173
30, 39, 2780644, 0.2783363
30, 40, 3100811, 0.27751
30, 41, 3438873, 0.27692136
30, 42, 2739503, 0.2753218
30, 43, 3800673, 0.27315775
30, 44, 3632355, 0.26851046
30, 45, 2831017, 0.2655766
30, 46, 3544670, 0.26364714
30, 47, 2845787, 0.26250565
30, 48, 2947733, 0.25866225
30, 49, 2666829, 0.2561917
30, 50, 3796931, 0.25499237
30, 51, 2740197, 0.25498992
30, 52, 2684704, 0.25490132
30, 53, 3783813, 0.25468108
30, 54, 3508532, 0.25326782
30, 55, 3200281, 0.2532663
30, 56, 2639562, 0.2522092
30, 57, 2427046, 0.25183707
30, 58, 3878282, 0.25134733
30, 59, 3047859, 0.24958533
30, 60, 3623923, 0.24873248
30, 61, 3129059, 0.24809197
30, 62, 2687108, 0.24518153
30, 63, 3713304, 0.24483529
30, 64, 2505286, 0.24367681
30, 65, 3508849, 0.24319321
30, 66, 1636036, 0.24276327
30, 67, 2329636, 0.24233505
30, 68, 3284668, 0.24214238
30, 69, 3115650, 0.24198326
30, 70, 3491795, 0.24195184
30, 71, 2904543, 0.24184696
30, 72, 1821318, 0.2417644
30, 73, 2907004, 0.24114259
30, 74, 3828487, 0.2403501
30, 75, 3253410, 0.24000697
30, 76, 3227387, 0.23988378
30, 77, 2740184, 0.2384703
30, 78, 2803872, 0.23822169
30, 79, 2847208, 0.23790368
30, 80, 2762257, 0.23690979
30, 81, 2925339, 0.23526469
30, 82, 3336923, 0.23517297
30, 83, 3445178, 0.23513408
30, 84, 3860658, 0.2349695
30, 85, 3438862, 0.23469497
30, 86, 2994812, 0.23452854
30, 87, 3263275, 0.23378968
30, 88, 3099602, 0.23348637
30, 89, 3372308, 0.2333031
30, 90, 3470086, 0.2327534
30, 91, 3730206, 0.23199448
30, 92, 1253520, 0.23140042
30, 93, 3492012, 0.23133817
30, 94, 2697336, 0.23066194
30, 95, 3063348, 0.23042078
30, 96, 3872594, 0.23040086
30, 97, 3445078, 0.22991855
30, 98, 2856402, 0.22948155
30, 99, 3507332, 0.2290715
30, 100, 3435933, 0.22739728
30, 101, 2949754, 0.22731808
30, 102, 2657271, 0.22671306
30, 103, 2739457, 0.22621918
