topicNum, rank, pmcid, score
24, 1, 3716031, 0.3885926
24, 2, 3814911, 0.35625008
24, 3, 3206111, 0.31561494
24, 4, 2629964, 0.3071311
24, 5, 3833587, 0.29766995
24, 6, 3722985, 0.2841082
24, 7, 3530759, 0.2794247
24, 8, 3638545, 0.27722418
24, 9, 3300901, 0.2755337
24, 10, 3789906, 0.27110225
24, 11, 2804020, 0.26632446
24, 12, 3782346, 0.25939295
24, 13, 3879514, 0.2587669
24, 14, 3730183, 0.25828096
24, 15, 3113182, 0.25603488
24, 16, 3580369, 0.25340316
24, 17, 2946729, 0.25320733
24, 18, 2840603, 0.24917547
24, 19, 2803948, 0.24877332
24, 20, 3424873, 0.24861145
24, 21, 3662168, 0.24635538
24, 22, 2967697, 0.2416345
24, 23, 3307463, 0.24145065
24, 24, 3762010, 0.23697233
24, 25, 3421969, 0.23588027
24, 26, 3235990, 0.23445256
24, 27, 1413549, 0.23292597
24, 28, 2740155, 0.23264709
24, 29, 3651148, 0.2319051
24, 30, 3015255, 0.23185834
24, 31, 3814076, 0.2312684
24, 32, 3632018, 0.22688918
24, 33, 1112595, 0.22669157
24, 34, 3259051, 0.22481444
24, 35, 2783147, 0.2244963
24, 36, 1524788, 0.22343816
24, 37, 3745931, 0.2216264
24, 38, 2769466, 0.22000065
24, 39, 3775200, 0.21989276
24, 40, 3170633, 0.21935108
24, 41, 3350193, 0.21797124
24, 42, 3046006, 0.21653795
24, 43, 3461613, 0.21639939
24, 44, 1936425, 0.21581559
24, 45, 3131759, 0.21466888
24, 46, 2908671, 0.21341789
24, 47, 3270293, 0.21320654
24, 48, 3343246, 0.21286036
24, 49, 3474342, 0.21237887
24, 50, 2657235, 0.21087101
24, 51, 2636786, 0.21020645
24, 52, 3162766, 0.20988043
24, 53, 2702053, 0.20976752
24, 54, 2941259, 0.20881034
24, 55, 2567296, 0.20800342
24, 56, 3378931, 0.20780562
24, 57, 3876310, 0.20733507
24, 58, 2542401, 0.20615374
24, 59, 2803987, 0.2052451
24, 60, 3213720, 0.2041864
24, 61, 3305576, 0.20416184
24, 62, 2988179, 0.20387807
24, 63, 2584649, 0.20323518
24, 64, 3025133, 0.20294793
24, 65, 3775201, 0.202851
24, 66, 3189108, 0.2027894
24, 67, 3853387, 0.20273888
24, 68, 3276036, 0.20240559
24, 69, 2760694, 0.2022876
24, 70, 2711062, 0.20218334
24, 71, 2860402, 0.20096685
24, 72, 2846933, 0.20086972
24, 73, 3793530, 0.19929789
24, 74, 3555598, 0.19884045
24, 75, 3311447, 0.19852133
24, 76, 2644318, 0.19838396
24, 77, 3258820, 0.19759178
24, 78, 3841477, 0.1968027
24, 79, 3359438, 0.19662572
24, 80, 3523894, 0.196025
24, 81, 3465864, 0.19398198
24, 82, 3540710, 0.1934622
24, 83, 3649270, 0.19328807
24, 84, 3665130, 0.19320706
24, 85, 2803992, 0.19248281
24, 86, 2615763, 0.19197519
24, 87, 3426013, 0.1913406
24, 88, 2851673, 0.1906064
24, 89, 3336229, 0.19046265
24, 90, 3182831, 0.18990801
24, 91, 3463094, 0.18987566
24, 92, 3544070, 0.18973827
24, 93, 3542889, 0.18873867
24, 94, 3124326, 0.18832025
24, 95, 3789280, 0.1878417
24, 96, 2988177, 0.18780139
24, 97, 1791015, 0.18777703
24, 98, 3133999, 0.18711278
24, 99, 3587910, 0.18711154
24, 100, 3322929, 0.18652053
24, 101, 2860418, 0.1854307
24, 102, 3506106, 0.18367055
24, 103, 3177941, 0.18265106
24, 104, 2517066, 0.18118444
24, 105, 3722986, 0.18102594
24, 106, 2774533, 0.18037087
24, 107, 3033242, 0.17962915
24, 108, 2628172, 0.17936608
24, 109, 3690704, 0.17928691
24, 110, 3015345, 0.1786523
24, 111, 2531110, 0.1786416
24, 112, 3628467, 0.17849301
24, 113, 2987927, 0.17817311
24, 114, 1474397, 0.17785823
24, 115, 3271399, 0.17784101
24, 116, 2783122, 0.17782931
24, 117, 3649614, 0.17772558
24, 118, 2222671, 0.17726396
24, 119, 3233373, 0.17713013
24, 120, 2827098, 0.17711216
24, 121, 2853047, 0.1770574
24, 122, 3132325, 0.17660132
24, 123, 3637271, 0.1763758
24, 124, 2990233, 0.17605996
24, 125, 2769311, 0.17601322
24, 126, 3861246, 0.17589313
24, 127, 3140038, 0.17587003
24, 128, 3468117, 0.17477913
24, 129, 3626910, 0.17453057
24, 130, 2700593, 0.1745067
24, 131, 3286783, 0.17434439
24, 132, 2769317, 0.17414129
24, 133, 3782506, 0.17293583
24, 134, 3190470, 0.17280884
24, 135, 2672212, 0.17268214
24, 136, 2876700, 0.17229885
24, 137, 3743142, 0.17215039
24, 138, 3506076, 0.17097978
24, 139, 2644295, 0.17085484
24, 140, 3671146, 0.17067024
24, 141, 2808613, 0.17037596
24, 142, 3439789, 0.16976658
24, 143, 3180752, 0.16944446
24, 144, 3686605, 0.16921161
24, 145, 2990464, 0.16896065
24, 146, 2850857, 0.16863091
24, 147, 2364352, 0.16773398
24, 148, 3519024, 0.16745265
24, 149, 2783075, 0.16726653
24, 150, 3153143, 0.16704604
24, 151, 2883195, 0.16664389
24, 152, 3463087, 0.16639866
24, 153, 3568868, 0.16638382
24, 154, 2828091, 0.16630942
24, 155, 2475516, 0.16617106
24, 156, 3104646, 0.16593765
24, 157, 2783053, 0.16587864
24, 158, 3420455, 0.16586767
24, 159, 3279506, 0.1657195
24, 160, 3279509, 0.16563177
24, 161, 3112528, 0.16550274
24, 162, 2740000, 0.16521299
24, 163, 3658225, 0.164949
24, 164, 2946721, 0.16441776
24, 165, 3608317, 0.16385189
24, 166, 2740259, 0.16363351
24, 167, 2908657, 0.16343552
24, 168, 2790738, 0.16305797
24, 169, 3019340, 0.16290526
24, 170, 3056330, 0.16286758
24, 171, 280706, 0.16259117
24, 172, 3448227, 0.16255614
24, 173, 2891799, 0.16249667
24, 174, 3859033, 0.16232908
24, 175, 3266641, 0.16166936
24, 176, 3444921, 0.16157219
24, 177, 3250660, 0.16127063
24, 178, 3669561, 0.16089603
24, 179, 2840593, 0.16075198
24, 180, 2892668, 0.16050234
24, 181, 3354493, 0.16004092
24, 182, 2987954, 0.1599939
24, 183, 2725030, 0.15997846
24, 184, 3516041, 0.15975761
24, 185, 3037981, 0.1596581
24, 186, 2902217, 0.1594724
24, 187, 2390549, 0.15944092
24, 188, 3436637, 0.15929161
24, 189, 2211302, 0.15926087
24, 190, 3424872, 0.15911774
24, 191, 3325738, 0.15911162
24, 192, 3265990, 0.15890867
24, 193, 3619046, 0.15888046
24, 194, 2621130, 0.1582483
24, 195, 2836290, 0.15816666
24, 196, 3484318, 0.1579779
24, 197, 3335667, 0.1579687
24, 198, 2806400, 0.15784492
24, 199, 3860153, 0.15761252
24, 200, 3371525, 0.15737157
24, 201, 3377404, 0.15702133
24, 202, 3616142, 0.1565812
24, 203, 1770929, 0.15651748
24, 204, 2730560, 0.15645754
24, 205, 2672245, 0.1564176
24, 206, 3364454, 0.1564128
24, 207, 3355351, 0.15630722
24, 208, 3712158, 0.15614071
24, 209, 3322186, 0.15611373
24, 210, 3385367, 0.15568413
24, 211, 3812098, 0.15523142
24, 212, 3463912, 0.15509315
24, 213, 3080321, 0.15473616
24, 214, 3342739, 0.15468095
24, 215, 3697146, 0.15447503
24, 216, 3700060, 0.15437579
24, 217, 3154170, 0.15412499
24, 218, 3320293, 0.15383476
24, 219, 3542785, 0.15370132
24, 220, 3718247, 0.15345936
24, 221, 2772988, 0.15341331
24, 222, 3146132, 0.15338627
24, 223, 3849624, 0.15325576
24, 224, 2916915, 0.15317534
24, 225, 2769399, 0.15313682
24, 226, 2198914, 0.15292646
24, 227, 3491236, 0.15287839
24, 228, 3671823, 0.15285243
24, 229, 3807838, 0.15269876
24, 230, 2984347, 0.15268002
24, 231, 3056811, 0.15257187
24, 232, 3415813, 0.15246814
24, 233, 3891037, 0.15246229
24, 234, 3109763, 0.152162
24, 235, 3751499, 0.15208091
24, 236, 1413535, 0.15207443
24, 237, 2957620, 0.151932
24, 238, 3891074, 0.15190682
24, 239, 3161475, 0.15158978
24, 240, 2526478, 0.15156984
24, 241, 2769310, 0.15152884
24, 242, 2666152, 0.1514884
24, 243, 3884627, 0.1514414
24, 244, 3680866, 0.15142635
24, 245, 2784986, 0.15129547
24, 246, 2824875, 0.15098591
24, 247, 3775019, 0.15089564
24, 248, 3015305, 0.15087189
24, 249, 3446065, 0.1507338
24, 250, 2840956, 0.15059718
24, 251, 3032672, 0.15054874
24, 252, 2721938, 0.15039183
24, 253, 3600221, 0.15037513
24, 254, 3564029, 0.15027346
24, 255, 3808952, 0.1502542
24, 256, 2732092, 0.15024295
24, 257, 3219653, 0.14989842
24, 258, 3883399, 0.14988948
24, 259, 2946724, 0.14933251
24, 260, 2732101, 0.14929688
24, 261, 3004609, 0.14923793
24, 262, 1459932, 0.14889987
24, 263, 2908660, 0.14866309
24, 264, 3838836, 0.14851062
24, 265, 2915987, 0.14841607
24, 266, 2737789, 0.14820065
24, 267, 3522482, 0.14810276
24, 268, 3775203, 0.14792287
24, 269, 3168384, 0.14776328
24, 270, 3395297, 0.14776084
24, 271, 2948944, 0.14773218
24, 272, 2657269, 0.14764252
24, 273, 3310633, 0.14762174
24, 274, 2614946, 0.14750654
24, 275, 2008204, 0.14704937
24, 276, 3276037, 0.14695142
24, 277, 3542895, 0.146852
24, 278, 2938531, 0.1466777
24, 279, 3616185, 0.14661382
24, 280, 3512619, 0.14650992
24, 281, 2850861, 0.14617005
24, 282, 2909771, 0.1461225
24, 283, 3099517, 0.1460234
24, 284, 3470279, 0.14571436
24, 285, 2909991, 0.14567935
24, 286, 1065094, 0.14556283
24, 287, 3673581, 0.14543432
24, 288, 3872017, 0.14517438
24, 289, 3238362, 0.14516379
24, 290, 3336243, 0.14507523
24, 291, 3162821, 0.14505991
24, 292, 2910460, 0.1449272
24, 293, 3075148, 0.14457786
24, 294, 3125033, 0.1444015
24, 295, 3403161, 0.14436963
24, 296, 2464583, 0.1443324
24, 297, 3562643, 0.1441596
24, 298, 3756162, 0.14410152
24, 299, 1920530, 0.14402308
24, 300, 3556952, 0.14399377
24, 301, 3633282, 0.14377974
24, 302, 2783155, 0.14370441
24, 303, 3294337, 0.14359267
24, 304, 2918831, 0.14353904
24, 305, 3638553, 0.14343417
24, 306, 3658211, 0.14343365
24, 307, 3388422, 0.14340293
24, 308, 3350092, 0.14336506
24, 309, 524183, 0.14330573
24, 310, 3453488, 0.14329624
24, 311, 3354491, 0.14326388
24, 312, 2827065, 0.14325981
24, 313, 3236007, 0.14324944
24, 314, 2082036, 0.14318025
24, 315, 2803902, 0.14312685
24, 316, 3194032, 0.14301342
24, 317, 3487722, 0.14284065
24, 318, 2931430, 0.14248054
24, 319, 2878709, 0.14243402
24, 320, 1892149, 0.14230603
24, 321, 3066756, 0.14209966
24, 322, 3410720, 0.14193109
24, 323, 3748665, 0.14190309
24, 324, 3102491, 0.14182435
24, 325, 2862516, 0.14180657
24, 326, 183865, 0.14165346
24, 327, 3322185, 0.14156863
24, 328, 3289185, 0.14152041
24, 329, 3663325, 0.14137001
24, 330, 2629468, 0.14135778
24, 331, 3085223, 0.141238
24, 332, 3140674, 0.1411828
24, 333, 3129061, 0.14113747
24, 334, 3500003, 0.14109029
24, 335, 3504369, 0.14106764
24, 336, 3858952, 0.14106028
24, 337, 3519030, 0.14104232
24, 338, 2483992, 0.14100698
24, 339, 3177592, 0.14099859
24, 340, 3522406, 0.14094993
24, 341, 3099512, 0.14077798
24, 342, 3283787, 0.14076877
24, 343, 3851743, 0.14048512
24, 344, 2841812, 0.14040944
24, 345, 3615918, 0.14036076
24, 346, 3513002, 0.14035758
24, 347, 3361056, 0.14019103
24, 348, 2571094, 0.140142
24, 349, 3707323, 0.14001702
24, 350, 3383253, 0.13986972
24, 351, 2615032, 0.1398197
24, 352, 3401727, 0.13977416
24, 353, 3198947, 0.13972345
24, 354, 3291454, 0.13964976
24, 355, 2779969, 0.13959326
24, 356, 3372811, 0.13955614
24, 357, 3564573, 0.13954678
24, 358, 3535729, 0.13945487
24, 359, 3789283, 0.13934831
24, 360, 2760696, 0.13930951
24, 361, 3803125, 0.13925347
24, 362, 2935975, 0.13906157
24, 363, 3863515, 0.13889053
24, 364, 2803937, 0.13886859
24, 365, 2936739, 0.13875563
24, 366, 3519516, 0.13845451
24, 367, 3700969, 0.13842659
24, 368, 3420703, 0.13832529
24, 369, 3483653, 0.13828199
24, 370, 3542307, 0.1382155
24, 371, 3572695, 0.13818118
24, 372, 2741488, 0.13811977
24, 373, 2799965, 0.13789257
24, 374, 3590570, 0.13781051
24, 375, 3065569, 0.1376533
24, 376, 3299175, 0.13760567
24, 377, 3605448, 0.13757703
24, 378, 2672220, 0.13755511
24, 379, 2699223, 0.13750747
24, 380, 2657283, 0.13742991
24, 381, 3047846, 0.13741525
24, 382, 3874924, 0.13723662
24, 383, 3420695, 0.1372222
24, 384, 3764698, 0.13714617
24, 385, 3513721, 0.13689779
24, 386, 3544661, 0.1367798
24, 387, 2930657, 0.13666297
24, 388, 3030041, 0.13664939
24, 389, 3286780, 0.13664468
24, 390, 3014744, 0.1366354
24, 391, 3323283, 0.13631816
24, 392, 3291424, 0.13631374
24, 393, 3809316, 0.1362691
24, 394, 3395170, 0.13623293
24, 395, 3510284, 0.13620964
24, 396, 2854726, 0.13620141
24, 397, 3615910, 0.13620052
24, 398, 3002921, 0.13610092
24, 399, 3213680, 0.1360687
24, 400, 3610457, 0.13600306
24, 401, 2902050, 0.13596766
24, 402, 2732065, 0.1358167
24, 403, 3450927, 0.13576198
24, 404, 3047852, 0.13556778
24, 405, 3843700, 0.1353743
24, 406, 3543544, 0.13520661
24, 407, 3808802, 0.13514307
24, 408, 3507022, 0.13512978
24, 409, 3109838, 0.13511187
24, 410, 3804820, 0.13506974
24, 411, 3105458, 0.13472266
24, 412, 3614773, 0.13462408
24, 413, 3858201, 0.13459854
24, 414, 2800059, 0.1344466
24, 415, 3236154, 0.1343545
24, 416, 2850845, 0.13426484
24, 417, 3835883, 0.13425574
24, 418, 3603620, 0.13421232
24, 419, 3658208, 0.13408472
24, 420, 2791741, 0.13408276
24, 421, 3420495, 0.1340475
24, 422, 3505951, 0.1339182
24, 423, 3159297, 0.13389398
24, 424, 3364540, 0.13386633
24, 425, 3047842, 0.13378261
24, 426, 3841695, 0.13355011
24, 427, 3728529, 0.13337192
24, 428, 3311216, 0.13327427
24, 429, 2572047, 0.13326383
24, 430, 3819819, 0.1332099
24, 431, 2780638, 0.13319997
24, 432, 3482082, 0.13315839
24, 433, 2672287, 0.13315758
24, 434, 3132376, 0.13303883
24, 435, 3038658, 0.13294014
24, 436, 30713, 0.13285834
24, 437, 3290036, 0.13285647
24, 438, 2851150, 0.1327172
24, 439, 3658209, 0.1326126
24, 440, 2730626, 0.13258697
24, 441, 3335556, 0.13257168
24, 442, 2672256, 0.13242236
24, 443, 2672290, 0.1323891
24, 444, 3274713, 0.13231021
24, 445, 3619691, 0.13210079
24, 446, 2874368, 0.13208608
24, 447, 3792541, 0.13205013
24, 448, 2323011, 0.13204281
24, 449, 3276040, 0.13195191
24, 450, 3765925, 0.13194245
24, 451, 1471802, 0.13193725
24, 452, 3213717, 0.1317739
24, 453, 3345160, 0.1317263
24, 454, 3623122, 0.13159771
24, 455, 3299178, 0.13158779
24, 456, 3771457, 0.13155235
24, 457, 3825647, 0.13148303
24, 458, 2259431, 0.13143848
24, 459, 3596900, 0.13123225
24, 460, 3841692, 0.13115348
24, 461, 3598820, 0.13111012
24, 462, 3529714, 0.13103743
24, 463, 2908659, 0.1310207
24, 464, 2635123, 0.13101618
24, 465, 2687619, 0.13093437
24, 466, 3876647, 0.13078949
24, 467, 2988170, 0.13071541
24, 468, 2939501, 0.13069846
24, 469, 3178863, 0.13066655
24, 470, 3555578, 0.1305917
24, 471, 2954381, 0.1305554
24, 472, 2740015, 0.13022473
24, 473, 3719249, 0.13021447
24, 474, 3841536, 0.13019031
24, 475, 3890722, 0.1301733
24, 476, 2729229, 0.13016975
24, 477, 2500028, 0.13003546
24, 478, 3233371, 0.12992343
24, 479, 2672230, 0.12970208
24, 480, 2644320, 0.12957136
24, 481, 2918633, 0.12950394
24, 482, 545936, 0.12949589
24, 483, 3583747, 0.1294319
24, 484, 1570456, 0.12937406
24, 485, 1257651, 0.12926592
24, 486, 2570575, 0.12912367
24, 487, 3789899, 0.12911873
24, 488, 3193803, 0.12908278
24, 489, 3253678, 0.1290346
24, 490, 3094358, 0.12900126
24, 491, 3462718, 0.12897363
24, 492, 3161235, 0.12892514
24, 493, 3861862, 0.12889352
24, 494, 3018363, 0.12888944
