topicNum, rank, pmcid, score
12, 1, 3313282, 0.31660593
12, 2, 3542889, 0.31433925
12, 3, 2600143, 0.30554444
12, 4, 2915525, 0.26621243
12, 5, 3298198, 0.26080242
12, 6, 2822212, 0.2589033
12, 7, 2958026, 0.2547618
12, 8, 3747452, 0.25453633
12, 9, 3835276, 0.253612
12, 10, 2634631, 0.2512998
12, 11, 3700939, 0.24982488
12, 12, 3690228, 0.24183641
12, 13, 2769422, 0.2394212
12, 14, 3743519, 0.23214771
12, 15, 2866380, 0.23186457
12, 16, 3381560, 0.23163465
12, 17, 3638276, 0.23126523
12, 18, 2438310, 0.22988589
12, 19, 3557997, 0.22756128
12, 20, 2769281, 0.22754107
12, 21, 2686885, 0.2258588
12, 22, 3420408, 0.22182517
12, 23, 3451564, 0.22101897
12, 24, 3072505, 0.21839157
12, 25, 3356904, 0.21672039
12, 26, 2710506, 0.21516599
12, 27, 3475881, 0.21490759
12, 28, 3291459, 0.21482648
12, 29, 3336247, 0.21266302
12, 30, 3614649, 0.21060917
12, 31, 3381406, 0.207947
12, 32, 3023428, 0.20521311
12, 33, 3845250, 0.20419395
12, 34, 3785359, 0.20347415
12, 35, 3349957, 0.20205233
12, 36, 2737790, 0.20012303
12, 37, 2805656, 0.19928113
12, 38, 3476166, 0.19850232
12, 39, 3123000, 0.19834274
12, 40, 2686872, 0.19779766
12, 41, 3194761, 0.1977019
12, 42, 3783738, 0.19740927
12, 43, 3526146, 0.19502316
12, 44, 3156912, 0.19472513
12, 45, 3349960, 0.19423789
12, 46, 3313283, 0.1932523
12, 47, 3514802, 0.19192153
12, 48, 3728774, 0.19113971
12, 49, 3401657, 0.18970406
12, 50, 3424182, 0.18876453
12, 51, 3806514, 0.18831904
12, 52, 3425248, 0.18753451
12, 53, 2771991, 0.18690738
12, 54, 2779417, 0.18598327
12, 55, 3507022, 0.18441592
12, 56, 3603620, 0.18387635
12, 57, 3550430, 0.18243553
12, 58, 2630299, 0.18142782
12, 59, 3086246, 0.18013267
12, 60, 2878238, 0.17875662
12, 61, 2671780, 0.17834531
12, 62, 2901953, 0.17820032
12, 63, 3866810, 0.17768538
12, 64, 3682970, 0.17587359
12, 65, 3087995, 0.1755908
12, 66, 3718248, 0.17293881
12, 67, 3661666, 0.17055553
12, 68, 3853607, 0.16977598
12, 69, 3714027, 0.16973996
12, 70, 3047888, 0.16941659
12, 71, 3492076, 0.16885811
12, 72, 3775182, 0.16806382
12, 73, 3204431, 0.1679499
12, 74, 3128054, 0.16729978
12, 75, 3670533, 0.16718654
12, 76, 3206365, 0.16685712
12, 77, 3470081, 0.16277137
12, 78, 3250006, 0.16227318
12, 79, 2630300, 0.16202372
12, 80, 3692345, 0.16201477
12, 81, 3451906, 0.16188511
12, 82, 3049977, 0.16080755
12, 83, 3747023, 0.16070056
12, 84, 3099090, 0.16056605
12, 85, 2702879, 0.16011308
12, 86, 3548367, 0.15967096
12, 87, 2740286, 0.15796728
12, 88, 2789963, 0.15631057
12, 89, 3263113, 0.15588935
12, 90, 3383075, 0.15574971
12, 91, 2740115, 0.15523797
12, 92, 3201680, 0.1541374
12, 93, 3294990, 0.15271577
12, 94, 3741079, 0.15234162
12, 95, 3358079, 0.15211111
12, 96, 3320418, 0.15184896
12, 97, 2590200, 0.15177606
12, 98, 3505287, 0.15129076
12, 99, 2778404, 0.15104519
12, 100, 3491218, 0.15080878
12, 101, 3873075, 0.14956631
12, 102, 3430499, 0.14912811
12, 103, 3841642, 0.14871581
12, 104, 2769323, 0.14868212
12, 105, 3772288, 0.14866225
12, 106, 3122994, 0.14771275
12, 107, 3162842, 0.14760545
12, 108, 3152170, 0.1469218
12, 109, 3299165, 0.14660335
12, 110, 2772217, 0.14643507
12, 111, 2768670, 0.14641924
12, 112, 2752791, 0.14482495
12, 113, 3635683, 0.14463222
12, 114, 3334225, 0.14378431
12, 115, 3882572, 0.14353217
12, 116, 3654137, 0.14330418
12, 117, 3639158, 0.14307931
12, 118, 3528723, 0.14176495
12, 119, 3398086, 0.14171723
12, 120, 2693614, 0.14166869
12, 121, 3093208, 0.14164697
12, 122, 3284348, 0.1415807
12, 123, 3546447, 0.14141645
12, 124, 3429831, 0.14116739
12, 125, 3785341, 0.14052957
12, 126, 2686847, 0.14045484
12, 127, 3452295, 0.14042081
12, 128, 3143102, 0.14018118
12, 129, 3490734, 0.13995564
12, 130, 3657269, 0.1398396
12, 131, 3026978, 0.13941227
12, 132, 3085484, 0.13931453
12, 133, 3401822, 0.13914308
12, 134, 3611054, 0.13863915
12, 135, 3748642, 0.1384923
12, 136, 3385060, 0.13800938
12, 137, 3799512, 0.13779686
12, 138, 3060137, 0.13729882
12, 139, 3082492, 0.13705672
