topicNum, rank, pmcid, score
22, 1, 3853387, 0.52165455
22, 2, 3425266, 0.44000885
22, 3, 1570456, 0.42273757
22, 4, 3812098, 0.42078304
22, 5, 3213720, 0.41250083
22, 6, 2769458, 0.4083591
22, 7, 3206111, 0.39514303
22, 8, 3213727, 0.39378035
22, 9, 3235990, 0.3852061
22, 10, 3463071, 0.37868163
22, 11, 3162766, 0.37797308
22, 12, 3336246, 0.37778714
22, 13, 3806229, 0.37379643
22, 14, 1112595, 0.3701055
22, 15, 2862516, 0.36800522
22, 16, 3099520, 0.3652884
22, 17, 2946729, 0.36357352
22, 18, 3743341, 0.36331087
22, 19, 3063929, 0.36228055
22, 20, 3516054, 0.36139774
22, 21, 3587910, 0.36056384
22, 22, 2876698, 0.36034963
22, 23, 2883194, 0.35900918
22, 24, 2813613, 0.35880634
22, 25, 3183517, 0.3558822
22, 26, 2876700, 0.3539205
22, 27, 3615910, 0.34854257
22, 28, 3751366, 0.3482783
22, 29, 3695309, 0.3468662
22, 30, 280706, 0.34649986
22, 31, 3335710, 0.34611613
22, 32, 2988055, 0.34448984
22, 33, 3019347, 0.34358162
22, 34, 3642948, 0.34307852
22, 35, 1277010, 0.3429165
22, 36, 3632018, 0.34189007
22, 37, 3610351, 0.34159014
22, 38, 3540710, 0.3409124
22, 39, 3716031, 0.34010312
22, 40, 2822332, 0.33529678
22, 41, 2740044, 0.3348843
22, 42, 2851579, 0.33372572
22, 43, 3891037, 0.33223447
22, 44, 3714090, 0.3304032
22, 45, 3056811, 0.33019564
22, 46, 2442117, 0.32936823
22, 47, 2995969, 0.3289416
22, 48, 2843125, 0.32611442
22, 49, 3267331, 0.32386875
22, 50, 3102491, 0.32293904
22, 51, 2929613, 0.3225236
22, 52, 3841692, 0.32079244
22, 53, 2732089, 0.32031077
22, 54, 3170633, 0.31886855
22, 55, 2893432, 0.31883153
22, 56, 3463094, 0.31876415
22, 57, 3637578, 0.3179183
22, 58, 3615939, 0.31768796
22, 59, 3876596, 0.31765276
22, 60, 2941259, 0.31674075
22, 61, 3276037, 0.3160817
22, 62, 2990464, 0.31455147
22, 63, 3532912, 0.31442255
22, 64, 2840603, 0.31427023
22, 65, 2954374, 0.31374
22, 66, 3669552, 0.31202185
22, 67, 3270293, 0.3114659
22, 68, 3213717, 0.31093985
22, 69, 3505333, 0.3099161
22, 70, 3616181, 0.30989888
22, 71, 3424873, 0.3089761
22, 72, 2946710, 0.30871794
22, 73, 2878707, 0.30831537
22, 74, 3436637, 0.3077139
22, 75, 2853047, 0.307279
22, 76, 2276602, 0.3070844
22, 77, 3322929, 0.3064282
22, 78, 2082036, 0.3060658
22, 79, 2628156, 0.30605748
22, 80, 2851150, 0.30526713
22, 81, 3869631, 0.304908
22, 82, 3104650, 0.3045723
22, 83, 3168030, 0.30385998
22, 84, 2893193, 0.3036591
22, 85, 3420441, 0.3027665
22, 86, 3409906, 0.30264765
22, 87, 2891799, 0.30226654
22, 88, 3220172, 0.30187765
22, 89, 2633327, 0.30160838
22, 90, 3841696, 0.3012823
22, 91, 3841497, 0.3010791
22, 92, 3125360, 0.30106872
22, 93, 3470279, 0.29950976
22, 94, 3099517, 0.2981499
22, 95, 3593508, 0.29733717
22, 96, 3389896, 0.29732668
22, 97, 2740266, 0.2972741
22, 98, 3097723, 0.29681414
22, 99, 2740075, 0.29668662
22, 100, 3680611, 0.29645824
22, 101, 2878709, 0.29582143
22, 102, 2575206, 0.29551902
22, 103, 3292990, 0.2954301
22, 104, 2769399, 0.29502022
22, 105, 2585581, 0.29467335
22, 106, 2840593, 0.29428798
22, 107, 3419652, 0.2932062
22, 108, 2732080, 0.29248002
22, 109, 2783075, 0.29176697
22, 110, 2803812, 0.29176292
22, 111, 3548694, 0.2916381
22, 112, 3506107, 0.29159194
22, 113, 3685364, 0.29129684
22, 114, 2628089, 0.29122478
22, 115, 3021894, 0.29094684
22, 116, 2687693, 0.2905902
22, 117, 2878712, 0.29032263
22, 118, 1308873, 0.29021508
22, 119, 3690704, 0.29000172
22, 120, 3369459, 0.28970048
22, 121, 3276041, 0.28966495
22, 122, 3759643, 0.2893319
22, 123, 2918840, 0.28921422
22, 124, 2542347, 0.28901005
22, 125, 1459932, 0.2874983
22, 126, 1868082, 0.2870191
22, 127, 2860416, 0.28698227
22, 128, 3232426, 0.28694448
22, 129, 3700969, 0.28617826
22, 130, 3790037, 0.2859513
22, 131, 3019346, 0.28490573
22, 132, 2612685, 0.28453246
22, 133, 3849794, 0.2841001
22, 134, 3485900, 0.28398195
22, 135, 3825647, 0.28351846
22, 136, 3418046, 0.283077
22, 137, 2557019, 0.2828267
22, 138, 3695311, 0.28282654
22, 139, 3213725, 0.28259456
22, 140, 3491236, 0.2822383
22, 141, 3844740, 0.28219533
22, 142, 3259690, 0.28201023
22, 143, 2957856, 0.28200853
22, 144, 3265990, 0.2816543
22, 145, 3318165, 0.28157696
22, 146, 3573490, 0.28132465
22, 147, 2008204, 0.28107485
22, 148, 3078209, 0.2810019
22, 149, 3371525, 0.28072044
22, 150, 3271399, 0.28050464
22, 151, 3424872, 0.28024536
22, 152, 2847123, 0.2799315
22, 153, 2804722, 0.27952832
22, 154, 3826012, 0.27940106
22, 155, 3523579, 0.27878693
22, 156, 3259402, 0.27770138
22, 157, 3543967, 0.27767578
22, 158, 3420695, 0.2775074
22, 159, 3669556, 0.27748954
22, 160, 3343429, 0.27721253
22, 161, 2613408, 0.2772121
22, 162, 3322186, 0.2769324
22, 163, 3876310, 0.27684686
22, 164, 3015345, 0.27620864
22, 165, 2984358, 0.27519608
22, 166, 3359438, 0.27503222
22, 167, 3593498, 0.27458254
22, 168, 3193673, 0.27452028
22, 169, 3359433, 0.2744243
22, 170, 2827098, 0.2741646
22, 171, 2014765, 0.27403334
22, 172, 3644835, 0.27368724
22, 173, 3833936, 0.2727516
22, 174, 3644829, 0.2725097
22, 175, 2740000, 0.27235794
22, 176, 2464583, 0.27162752
22, 177, 3741470, 0.27156374
22, 178, 3885920, 0.27116346
22, 179, 2887897, 0.27106565
22, 180, 3492078, 0.27103266
22, 181, 3354491, 0.27096644
22, 182, 3019340, 0.27087778
22, 183, 3847446, 0.27076584
22, 184, 3350273, 0.27025574
22, 185, 3453488, 0.27024242
22, 186, 2988170, 0.2701778
22, 187, 3879502, 0.27015907
22, 188, 3609961, 0.2687213
22, 189, 3702368, 0.26864913
22, 190, 3201100, 0.2686018
22, 191, 3614886, 0.26842034
22, 192, 3205006, 0.26820907
22, 193, 3608317, 0.26815915
22, 194, 3099209, 0.2681481
22, 195, 3409403, 0.26813328
22, 196, 3519275, 0.26803136
22, 197, 3437073, 0.26794237
22, 198, 2395397, 0.26757997
22, 199, 2491596, 0.26751995
22, 200, 2876708, 0.2669133
22, 201, 2784986, 0.26688448
22, 202, 3030047, 0.26675966
22, 203, 3354497, 0.26665527
22, 204, 3162819, 0.26616073
22, 205, 3294327, 0.26608014
22, 206, 1435922, 0.26603848
22, 207, 3841693, 0.26574746
22, 208, 2915987, 0.26505682
22, 209, 3527895, 0.2643402
22, 210, 517508, 0.26419097
22, 211, 3669559, 0.26348028
22, 212, 3343246, 0.26338872
22, 213, 3170353, 0.2631009
22, 214, 2807440, 0.26304635
22, 215, 3141697, 0.2629707
22, 216, 2687695, 0.26272982
22, 217, 3459435, 0.26217335
22, 218, 3012278, 0.2621209
22, 219, 3512255, 0.26198137
22, 220, 3315946, 0.26154962
22, 221, 3295978, 0.26131397
22, 222, 1891733, 0.26118863
22, 223, 2908671, 0.26102164
22, 224, 3289491, 0.26100767
22, 225, 2713493, 0.26074204
22, 226, 3625881, 0.26055244
22, 227, 3088388, 0.2604966
22, 228, 2803948, 0.26011235
22, 229, 3789295, 0.259726
