topicNum, rank, pmcid, score
30, 1, 3492059, 0.52759176
30, 2, 3285057, 0.51605767
30, 3, 3776268, 0.49580646
30, 4, 2767159, 0.48740366
30, 5, 2564908, 0.46987665
30, 6, 3587892, 0.46560603
30, 7, 3806512, 0.46447894
30, 8, 3508849, 0.46113724
30, 9, 2787207, 0.45598614
30, 10, 2746275, 0.44952226
30, 11, 3783806, 0.44129723
30, 12, 2409352, 0.4389828
30, 13, 2556314, 0.42231947
30, 14, 3150645, 0.41577065
30, 15, 2321724, 0.4114371
30, 16, 2938532, 0.4109461
30, 17, 3361920, 0.4090983
30, 18, 2850849, 0.40776342
30, 19, 3445134, 0.40565526
30, 20, 3818812, 0.39917535
30, 21, 2966586, 0.39835882
30, 22, 2762183, 0.3791907
30, 23, 3868144, 0.36056286
30, 24, 3654473, 0.35544145
30, 25, 3308668, 0.35331747
30, 26, 3225620, 0.35164362
30, 27, 2847208, 0.34929144
30, 28, 3051128, 0.346415
30, 29, 3542899, 0.34479204
30, 30, 3470946, 0.34418362
30, 31, 1079861, 0.3427016
30, 32, 2759609, 0.33834675
30, 33, 3632355, 0.33425668
30, 34, 2505286, 0.3330346
30, 35, 2771151, 0.328149
30, 36, 2965708, 0.32790518
30, 37, 2505280, 0.32257003
30, 38, 3087222, 0.31935954
30, 39, 1950517, 0.31856376
30, 40, 2845787, 0.31037676
30, 41, 3492012, 0.30114862
30, 42, 2262905, 0.29847756
30, 43, 3876493, 0.29378563
30, 44, 3860665, 0.29308376
30, 45, 2775722, 0.29261345
30, 46, 2895343, 0.29252443
30, 47, 3876516, 0.28898817
30, 48, 3796931, 0.28667614
30, 49, 2994812, 0.28643483
30, 50, 1636036, 0.28587526
30, 51, 2989122, 0.28333578
30, 52, 2556052, 0.283205
30, 53, 2989507, 0.2816676
30, 54, 3044106, 0.28116956
30, 55, 3162675, 0.28109574
30, 56, 2599799, 0.2810733
30, 57, 3253410, 0.27625084
30, 58, 3548664, 0.27535897
30, 59, 3508532, 0.27407843
30, 60, 3872594, 0.27269045
30, 61, 3464775, 0.27153167
30, 62, 3754400, 0.27139345
30, 63, 2739494, 0.2713091
30, 64, 2427046, 0.2711524
30, 65, 3735874, 0.26965836
30, 66, 3750239, 0.26891556
30, 67, 3522489, 0.26803073
30, 68, 3099602, 0.26726785
30, 69, 2831017, 0.26706773
30, 70, 3293029, 0.26697353
30, 71, 2803929, 0.26561728
30, 72, 2856404, 0.26414216
30, 73, 3438873, 0.26043445
30, 74, 2688588, 0.25938708
30, 75, 3590706, 0.25880346
30, 76, 3623923, 0.2580852
30, 77, 2740197, 0.25805837
30, 78, 3311090, 0.25759745
30, 79, 3482440, 0.25568536
30, 80, 2684704, 0.25353634
30, 81, 3263472, 0.25231147
30, 82, 3860655, 0.25160116
30, 83, 3332326, 0.25148752
30, 84, 3100811, 0.25126407
30, 85, 2374498, 0.25083724
30, 86, 3874895, 0.24998891
30, 87, 3687906, 0.2498892
30, 88, 2666829, 0.24976058
30, 89, 3840846, 0.24918343
30, 90, 2637899, 0.24892779
30, 91, 2321721, 0.24814716
30, 92, 3649316, 0.24719396
30, 93, 3445178, 0.24698406
30, 94, 3104563, 0.24665062
30, 95, 3828487, 0.24570346
30, 96, 3533833, 0.24535263
30, 97, 2657336, 0.24428299
30, 98, 2762182, 0.2441069
30, 99, 2682409, 0.24405053
30, 100, 3553418, 0.2434753
30, 101, 3058185, 0.24340022
30, 102, 2575205, 0.24199201
30, 103, 3162673, 0.24005257
30, 104, 2892703, 0.23984721
30, 105, 3162690, 0.23948467
30, 106, 3277063, 0.23903751
30, 107, 3424799, 0.23842864
30, 108, 3725319, 0.23754679
30, 109, 3544670, 0.23723075
30, 110, 2697336, 0.23638152
30, 111, 3678412, 0.23626456
30, 112, 3810286, 0.23623507
30, 113, 3649217, 0.23608859
30, 114, 3543890, 0.23507257
30, 115, 2803872, 0.23480958
30, 116, 2584001, 0.23478153
30, 117, 1253520, 0.23466565
30, 118, 3800673, 0.23451471
30, 119, 2949754, 0.23407139
30, 120, 1805049, 0.23394476
30, 121, 3401776, 0.23255591
30, 122, 3419694, 0.23203456
30, 123, 2739503, 0.2315533
30, 124, 3227356, 0.22999153
30, 125, 3504258, 0.22984491
30, 126, 2925339, 0.22974703
30, 127, 2904543, 0.22909607
30, 128, 3157096, 0.22783251
30, 129, 3143956, 0.22781755
30, 130, 3115650, 0.22749421
30, 131, 3143969, 0.22639512
30, 132, 2531121, 0.2261643
30, 133, 3157100, 0.225945
30, 134, 2639562, 0.22587566
30, 135, 2844750, 0.225796
30, 136, 64646, 0.22478764
30, 137, 2729772, 0.22389454
30, 138, 3087230, 0.22250839
30, 139, 3876514, 0.22221829
30, 140, 2902411, 0.22147952
30, 141, 3195828, 0.2213766
30, 142, 3017701, 0.22098677
30, 143, 2505291, 0.2207504
30, 144, 3687910, 0.22071931
30, 145, 3129059, 0.22027528
30, 146, 3200281, 0.21869242
30, 147, 2739484, 0.21863568
30, 148, 3084165, 0.21788535
30, 149, 3562541, 0.21770546
30, 150, 3063348, 0.21765319
30, 151, 3675373, 0.21594778
30, 152, 3470086, 0.21587403
30, 153, 3491781, 0.21537644
30, 154, 2329636, 0.21474239
30, 155, 3872236, 0.21441647
30, 156, 3205516, 0.2143046
30, 157, 3336923, 0.21413767
30, 158, 3263275, 0.21401006
30, 159, 3502808, 0.2139648
30, 160, 3093740, 0.2131284
30, 161, 3783813, 0.21238217
30, 162, 2780644, 0.21238032
30, 163, 3767273, 0.21091922
30, 164, 3438875, 0.20933913
30, 165, 2726542, 0.20924029
30, 166, 3163772, 0.20881382
30, 167, 3111561, 0.2082704
30, 168, 3800512, 0.20813051
30, 169, 3878282, 0.2079094
30, 170, 2762257, 0.20754655
30, 171, 3598393, 0.20743361
30, 172, 3151209, 0.20726995
30, 173, 2739475, 0.20697427
30, 174, 2739477, 0.2068885
30, 175, 2991229, 0.20671216
30, 176, 2831197, 0.206525
30, 177, 3716025, 0.20619537
30, 178, 3551528, 0.20614702
30, 179, 3504055, 0.20599394
30, 180, 3101344, 0.2059106
30, 181, 2657235, 0.20485973
30, 182, 3667434, 0.20481825
30, 183, 2947733, 0.20475902
30, 184, 2769402, 0.20344098
30, 185, 3194033, 0.2033132
30, 186, 3491795, 0.20314766
30, 187, 3004077, 0.20303945
30, 188, 3350064, 0.20275505
30, 189, 3506836, 0.20267805
30, 190, 2822426, 0.20258409
30, 191, 3284183, 0.20252323
30, 192, 3785059, 0.2024095
30, 193, 3385320, 0.20203078
30, 194, 3276018, 0.20177695
30, 195, 2936889, 0.20171295
30, 196, 2840830, 0.20137551
30, 197, 3162688, 0.20068672
30, 198, 3372308, 0.20067632
30, 199, 3299658, 0.2006182
30, 200, 3690211, 0.20017706
30, 201, 2275225, 0.19975057
30, 202, 1821318, 0.19936213
30, 203, 3743033, 0.19915804
30, 204, 3198612, 0.19877188
30, 205, 2876842, 0.19849327
30, 206, 3541177, 0.19849153
30, 207, 3435948, 0.19800328
30, 208, 3730206, 0.19793904
30, 209, 2987958, 0.1978199
30, 210, 3657261, 0.1976363
30, 211, 3355847, 0.19757755
30, 212, 3235316, 0.19745548
30, 213, 2918745, 0.1972925
30, 214, 3271300, 0.1972236
30, 215, 2766694, 0.19650224
30, 216, 2740112, 0.19607924
30, 217, 2856402, 0.19586925
30, 218, 3284668, 0.19567473
30, 219, 3121661, 0.19545154
